G[0,0](hr >= 84.723 & Pulse >= 85.718) [Discrimination Score: 0.448; Robustness + : -1.581; Robustness - : -5.147; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](hr <= 113.043 -> y = 0.596) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](n_evts > 0.062 & y = 0.012) [Discrimination Score: 1.050; Robustness + : -0.062; Robustness - : -0.570; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](ICU_Pt_Days <= 3.759 & y = 0.217) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((n_edrk > 0.631) U[2,2] (y = 0.061)) [Discrimination Score: 0.976; Robustness + : 0.356; Robustness - : -0.053; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](Glasgow_Coma_Scale_Total <= 14.983 -> y = 0.919) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](cosen <= -1.526 & y = 0.975) [Discrimination Score: -1.082; Robustness + : -0.975; Robustness - : -0.499; Percent Class + : 1.000; Percent Class - : 0.000]
((AF >= 0.006) U[0,2] (y = 0.716)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](MET >= 0.015 & y = 0.218) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](s24_hr <= 0.001 -> y = 0.292) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](SBP <= 138.194 -> y = 0.894) [Discrimination Score: 0.993; Robustness + : -6.812; Robustness - : -21.623; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](Pulse >= 71.409 & y = 0.232) [Discrimination Score: 1.282; Robustness + : -0.232; Robustness - : -0.706; Percent Class + : 0.000; Percent Class - : 1.000]
((s8_hr >= -0.001) U[0,1] (y = 0.061)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](SpO2 <= 97.985 & y = 0.115) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](O2_Flow < 3.606 & y = 0.065) [Discrimination Score: 2.138; Robustness + : -0.065; Robustness - : -0.942; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](af < 0.430 & y = 0.430) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((edrk > 11.974) U[1,2] (y = 0.558)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](dfa > 0.350 -> y = 0.813) [Discrimination Score: 0.160; Robustness + : -0.304; Robustness - : -0.362; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](Temp < 37.225 -> y = 0.936) [Discrimination Score: 0.241; Robustness + : -0.238; Robustness - : -0.383; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](death >= 0.055 & y = 0.309) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](lds > 0.586 & y = 0.493) [Discrimination Score: 1.155; Robustness + : -0.493; Robustness - : -0.501; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](s2_hr >= -0.001 -> y = 0.850) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](s24_edrk >= -0.002 -> y = 0.447) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((s8_edrk >= 0.000) U[0,2] (y = 0.659)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((tte > -0.941) U[2,2] (y = 0.312)) [Discrimination Score: 0.906; Robustness + : 0.941; Robustness - : 0.528; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](Resp < 20.235 -> y = 0.379) [Discrimination Score: -0.091; Robustness + : -2.068; Robustness - : -1.827; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](PLATELET_COUNT < 235.692 & y = 0.435) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](PARTIAL_THROMBOPLASTIN_TIME > 31.706 & y = 0.449) [Discrimination Score: 1.155; Robustness + : -0.449; Robustness - : -0.507; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](WHITE_BLOOD_CELL_COUNT < 8.061 & y = 0.152) [Discrimination Score: 1.155; Robustness + : -0.339; Robustness - : -0.630; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](HEMOGLOBIN < 10.046 & y = 0.634) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](PROTIME_INR < 1.189 & y = 0.764) [Discrimination Score: -1.155; Robustness + : -0.764; Robustness - : -0.462; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](CO2 > 25.342 -> y = 0.785) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](PHOSPHORUS <= 3.705 & y = 0.647) [Discrimination Score: -1.155; Robustness + : -0.647; Robustness - : -0.479; Percent Class + : 1.000; Percent Class - : 0.000]
((BLOOD_UREA_NITROGEN >= 6.244) U[0,0] (y = 0.538)) [Discrimination Score: 4.000; Robustness + : 14.756; Robustness - : 14.756; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](MAGNESIUM < 1.998 & y = 0.370) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](CHLORIDE >= 101.705 -> y = 0.892) [Discrimination Score: 0.000; Robustness + : -0.295; Robustness - : -0.295; Percent Class + : 1.000; Percent Class - : 0.000]
((GLUCOSE <= 118.960) U[1,2] (y = 0.144)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](SODIUM <= 136.947 & y = 0.383) [Discrimination Score: 1.155; Robustness + : -0.383; Robustness - : -0.517; Percent Class + : 0.000; Percent Class - : 1.000]
((POTASSIUM < 4.235) U[0,1] (y = 0.776)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](CREATININE > 0.819 & y = 0.483) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((CALCIUM < 8.883) U[0,2] (y = 0.636)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](s2_edrk <= 0.002 -> y = 0.381) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](LOS >= 7.969 -> y = 0.787) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Mort >= 0.090) U[1,2] (y = 0.219)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](srr < 0.056 -> y = 0.775) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](TOTAL_BILIRUBIN > 0.700 & y = 0.200) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((TOTAL_PROTEIN > 6.300) U[0,1] (y = 0.053)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](ALBUMIN < 3.200 & y = 0.667) [Discrimination Score: -1.155; Robustness + : -0.667; Robustness - : -0.476; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](TROPONIN_I < 0.060 & y = 0.609) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((LACTIC_ACID < 1.300) U[0,1] (y = 0.553)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Sgy <= 0.000) U[0,1] (y = 0.050)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](ALKALINE_PHOSPHATASE > 91.000 & y = 0.318) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](ALT_GPT <= 22.000 -> y = 0.772) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((AST_GOT >= 27.000) U[0,1] (y = 0.096)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](OXYGEN_SATURATION < 94.700 & y = 0.381) [Discrimination Score: 1.155; Robustness + : -0.381; Robustness - : -0.517; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](PCO2 <= 39.500 -> y = 0.442) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BLOOD_UREA_NITROGEN >= 16.676 | CHLORIDE >= 101.335) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((PHOSPHORUS >= 3.502) U[0,2] (SODIUM >= 136.187)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((BLOOD_UREA_NITROGEN >= 17.162) U[1,1] (PHOSPHORUS <= 3.900)) [Discrimination Score: -1.000; Robustness + : 3.838; Robustness - : 3.838; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](CREATININE >= 0.876 & MAGNESIUM >= 1.937) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](CO2 <= 25.965 | PHOSPHORUS <= 3.893) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](CO2 <= 25.983 & GLUCOSE <= 118.736) [Discrimination Score: 0.000; Robustness + : -0.264; Robustness - : -0.264; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](CALCIUM >= 8.848 | CO2 >= 25.126) [Discrimination Score: 0.000; Robustness + : 0.874; Robustness - : 0.874; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](BLOOD_UREA_NITROGEN >= 18.381 -> POTASSIUM >= 4.040) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](PHOSPHORUS >= 3.516 & POTASSIUM <= 4.189) [Discrimination Score: 0.000; Robustness + : -0.016; Robustness - : -0.016; Percent Class + : 1.000; Percent Class - : 0.000]
((CHLORIDE >= 101.601) U[0,2] (MAGNESIUM >= 1.949)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](PROTIME_INR >= 1.008 | WHITE_BLOOD_CELL_COUNT >= 6.862) [Discrimination Score: -3.000; Robustness + : 1.538; Robustness - : 1.538; Percent Class + : 0.000; Percent Class - : 1.000]
((CO2 >= 25.479) U[0,0] (SODIUM >= 134.461)) [Discrimination Score: 0.000; Robustness + : 2.539; Robustness - : 2.539; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](HEMOGLOBIN >= 9.813 & PROTIME_INR >= 1.094) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](MAGNESIUM <= 1.998 | SODIUM >= 135.453) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((s2_edrk >= -0.001) U[0,2] (s2_edrk >= -0.007)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](MAGNESIUM <= 1.988 -> POTASSIUM >= 4.005) [Discrimination Score: 0.000; Robustness + : 0.005; Robustness - : 0.005; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](PLATELET_COUNT <= 310.181 | WHITE_BLOOD_CELL_COUNT <= 8.213) [Discrimination Score: 0.000; Robustness + : 98.181; Robustness - : 98.181; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](CHLORIDE <= 101.910 | PHOSPHORUS <= 3.791) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](CALCIUM <= 8.893 & CHLORIDE >= 101.321) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](CHLORIDE >= 101.402 & GLUCOSE <= 118.751) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((HEMOGLOBIN >= 9.267) U[1,2] (PLATELET_COUNT <= 251.798)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](CALCIUM >= 8.710 & GLUCOSE <= 118.944) [Discrimination Score: 0.000; Robustness + : -0.056; Robustness - : -0.056; Percent Class + : 0.000; Percent Class - : 1.000]
((CALCIUM >= 8.827) U[1,2] (MAGNESIUM >= 1.958)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((s24_edrk >= -0.002) U[1,2] (s8_edrk >= -0.001)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](s24_hr >= -0.001 | s8_hr >= -0.001) [Discrimination Score: -0.111; Robustness + : 0.001; Robustness - : 0.001; Percent Class + : 0.000; Percent Class - : 1.000]
((CO2 <= 25.996) U[1,2] (PARTIAL_THROMBOPLASTIN_TIME >= 31.705)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((PARTIAL_THROMBOPLASTIN_TIME <= 31.782) U[0,2] (SODIUM <= 136.689)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](CHLORIDE <= 101.913 -> PROTIME_INR <= 1.193) [Discrimination Score: 0.000; Robustness + : 0.007; Robustness - : 0.007; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](BLOOD_UREA_NITROGEN >= 14.898 -> HEMOGLOBIN >= 9.358) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](POTASSIUM >= 4.035 -> PROTIME_INR <= 1.190) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](HEMOGLOBIN >= 9.167 & POTASSIUM >= 4.010) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((CHLORIDE >= 101.674) U[0,0] (HEMOGLOBIN <= 9.981)) [Discrimination Score: 0.000; Robustness + : 0.326; Robustness - : 0.326; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](HEMOGLOBIN <= 9.985 -> MAGNESIUM >= 1.965) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](CREATININE <= 1.081 -> PLATELET_COUNT >= 227.697) [Discrimination Score: 0.000; Robustness + : 0.019; Robustness - : 0.019; Percent Class + : 0.000; Percent Class - : 1.000]
((CO2 >= 25.448) U[1,1] (WHITE_BLOOD_CELL_COUNT <= 8.121)) [Discrimination Score: 0.000; Robustness + : 0.552; Robustness - : 0.552; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](BLOOD_UREA_NITROGEN >= 6.669 | PROTIME_INR <= 1.178) [Discrimination Score: -1.500; Robustness + : 14.331; Robustness - : 14.331; Percent Class + : 1.000; Percent Class - : 0.000]
((CREATININE >= 0.861) U[0,2] (HEMOGLOBIN >= 9.274)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](POTASSIUM >= 4.006 -> WHITE_BLOOD_CELL_COUNT <= 8.278) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
