G[2,2](hr >= 98.430 & Pulse >= 86.905) [Discrimination Score: -0.024; Robustness + : -1.748; Robustness - : -0.980; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](death < 0.282 -> y = 0.333) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](CREATININE < 1.793 -> y = 0.417) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((PROTIME_INR > 1.035) U[0,2] (y = 0.977)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](tte < -0.029 & y = 0.650) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](POTASSIUM >= 3.533 -> y = 0.256) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Mort <= 0.077 -> y = 0.548) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](dfa > 0.457 & y = 0.386) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((HEMOGLOBIN < 10.378) U[0,2] (y = 0.925)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((O2_Flow <= 3.995) U[0,2] (y = 0.008)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](lds <= 2.764 & y = 0.740) [Discrimination Score: -1.581; Robustness + : -0.740; Robustness - : -0.397; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](MAGNESIUM <= 1.906 & y = 0.582) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((BLOOD_UREA_NITROGEN > 15.328) U[1,2] (y = 0.681)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](s24_edrk < 0.001 & y = 0.835) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((TOTAL_BILIRUBIN <= 0.782) U[0,0] (y = 0.514)) [Discrimination Score: -0.762; Robustness + : 0.008; Robustness - : 0.082; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](s8_edrk > -0.004 -> y = 0.807) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](edrk >= 15.590 -> y = 0.743) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](s2_edrk >= -0.001 & y = 0.992) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](s24_hr < 0.001 -> y = 0.792) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](PLATELET_COUNT > 182.767 -> y = 0.562) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](SBP >= 95.445 & y = 0.020) [Discrimination Score: 0.589; Robustness + : -0.378; Robustness - : -8.036; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](CHLORIDE >= 102.527 -> y = 0.755) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](s8_hr < 0.001 -> y = 0.231) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](SpO2 > 95.248 & y = 0.296) [Discrimination Score: 0.361; Robustness + : -0.540; Robustness - : -2.009; Percent Class + : 0.000; Percent Class - : 1.000]
((WHITE_BLOOD_CELL_COUNT >= 7.853) U[2,2] (y = 0.865)) [Discrimination Score: -0.074; Robustness + : 0.454; Robustness - : 0.547; Percent Class + : 0.000; Percent Class - : 1.000]
((hr < 132.726) U[1,2] (y = 0.927)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](s2_hr > -0.009 & y = 0.710) [Discrimination Score: -2.449; Robustness + : -0.710; Robustness - : -0.350; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Pulse >= 86.022 & y = 0.047) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Resp < 29.486 & y = 0.369) [Discrimination Score: 2.449; Robustness + : -0.369; Robustness - : -0.593; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Temp > 36.538 -> y = 0.453) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](PHOSPHORUS < 4.013 & y = 0.333) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](PARTIAL_THROMBOPLASTIN_TIME <= 31.800 -> y = 0.040) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((OXYGEN_SATURATION > 94.700) U[0,0] (y = 0.989)) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](ALBUMIN >= 3.200 -> y = 0.307) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
((TOTAL_PROTEIN <= 6.300) U[0,0] (y = 0.141)) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](LACTIC_ACID >= 1.300 -> y = 0.026) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((TROPONIN_I > 0.060) U[0,1] (y = 0.838)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](Sgy <= 0.000 & y = 0.723) [Discrimination Score: -2.449; Robustness + : -0.723; Robustness - : -0.341; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](ALKALINE_PHOSPHATASE > 91.000 -> y = 0.774) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](ALT_GPT <= 22.000 -> y = 0.099) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](AST_GOT <= 27.000 -> y = 0.152) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
((PCO2 < 39.500) U[0,2] (y = 0.263)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](s24_edrk >= -0.004 -> s8_edrk >= -0.006) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](AF >= 0.617 & n_evts >= 0.050) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](AF <= 0.995 | ICU_Pt_Days <= 10.937) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](ICU_Pt_Days <= 10.986 & n_evts >= 0.022) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](ICU_Pt_Days <= 10.737 -> LOS <= 15.939) [Discrimination Score: 1.858; Robustness + : 0.061; Robustness - : -8.910; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](AF <= 0.958 | LOS >= 3.541) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](LOS <= 15.898 -> n_evts >= 0.017) [Discrimination Score: 2.465; Robustness + : 0.017; Robustness - : -9.470; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](BLOOD_UREA_NITROGEN >= 15.904 & CREATININE <= 1.533) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](HEMOGLOBIN <= 10.276 & POTASSIUM <= 4.043) [Discrimination Score: 1.125; Robustness + : 0.392; Robustness - : 0.043; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](BLOOD_UREA_NITROGEN <= 45.014 -> PHOSPHORUS <= 3.686) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](BLOOD_UREA_NITROGEN >= 29.954 -> PLATELET_COUNT >= 217.847) [Discrimination Score: -0.356; Robustness + : -44.609; Robustness - : -13.581; Percent Class + : 1.000; Percent Class - : 0.000]
((BLOOD_UREA_NITROGEN <= 38.253) U[1,2] (WHITE_BLOOD_CELL_COUNT >= 6.799)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((direct >= 0.012) U[0,2] (y >= 0.026)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](PHOSPHORUS <= 4.266 & PLATELET_COUNT <= 261.775) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](af >= 0.081 | cosen <= -0.068) [Discrimination Score: -1.128; Robustness + : 0.974; Robustness - : 1.734; Percent Class + : 0.000; Percent Class - : 1.000]
((HEMOGLOBIN <= 10.097) U[0,0] (MAGNESIUM >= 1.886)) [Discrimination Score: 0.644; Robustness + : 0.613; Robustness - : 0.198; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr <= 135.428 & lds <= 3.377) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](lds <= 2.235 & srr <= 0.259) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((LOS >= 8.291) U[1,1] (Mort <= 0.357)) [Discrimination Score: 4.497; Robustness + : 7.709; Robustness - : 0.794; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](POTASSIUM <= 4.050 & WHITE_BLOOD_CELL_COUNT <= 9.483) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](s2_edrk <= 0.003 & s8_edrk >= -0.006) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((s24_edrk <= 0.002) U[0,2] (s2_edrk <= 0.001)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](PLATELET_COUNT <= 315.738 & WHITE_BLOOD_CELL_COUNT >= 7.299) [Discrimination Score: -0.222; Robustness + : -0.358; Robustness - : 1.101; Percent Class + : 0.000; Percent Class - : 1.000]
((af >= 0.271) U[1,2] (n_evts <= 0.451)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((af <= 0.987) U[2,2] (AF <= 0.957)) [Discrimination Score: -2.377; Robustness + : 0.006; Robustness - : 0.845; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](n_evts <= 0.866 & y >= 0.030) [Discrimination Score: 2.449; Robustness + : -0.030; Robustness - : -0.119; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](CREATININE >= 1.113 | PHOSPHORUS <= 3.877) [Discrimination Score: 2.205; Robustness + : 0.752; Robustness - : 0.377; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](CO2 <= 34.258 -> CREATININE <= 1.646) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](af >= 0.433 | ICU_Pt_Days >= 9.555) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](CREATININE >= 1.388 -> PLATELET_COUNT <= 347.689) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](death >= 0.014 & tte >= -2.838) [Discrimination Score: -0.632; Robustness + : -0.014; Robustness - : 0.272; Percent Class + : 1.000; Percent Class - : 0.000]
((death <= 0.750) U[0,2] (Mort >= 0.005)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](CHLORIDE <= 103.145 & PLATELET_COUNT <= 288.620) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](af >= 0.723 -> LOS >= 13.088) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](CREATININE <= 1.890 & WHITE_BLOOD_CELL_COUNT >= 7.315) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](BLOOD_UREA_NITROGEN >= 20.688 -> CO2 <= 32.746) [Discrimination Score: -0.530; Robustness + : -12.561; Robustness - : -6.746; Percent Class + : 1.000; Percent Class - : 0.000]
((AF >= 0.877) U[2,2] (y <= 0.306)) [Discrimination Score: 2.240; Robustness + : 0.306; Robustness - : -0.461; Percent Class + : 0.000; Percent Class - : 1.000]
((ICU_Pt_Days >= 10.408) U[0,2] (y <= 0.076)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((PHOSPHORUS >= 3.105) U[0,1] (WHITE_BLOOD_CELL_COUNT <= 8.176)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((cosen <= -0.043) U[1,2] (srr <= 0.220)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
