G[2,2](hr >= 82.869 & Pulse >= 81.678) [Discrimination Score: -0.270; Robustness + : -4.736; Robustness - : -1.249; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](PLATELET_COUNT <= 204.662 & y = 0.190) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](ALKALINE_PHOSPHATASE > 79.354 -> y = 0.409) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](cosen < -0.339 & y = 0.843) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](hr >= 81.882 -> y = 0.267) [Discrimination Score: 0.375; Robustness + : -3.129; Robustness - : -8.321; Percent Class + : 1.000; Percent Class - : 0.000]
((HEMOGLOBIN < 11.166) U[1,2] (y = 0.406)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](CALCIUM >= 9.063 -> y = 0.876) [Discrimination Score: -2.383; Robustness + : -0.100; Robustness - : 0.146; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](Glasgow_Coma_Scale_Total > 14.326 & y = 0.500) [Discrimination Score: -0.866; Robustness + : -0.500; Robustness - : -0.500; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](PARTIAL_THROMBOPLASTIN_TIME <= 38.102 & y = 0.906) [Discrimination Score: -0.866; Robustness + : -0.906; Robustness - : -0.558; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](lds <= 2.522 -> y = 0.986) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](n_edrk >= 0.361 -> y = 0.587) [Discrimination Score: -0.631; Robustness + : -0.581; Robustness - : -0.241; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](MET > 0.019 & y = 0.392) [Discrimination Score: 0.866; Robustness + : -0.392; Robustness - : -0.485; Percent Class + : 0.000; Percent Class - : 1.000]
((POTASSIUM > 4.117) U[0,1] (y = 0.184)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Resp >= 12.418) U[1,2] (y = 0.937)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](GLUCOSE > 120.112 & y = 0.672) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((s24_hr >= -0.000) U[0,2] (y = 0.374)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](PHOSPHORUS <= 4.451 -> y = 0.780) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Pulse <= 88.368) U[0,0] (y = 0.928)) [Discrimination Score: 0.135; Robustness + : 7.906; Robustness - : 5.893; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](death >= 0.018 -> y = 0.335) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((PROTIME_INR >= 1.131) U[1,2] (y = 0.034)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](tte > -0.200 & y = 0.483) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN < 20.279 & y = 0.471) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](TOTAL_BILIRUBIN >= 0.416 -> y = 0.632) [Discrimination Score: 0.897; Robustness + : -0.158; Robustness - : -0.284; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](O2_Flow >= 2.099 -> y = 0.597) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](dfa < 0.784 & y = 0.662) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((s8_hr < 0.001) U[0,2] (y = 0.655)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](SpO2 < 99.138 -> y = 0.450) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Mort >= 0.027 & y = 0.189) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](s8_edrk <= 0.004 & y = 0.699) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](s24_edrk <= 0.004 & y = 0.040) [Discrimination Score: 1.155; Robustness + : -0.040; Robustness - : -0.566; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](s2_edrk >= -0.002 -> y = 0.019) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](s2_hr >= -0.002 -> y = 0.548) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](edrk >= 14.865 & y = 0.836) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((SBP >= 65.212) U[0,1] (y = 0.507)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](CO2 >= 25.739 & y = 0.381) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](SODIUM > 136.570 & y = 0.769) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Temp >= 35.740) U[2,2] (y = 0.472)) [Discrimination Score: -0.096; Robustness + : 1.060; Robustness - : 1.117; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](MAGNESIUM <= 2.291 -> y = 0.803) [Discrimination Score: 0.019; Robustness + : -0.287; Robustness - : -0.291; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](OXYGEN_SATURATION > 94.700 & y = 0.935) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](LACTIC_ACID > 1.300 & y = 0.951) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Sgy >= 0.000 -> y = 0.689) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((PCO2 <= 39.500) U[0,1] (y = 0.922)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](CHLORIDE >= 100.038 & CREATININE <= 0.980) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](ALBUMIN >= 3.274 | AST_GOT <= 93.313) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](AST_GOT >= 83.701 -> TOTAL_PROTEIN >= 6.920) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((PLATELET_COUNT >= 183.103) U[0,2] (WHITE_BLOOD_CELL_COUNT >= 5.515)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](CHLORIDE <= 101.997 | TOTAL_PROTEIN >= 7.105) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((CREATININE <= 0.903) U[0,1] (TOTAL_PROTEIN <= 7.328)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](ALBUMIN >= 3.398 -> TOTAL_PROTEIN <= 7.339) [Discrimination Score: 4.666; Robustness + : -0.136; Robustness - : -1.039; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](CO2 >= 25.122 | MAGNESIUM <= 2.009) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](ALT_GPT <= 43.708 -> TOTAL_PROTEIN >= 7.267) [Discrimination Score: 4.626; Robustness + : -1.673; Robustness - : -21.708; Percent Class + : 1.000; Percent Class - : 0.000]
((s24_edrk >= -0.004) U[0,1] (s8_edrk <= 0.002)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((CREATININE <= 1.026) U[0,0] (TROPONIN_I <= 0.031)) [Discrimination Score: 3.786; Robustness + : 0.209; Robustness - : -0.029; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](CHLORIDE >= 100.176 | TROPONIN_I <= 0.055) [Discrimination Score: -3.786; Robustness + : 0.152; Robustness - : 1.824; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](ALT_GPT <= 42.236 -> AST_GOT <= 93.500) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BLOOD_UREA_NITROGEN <= 20.563 -> PROTIME_INR >= 1.104) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](ALT_GPT <= 41.754 | CREATININE >= 0.824) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](ALT_GPT >= 39.581 | CHLORIDE >= 100.264) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](AF <= 0.906 -> n_evts <= 0.634) [Discrimination Score: 2450495462027290.000; Robustness + : -0.634; Robustness - : -0.906; Percent Class + : 0.000; Percent Class - : 1.000]
((ALBUMIN <= 3.456) U[2,2] (ALT_GPT <= 44.435)) [Discrimination Score: -4.559; Robustness + : 2.051; Robustness - : 22.435; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](AST_GOT >= 74.853 -> CREATININE >= 0.844) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](AST_GOT >= 58.661 -> CHLORIDE >= 100.248) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((TOTAL_PROTEIN <= 7.394) U[2,2] (TROPONIN_I <= 0.059)) [Discrimination Score: -4.673; Robustness + : 0.090; Robustness - : 1.094; Percent Class + : 0.000; Percent Class - : 1.000]
((PROTIME_INR <= 1.167) U[1,2] (TOTAL_BILIRUBIN <= 0.615)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((PHOSPHORUS >= 3.811) U[1,2] (POTASSIUM >= 4.015)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](MAGNESIUM <= 2.111 -> SODIUM >= 136.725) [Discrimination Score: -0.728; Robustness + : -0.971; Robustness - : -0.275; Percent Class + : 0.000; Percent Class - : 1.000]
((ALBUMIN <= 3.498) U[0,1] (CHLORIDE >= 100.136)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((ALBUMIN <= 3.499) U[1,2] (CREATININE >= 0.845)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((ALT_GPT <= 45.668) U[0,1] (TROPONIN_I >= 0.025)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](af <= 0.962 | cosen >= -1.933) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](AST_GOT >= 64.737 -> TROPONIN_I <= 0.038) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](ALT_GPT >= 34.321 | WHITE_BLOOD_CELL_COUNT <= 6.492) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](CO2 >= 24.063 | TOTAL_BILIRUBIN <= 0.592) [Discrimination Score: 0.307; Robustness + : 2.915; Robustness - : 1.937; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](BLOOD_UREA_NITROGEN >= 18.407 & TOTAL_BILIRUBIN <= 0.646) [Discrimination Score: -0.861; Robustness + : -0.781; Robustness - : -0.054; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](ALBUMIN <= 3.452 | TROPONIN_I <= 0.038) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](af <= 0.969 & n_evts >= 0.059) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](af <= 0.887 | AF >= 0.732) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](ALT_GPT <= 45.992 | PLATELET_COUNT <= 190.118) [Discrimination Score: -3.046; Robustness + : 7.297; Robustness - : 23.992; Percent Class + : 0.000; Percent Class - : 1.000]
((s2_edrk <= 0.001) U[2,2] (s8_edrk <= 0.002)) [Discrimination Score: 0.820; Robustness + : 0.002; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](ALKALINE_PHOSPHATASE >= 79.296 & CHLORIDE >= 100.274) [Discrimination Score: -1.830; Robustness + : -1.436; Robustness - : 1.726; Percent Class + : 1.000; Percent Class - : 0.000]
((ALKALINE_PHOSPHATASE <= 85.443) U[0,2] (CREATININE >= 0.815)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
