G[0,0](hr >= 85.929 & Pulse >= 94.662) [Discrimination Score: -0.024; Robustness + : -1.676; Robustness - : -1.090; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.314 | AF <= 0.188) & cosen >= -2.210) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.175 -> LOS >= 0.310) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.004) U[0,0] (death = 0.040)) [Discrimination Score: -0.408; Robustness + : -0.004; Robustness - : 0.139; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 18.195 & CREATININE >= 0.908) [Discrimination Score: 3.588; Robustness + : -0.022; Robustness - : -2.805; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 74.235 & Pulse >= 70.288) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.341 | AF <= 0.406) & cosen >= -2.127) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.194 -> LOS >= 0.094) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.013) U[0,1] (death = 0.040)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 18.247 & CREATININE >= 1.055) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](hr >= 92.316 & Pulse >= 71.707) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.047 | AF <= 0.049) & cosen >= -2.302) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.470 -> LOS >= 0.236) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.006) U[1,2] (death = 0.040)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](BLOOD_UREA_NITROGEN <= 19.625 & CREATININE >= 0.932) [Discrimination Score: 3.049; Robustness + : 0.023; Robustness - : -1.375; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](hr >= 90.845 & Pulse >= 93.795) [Discrimination Score: 0.290; Robustness + : -4.517; Robustness - : -10.938; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.229 | AF <= 0.177) & cosen >= -2.195) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.266 -> LOS >= 0.159) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.004) U[0,2] (death = 0.040)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 20.628 & CREATININE >= 1.056) [Discrimination Score: 2.947; Robustness + : 0.014; Robustness - : -0.372; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](hr >= 85.244 & Pulse >= 70.817) [Discrimination Score: -0.027; Robustness + : 4.771; Robustness - : 5.318; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((af <= 0.398 | AF <= 0.059) & cosen >= -2.094) [Discrimination Score: 0.217; Robustness + : 0.027; Robustness - : -0.041; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.429 -> LOS >= 0.142) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.013) U[0,2] (death = 0.040)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 16.642 & CREATININE >= 1.038) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](hr >= 87.086 & Pulse >= 86.962) [Discrimination Score: 0.202; Robustness + : 0.263; Robustness - : -4.105; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.228 | AF <= 0.262) & cosen >= -2.094) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.270 -> LOS >= 0.889) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.001) U[0,1] (death = 0.040)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BLOOD_UREA_NITROGEN <= 20.334 & CREATININE >= 0.926) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](hr >= 77.068 & Pulse >= 81.009) [Discrimination Score: 0.315; Robustness + : 8.883; Robustness - : 1.848; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.157 | AF <= 0.245) & cosen >= -2.270) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](n_evts <= 0.272 -> LOS >= 0.432) [Discrimination Score: 1.734; Robustness + : -0.272; Robustness - : -4.282; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.016) U[0,1] (death = 0.040)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BLOOD_UREA_NITROGEN <= 20.194 & CREATININE >= 0.998) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](hr >= 74.871 & Pulse >= 77.048) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.434 | AF <= 0.497) & cosen >= -2.165) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](n_evts <= 0.442 -> LOS >= 0.292) [Discrimination Score: 1.721; Robustness + : -0.442; Robustness - : -4.423; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.020) U[0,1] (death = 0.040)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](BLOOD_UREA_NITROGEN <= 20.172 & CREATININE >= 1.084) [Discrimination Score: 3.406; Robustness + : -0.044; Robustness - : -0.828; Percent Class + : 0.000; Percent Class - : 1.000]
((direct <= 0.577) U[0,2] (y = 0.672)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](LOS > 0.069 -> y = 0.226) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](n_evts >= 0.103 -> y = 0.872) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((ICU_Pt_Days < 1.166) U[2,2] (y = 0.233)) [Discrimination Score: 1.392; Robustness + : 1.166; Robustness - : 0.128; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](PROTIME_INR <= 1.131 & y = 0.543) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((PARTIAL_THROMBOPLASTIN_TIME >= 26.924) U[0,1] (y = 0.341)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](TROPONIN_I >= 0.021 & y = 0.335) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](ALKALINE_PHOSPHATASE < 70.198 & y = 0.515) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((TOTAL_BILIRUBIN >= 0.447) U[0,2] (y = 0.949)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](ALBUMIN < 4.127 & y = 0.354) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](ALT_GPT >= 41.181 & y = 0.582) [Discrimination Score: 3.082; Robustness + : -2.353; Robustness - : -19.181; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](HEMOGLOBIN >= 11.701 & y = 0.045) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Glasgow_Coma_Scale_Total >= 14.105 & y = 0.270) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](BLOOD_UREA_NITROGEN >= 11.907 -> y = 0.433) [Discrimination Score: 2.627; Robustness + : -4.019; Robustness - : -9.093; Percent Class + : 0.000; Percent Class - : 1.000]
((CHLORIDE >= 102.653) U[0,1] (y = 0.455)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](n_edrk < 0.933 -> y = 0.109) [Discrimination Score: 0.693; Robustness + : 0.030; Robustness - : -0.340; Percent Class + : 0.000; Percent Class - : 1.000]
((POTASSIUM >= 3.908) U[1,2] (y = 0.104)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](lds <= 1.580 & y = 0.411) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.008) U[2,2] (y = 0.282)) [Discrimination Score: -0.408; Robustness + : -0.008; Robustness - : 0.135; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](AF >= 0.008 -> y = 0.954) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](dfa > 0.754 -> y = 0.600) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((CALCIUM <= 9.381) U[0,2] (y = 0.546)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](CO2 < 24.596 -> y = 0.207) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((cosen <= -1.919) U[0,2] (y = 0.807)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](PLATELET_COUNT < 233.506 & y = 0.953) [Discrimination Score: -0.379; Robustness + : -3.005; Robustness - : -0.435; Percent Class + : 0.000; Percent Class - : 1.000]
((PHOSPHORUS >= 2.623) U[0,2] (y = 0.812)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((af >= 0.001) U[2,2] (y = 0.996)) [Discrimination Score: -0.408; Robustness + : -0.001; Robustness - : 0.070; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Resp >= 15.317 -> y = 0.094) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((death > 0.036) U[0,2] (y = 0.751)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](hr <= 112.918 & y = 0.748) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](tte <= -0.106 & y = 0.696) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](SODIUM > 135.493 -> y = 0.894) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](O2_Flow < 2.941 -> y = 0.276) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](Mort <= 0.651 -> y = 0.949) [Discrimination Score: -0.619; Robustness + : -0.651; Robustness - : -0.408; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](srr > 0.042 -> y = 0.866) [Discrimination Score: 0.847; Robustness + : -0.000; Robustness - : -0.035; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](s24_edrk >= -0.002 -> y = 0.578) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((s8_edrk >= -0.001) U[1,2] (y = 0.129)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](s24_hr < 0.001 -> y = 0.449) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((SpO2 <= 97.085) U[0,2] (y = 0.528)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](s2_edrk <= 0.004 -> y = 0.403) [Discrimination Score: 0.051; Robustness + : -0.003; Robustness - : -0.003; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](edrk < 32.089 & y = 0.619) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((s8_hr < 0.001) U[1,1] (y = 0.567)) [Discrimination Score: 0.324; Robustness + : 0.002; Robustness - : 0.001; Percent Class + : 0.000; Percent Class - : 1.000]
((SBP <= 163.323) U[2,2] (y = 0.173)) [Discrimination Score: -0.775; Robustness + : 37.966; Robustness - : 53.609; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](GLUCOSE > 115.401 & y = 0.204) [Discrimination Score: -0.533; Robustness + : -4.356; Robustness - : -0.542; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](s2_hr < 0.005 -> y = 0.653) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](CREATININE <= 1.166 & y = 0.383) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((WHITE_BLOOD_CELL_COUNT > 7.875) U[0,0] (y = 0.624)) [Discrimination Score: -0.326; Robustness + : 0.113; Robustness - : 0.525; Percent Class + : 0.000; Percent Class - : 1.000]
((Pulse >= 72.754) U[0,1] (y = 0.667)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Temp >= 36.350 & y = 0.327) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](TOTAL_PROTEIN <= 6.300 -> y = 0.317) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](LACTIC_ACID < 1.300 -> y = 0.414) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](OXYGEN_SATURATION >= 94.700 -> y = 0.528) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Sgy > 0.000 & y = 0.013) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](AST_GOT >= 27.000 -> y = 0.165) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAGNESIUM > 2.000) U[0,0] (y = 0.528)) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](PCO2 > 39.500 & y = 0.972) [Discrimination Score: -1.155; Robustness + : -0.972; Robustness - : -0.433; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](ALBUMIN <= 4.238 -> ALKALINE_PHOSPHATASE <= 86.300) [Discrimination Score: -3.606; Robustness + : -24.495; Robustness - : -1.038; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](ALT_GPT >= 23.976 & TOTAL_BILIRUBIN <= 0.681) [Discrimination Score: 3.606; Robustness + : 0.120; Robustness - : -1.976; Percent Class + : 1.000; Percent Class - : 0.000]
((SODIUM >= 135.694) U[0,1] (SODIUM <= 137.445)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](ALBUMIN >= 3.642 | TOTAL_BILIRUBIN <= 0.681) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((ALT_GPT >= 29.783) U[1,2] (TROPONIN_I >= 0.027)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](ALBUMIN >= 3.718 | TROPONIN_I >= 0.024) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](ALKALINE_PHOSPHATASE <= 82.952 | TOTAL_BILIRUBIN >= 0.410) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](PARTIAL_THROMBOPLASTIN_TIME <= 27.787 -> PROTIME_INR >= 1.116) [Discrimination Score: -3.606; Robustness + : -1.387; Robustness - : -0.084; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](s24_edrk >= -0.006 & s8_edrk >= -0.007) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((ALT_GPT <= 47.558) U[0,1] (PARTIAL_THROMBOPLASTIN_TIME >= 27.007)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](PARTIAL_THROMBOPLASTIN_TIME >= 26.369 | TOTAL_BILIRUBIN >= 0.456) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](ALBUMIN <= 4.232 | PROTIME_INR <= 1.176) [Discrimination Score: -3.082; Robustness + : 0.167; Robustness - : 1.032; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](ALKALINE_PHOSPHATASE <= 66.130 & PROTIME_INR >= 1.116) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](PROTIME_INR >= 1.119 -> TROPONIN_I >= 0.025) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](ALT_GPT >= 34.658 | PROTIME_INR <= 1.194) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](PARTIAL_THROMBOPLASTIN_TIME >= 27.199 | TROPONIN_I >= 0.022) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](ALBUMIN <= 4.097 | PARTIAL_THROMBOPLASTIN_TIME <= 30.244) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](CO2 <= 27.168 & SODIUM <= 138.388) [Discrimination Score: 0.705; Robustness + : 2.330; Robustness - : 1.168; Percent Class + : 1.000; Percent Class - : 0.000]
((s24_hr >= -0.005) U[0,2] (s8_hr >= -0.002)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((CO2 <= 25.561) U[0,2] (POTASSIUM >= 3.918)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](ICU_Pt_Days >= 0.416 & LOS <= 8.869) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](HEMOGLOBIN <= 13.548 -> PROTIME_INR <= 1.162) [Discrimination Score: 3.504; Robustness + : -0.362; Robustness - : -3.348; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](HEMOGLOBIN <= 13.761 | PARTIAL_THROMBOPLASTIN_TIME <= 28.456) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((CHLORIDE <= 104.588) U[0,1] (HEMOGLOBIN >= 12.547)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](CALCIUM <= 9.428 & CHLORIDE >= 103.253) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](CO2 <= 22.595 -> PHOSPHORUS <= 3.106) [Discrimination Score: -1.340; Robustness + : -1.526; Robustness - : 0.394; Percent Class + : 0.000; Percent Class - : 1.000]
((ALKALINE_PHOSPHATASE >= 61.476) U[1,1] (HEMOGLOBIN <= 13.910)) [Discrimination Score: -3.595; Robustness + : 1.740; Robustness - : 29.524; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](ALT_GPT >= 23.930 | HEMOGLOBIN >= 10.570) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](HEMOGLOBIN >= 10.921 -> TROPONIN_I <= 0.051) [Discrimination Score: -2.987; Robustness + : -3.144; Robustness - : 0.009; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](ALBUMIN >= 3.638 & HEMOGLOBIN >= 11.168) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((HEMOGLOBIN >= 11.251) U[0,2] (TOTAL_BILIRUBIN >= 0.436)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((s24_edrk >= -0.008) U[0,1] (s2_edrk >= -0.002)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((direct >= 0.022) U[0,1] (y <= 0.841)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((POTASSIUM <= 3.933) U[0,1] (SODIUM <= 138.062)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](s2_edrk >= -0.002 | s8_edrk <= 0.001) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](direct <= 0.590 & LOS >= 0.476) [Discrimination Score: -1.289; Robustness + : -0.476; Robustness - : 0.162; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](LOS <= 1.694 | n_evts <= 0.775) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((PLATELET_COUNT <= 250.288) U[2,2] (POTASSIUM >= 3.900)) [Discrimination Score: -1.183; Robustness + : 22.141; Robustness - : 38.288; Percent Class + : 0.000; Percent Class - : 1.000]
