G[1,1](hr >= 84.562 & Pulse >= 82.065) [Discrimination Score: -0.187; Robustness + : -2.790; Robustness - : -0.619; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](BLOOD_UREA_NITROGEN <= 20.992 & CREATININE >= 0.856) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](hr >= 82.883 & Pulse >= 80.687) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((af <= 0.037 | AF <= 0.311) & cosen >= -2.332) [Discrimination Score: -0.367; Robustness + : 0.057; Robustness - : 0.114; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](n_evts <= 0.369 -> LOS >= 2.311) [Discrimination Score: 0.744; Robustness + : -1.689; Robustness - : -4.260; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.021) U[2,2] (death = 0.048)) [Discrimination Score: -2.000; Robustness + : -0.021; Robustness - : -0.021; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BLOOD_UREA_NITROGEN <= 20.796 & CREATININE >= 0.773) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](hr >= 82.945 & Pulse >= 72.691) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((af <= 0.137 | AF <= 0.031) & cosen >= -2.290) [Discrimination Score: -0.549; Robustness + : 0.008; Robustness - : 0.061; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.392 -> LOS >= 2.217) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.017) U[0,1] (death = 0.048)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](BLOOD_UREA_NITROGEN <= 20.992 & CREATININE >= 0.800) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](hr >= 79.279 & Pulse >= 70.816) [Discrimination Score: -0.270; Robustness + : 3.348; Robustness - : 6.783; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((af <= 0.339 | AF <= 0.286) & cosen >= -2.303) [Discrimination Score: -0.519; Robustness + : 0.022; Robustness - : 0.078; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.338 -> LOS >= 3.487) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.008) U[0,1] (death = 0.048)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](BLOOD_UREA_NITROGEN <= 20.848 & CREATININE >= 0.801) [Discrimination Score: 1.029; Robustness + : -0.126; Robustness - : -0.152; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](hr >= 84.392 & Pulse >= 82.323) [Discrimination Score: -0.181; Robustness + : -2.735; Robustness - : -0.658; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((af <= 0.477 | AF <= 0.112) & cosen >= -2.261) [Discrimination Score: -0.392; Robustness + : -0.016; Robustness - : 0.043; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](n_evts <= 0.246 -> LOS >= 3.871) [Discrimination Score: 0.710; Robustness + : -0.246; Robustness - : -2.700; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.012) U[1,2] (death = 0.048)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](BLOOD_UREA_NITROGEN <= 20.858 & CREATININE >= 0.736) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](hr >= 72.342 & Pulse >= 81.528) [Discrimination Score: 0.184; Robustness + : 2.186; Robustness - : 0.472; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((af <= 0.332 | AF <= 0.122) & cosen >= -2.317) [Discrimination Score: -0.417; Robustness + : 0.038; Robustness - : 0.099; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.278 -> LOS >= 2.865) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.008) U[0,2] (death = 0.048)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BLOOD_UREA_NITROGEN <= 20.847 & CREATININE >= 0.792) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](hr >= 81.501 & Pulse >= 75.837) [Discrimination Score: -0.238; Robustness + : 0.840; Robustness - : 3.799; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.020 | AF <= 0.433) & cosen >= -2.414) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.288 -> LOS >= 2.467) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.003) U[1,2] (death = 0.048)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 20.962 & CREATININE >= 0.887) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](direct > 0.036 & y = 0.456) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((n_evts < 0.982) U[1,2] (y = 0.216)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](hr > 80.931 & y = 0.110) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](LOS > 3.493 -> y = 0.706) [Discrimination Score: 0.744; Robustness + : -0.507; Robustness - : -3.079; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](n_edrk >= 0.697 & y = 0.402) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](cosen <= -1.220 & y = 0.089) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](Glasgow_Coma_Scale_Total < 14.993 & y = 0.854) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Pulse > 71.759) U[1,2] (y = 0.783)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((SBP <= 135.401) U[2,2] (y = 0.335)) [Discrimination Score: 0.356; Robustness + : 35.201; Robustness - : 26.973; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](AF >= 0.007 & y = 0.988) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.005) U[0,2] (y = 0.702)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](ICU_Pt_Days > 0.079 & y = 0.994) [Discrimination Score: -1.155; Robustness + : -0.994; Robustness - : -0.429; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](dfa <= 1.174 & y = 0.725) [Discrimination Score: -1.155; Robustness + : -0.725; Robustness - : -0.468; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](s24_hr <= 0.001 -> y = 0.578) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((WHITE_BLOOD_CELL_COUNT <= 25.452) U[0,1] (y = 0.532)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](PHOSPHORUS > 3.293 -> y = 0.765) [Discrimination Score: 1.090; Robustness + : -0.044; Robustness - : -0.207; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](MAGNESIUM <= 2.063 & y = 0.510) [Discrimination Score: -1.155; Robustness + : -0.510; Robustness - : -0.499; Percent Class + : 0.000; Percent Class - : 1.000]
((GLUCOSE >= 114.850) U[0,0] (y = 0.027)) [Discrimination Score: -1.029; Robustness + : 2.002; Robustness - : 4.150; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](POTASSIUM > 4.054 & y = 0.919) [Discrimination Score: -1.155; Robustness + : -0.919; Robustness - : -0.440; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](CREATININE <= 0.946 & y = 0.716) [Discrimination Score: -1.155; Robustness + : -0.716; Robustness - : -0.469; Percent Class + : 1.000; Percent Class - : 0.000]
((CO2 > 25.127) U[0,1] (y = 0.098)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](SODIUM <= 138.709 -> y = 0.664) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BLOOD_UREA_NITROGEN > 20.234) U[0,1] (y = 0.639)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](CHLORIDE > 103.396 -> y = 0.925) [Discrimination Score: -0.793; Robustness + : -2.076; Robustness - : 0.439; Percent Class + : 1.000; Percent Class - : 0.000]
((CALCIUM < 8.889) U[2,2] (y = 0.242)) [Discrimination Score: 1.090; Robustness + : 0.098; Robustness - : -0.011; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](PARTIAL_THROMBOPLASTIN_TIME > 26.337 -> y = 0.828) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](PROTIME_INR > 1.063 -> y = 0.234) [Discrimination Score: 1.029; Robustness + : -0.034; Robustness - : -0.137; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](death >= 0.021 -> y = 0.655) [Discrimination Score: 0.408; Robustness + : 0.021; Robustness - : -0.122; Percent Class + : 1.000; Percent Class - : 0.000]
((af < 0.426) U[2,2] (y = 0.422)) [Discrimination Score: -0.171; Robustness + : 0.417; Robustness - : 0.426; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](PLATELET_COUNT > 254.377 -> y = 0.451) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](lds <= 1.359 -> y = 0.817) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](HEMOGLOBIN < 11.476 & y = 0.770) [Discrimination Score: -1.155; Robustness + : -0.770; Robustness - : -0.461; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](O2_Flow > 1.485 & y = 0.504) [Discrimination Score: -1.155; Robustness + : -0.504; Robustness - : -0.499; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](tte < -0.075 & y = 0.352) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](s8_hr < 4.857366563810536e-05 -> y = 0.006) [Discrimination Score: 0.743; Robustness + : -4.000; Robustness - : -6.571; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](srr >= 0.017 -> y = 0.499) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((SpO2 <= 96.324) U[1,2] (y = 0.848)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](Mort >= 0.054 -> y = 0.701) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](s8_edrk <= 0.003 -> y = 0.063) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((s2_hr <= 0.001) U[0,1] (y = 0.059)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((s24_edrk <= 0.000) U[2,2] (y = 0.659)) [Discrimination Score: 0.552; Robustness + : 0.000; Robustness - : -0.001; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](s2_edrk > -0.004 -> y = 0.469) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](edrk > 17.727 -> y = 0.525) [Discrimination Score: -0.849; Robustness + : -2.313; Robustness - : 0.210; Percent Class + : 0.000; Percent Class - : 1.000]
((Resp >= 16.404) U[0,1] (y = 0.243)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Temp > 35.783 & y = 0.389) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](TOTAL_BILIRUBIN <= 0.700 & y = 0.504) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((TROPONIN_I <= 0.060) U[0,0] (y = 0.602)) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
((LACTIC_ACID >= 1.300) U[0,2] (y = 0.988)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](TOTAL_PROTEIN >= 6.300 & y = 0.263) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](OXYGEN_SATURATION < 94.700 -> y = 0.758) [Discrimination Score: 0.000; Robustness + : -0.000; Robustness - : -0.000; Percent Class + : 0.000; Percent Class - : 1.000]
((ALBUMIN < 3.200) U[1,1] (y = 0.801)) [Discrimination Score: 0.000; Robustness + : -0.000; Robustness - : -0.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Sgy >= 0.000) U[0,2] (y = 0.868)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](ALKALINE_PHOSPHATASE < 91.000 & y = 0.721) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](ALT_GPT > 22.000 & y = 0.498) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](AST_GOT < 27.000 & y = 0.486) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((PCO2 >= 39.500) U[0,0] (y = 0.774)) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](MAGNESIUM >= 2.025 | POTASSIUM >= 4.104) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](CREATININE <= 1.017 -> POTASSIUM <= 4.280) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](PHOSPHORUS <= 3.437 | POTASSIUM <= 4.150) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](GLUCOSE <= 118.525 & MAGNESIUM <= 2.057) [Discrimination Score: 1.090; Robustness + : -0.241; Robustness - : -0.475; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](CREATININE <= 1.029 | PHOSPHORUS <= 3.485) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](CHLORIDE <= 107.337 | GLUCOSE <= 118.585) [Discrimination Score: -1.029; Robustness + : 4.950; Robustness - : 5.337; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](CALCIUM <= 8.839 -> POTASSIUM <= 4.171) [Discrimination Score: 1.090; Robustness + : -0.153; Robustness - : -0.171; Percent Class + : 1.000; Percent Class - : 0.000]
((CHLORIDE >= 103.126) U[0,2] (MAGNESIUM <= 2.084)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](PLATELET_COUNT >= 241.229 & PLATELET_COUNT >= 242.355) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](CO2 >= 25.272 | MAGNESIUM >= 2.012) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((CHLORIDE <= 107.729) U[2,2] (CREATININE <= 0.979)) [Discrimination Score: -1.090; Robustness + : 2.771; Robustness - : 5.729; Percent Class + : 0.000; Percent Class - : 1.000]
((CREATININE <= 0.999) U[0,2] (SODIUM <= 138.257)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((PARTIAL_THROMBOPLASTIN_TIME <= 30.863) U[2,2] (PROTIME_INR >= 1.107)) [Discrimination Score: 1.029; Robustness + : 3.317; Robustness - : 0.093; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](POTASSIUM >= 4.069 & SODIUM >= 137.759) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](CALCIUM >= 8.775 -> CREATININE >= 0.730) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](CALCIUM <= 8.836 | MAGNESIUM <= 2.084) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((CHLORIDE <= 106.831) U[1,1] (POTASSIUM <= 4.227)) [Discrimination Score: -1.090; Robustness + : 2.169; Robustness - : 4.831; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](CALCIUM <= 8.859 | PHOSPHORUS <= 3.487) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((CALCIUM >= 8.807) U[1,2] (SODIUM >= 137.078)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](CHLORIDE <= 104.880 -> CO2 >= 25.258) [Discrimination Score: 1.090; Robustness + : -1.177; Robustness - : -2.880; Percent Class + : 0.000; Percent Class - : 1.000]
((CALCIUM <= 8.879) U[1,1] (CHLORIDE >= 102.852)) [Discrimination Score: 1.090; Robustness + : 2.785; Robustness - : -0.021; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](CALCIUM >= 8.770 -> GLUCOSE <= 117.061) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](HEMOGLOBIN >= 10.324 -> PLATELET_COUNT >= 268.658) [Discrimination Score: -0.790; Robustness + : -45.015; Robustness - : 0.124; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](s24_edrk <= 0.002 & s8_edrk >= -0.006) [Discrimination Score: 0.827; Robustness + : 0.002; Robustness - : 0.001; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](POTASSIUM >= 4.057 | WHITE_BLOOD_CELL_COUNT >= 10.212) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](PHOSPHORUS >= 3.276 -> WHITE_BLOOD_CELL_COUNT >= 14.773) [Discrimination Score: -1.090; Robustness + : -6.197; Robustness - : -0.224; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](CALCIUM <= 8.840 | WHITE_BLOOD_CELL_COUNT >= 9.341) [Discrimination Score: 1.090; Robustness + : 9.016; Robustness - : -0.060; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](SODIUM >= 137.355 | WHITE_BLOOD_CELL_COUNT <= 23.615) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](CREATININE >= 0.841 -> WHITE_BLOOD_CELL_COUNT >= 15.914) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](MAGNESIUM <= 2.084 | WHITE_BLOOD_CELL_COUNT <= 20.011) [Discrimination Score: -1.090; Robustness + : 5.299; Robustness - : 11.611; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](GLUCOSE >= 115.107 & WHITE_BLOOD_CELL_COUNT <= 17.583) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](GLUCOSE >= 114.745 | PARTIAL_THROMBOPLASTIN_TIME <= 30.810) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](MAGNESIUM >= 2.036 -> PARTIAL_THROMBOPLASTIN_TIME <= 31.233) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](CHLORIDE <= 106.449 & PARTIAL_THROMBOPLASTIN_TIME >= 27.791) [Discrimination Score: -1.029; Robustness + : 0.255; Robustness - : 4.009; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](MAGNESIUM >= 2.033 | PROTIME_INR <= 1.140) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](POTASSIUM <= 4.204 -> PROTIME_INR >= 1.010) [Discrimination Score: 1.029; Robustness + : -0.094; Robustness - : -0.204; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](CALCIUM >= 8.712 | PARTIAL_THROMBOPLASTIN_TIME <= 30.972) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](PROTIME_INR <= 1.164 | SODIUM <= 138.039) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((CREATININE <= 1.029) U[0,0] (PROTIME_INR >= 1.019)) [Discrimination Score: 1.029; Robustness + : 0.257; Robustness - : 0.181; Percent Class + : 0.000; Percent Class - : 1.000]
