G[0,0](hr >= 87.557 & Pulse >= 82.195) [Discrimination Score: -0.024; Robustness + : -0.963; Robustness - : -0.549; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](hr >= 81.323 & Pulse >= 16.882) [Discrimination Score: -0.023; Robustness + : 12.965; Robustness - : 13.359; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.973 | AF <= 0.995) & cosen >= -2.026) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](n_evts <= 0.132 -> LOS >= 4.065) [Discrimination Score: 0.925; Robustness + : -0.935; Robustness - : -4.078; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.005) U[1,1] (death = 0.020)) [Discrimination Score: 14.000; Robustness + : -0.005; Robustness - : -0.005; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](BLOOD_UREA_NITROGEN <= 68.920 & CREATININE >= 1.609) [Discrimination Score: -0.048; Robustness + : -0.641; Robustness - : -0.509; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](hr >= 82.881 & Pulse >= 38.478) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((af <= 0.942 | AF <= 0.940) & cosen >= -2.063) [Discrimination Score: 0.099; Robustness + : -0.050; Robustness - : -0.072; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.456 -> LOS >= 3.280) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.006) U[0,0] (death = 0.020)) [Discrimination Score: -0.333; Robustness + : -0.006; Robustness - : -0.006; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 61.133 & CREATININE >= 1.324) [Discrimination Score: -0.703; Robustness + : -4.576; Robustness - : -0.224; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 77.961 & Pulse >= 75.993) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.951 | AF <= 0.960) & cosen >= -1.961) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.494 -> LOS >= 3.220) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.000) U[1,2] (death = 0.020)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BLOOD_UREA_NITROGEN <= 68.486 & CREATININE >= 1.511) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](hr >= 88.120 & Pulse >= 15.891) [Discrimination Score: -0.023; Robustness + : 6.168; Robustness - : 6.562; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.976 | AF <= 0.956) & cosen >= -1.337) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.144 -> LOS >= 4.383) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.002) U[2,2] (death = 0.020)) [Discrimination Score: 1.600; Robustness + : -0.002; Robustness - : -0.002; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 61.083 & CREATININE >= 1.470) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](direct < 0.144 -> y = 0.711) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](n_evts >= 0.001 & y = 0.384) [Discrimination Score: 2.449; Robustness + : -0.384; Robustness - : -0.583; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](AF < 0.981 -> y = 0.713) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](ICU_Pt_Days <= 3.862 -> y = 0.345) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](af < 0.987 -> y = 0.449) [Discrimination Score: 14.440; Robustness + : 0.006; Robustness - : -0.987; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](CREATININE < 3.142 -> y = 0.240) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((SBP <= 144.184) U[1,1] (y = 0.094)) [Discrimination Score: 2.227; Robustness + : 64.152; Robustness - : 18.873; Percent Class + : 0.000; Percent Class - : 1.000]
((cosen < 0.092) U[2,2] (y = 0.186)) [Discrimination Score: -6.129; Robustness + : 0.688; Robustness - : 2.227; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Glasgow_Coma_Scale_Total >= 14.917 -> y = 0.848) [Discrimination Score: -0.632; Robustness + : -0.083; Robustness - : -0.016; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](BLOOD_UREA_NITROGEN > 50.736 -> y = 0.382) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((LOS < 9.926) U[1,2] (y = 0.150)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](srr > 0.058 & y = 0.635) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](n_edrk >= 0.550 -> y = 0.646) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](HEMOGLOBIN < 8.706 & y = 0.313) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET <= 0.360) U[1,2] (y = 0.206)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](CALCIUM < 10.312 -> y = 0.063) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](PHOSPHORUS <= 5.774 & y = 0.986) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](MAGNESIUM > 2.074 & y = 0.049) [Discrimination Score: 2.447; Robustness + : -0.053; Robustness - : -0.826; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](SODIUM > 137.570 -> y = 0.674) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](death > 0.012 & y = 0.954) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((CHLORIDE > 98.441) U[1,2] (y = 0.219)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((CO2 >= 27.425) U[0,2] (y = 0.805)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((PROTIME_INR > 2.184) U[0,2] (y = 0.500)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](tte < -0.042 & y = 0.969) [Discrimination Score: -2.449; Robustness + : -0.969; Robustness - : -0.165; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](POTASSIUM <= 4.057 -> y = 0.814) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((O2_Flow <= 5.217) U[2,2] (y = 0.188)) [Discrimination Score: 0.854; Robustness + : 3.217; Robustness - : 1.645; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](Mort > 0.024 -> y = 0.222) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](hr >= 76.315 -> y = 0.652) [Discrimination Score: 0.023; Robustness + : -17.972; Robustness - : -18.366; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](SpO2 < 96.691 & y = 0.765) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((s24_hr > -0.001) U[1,1] (y = 0.469)) [Discrimination Score: -0.698; Robustness + : 0.001; Robustness - : 0.001; Percent Class + : 0.000; Percent Class - : 1.000]
((Temp <= 37.006) U[0,1] (y = 0.123)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](dfa >= 0.485 -> y = 0.984) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](Pulse < 100.750 -> y = 0.238) [Discrimination Score: -0.199; Robustness + : -14.794; Robustness - : -11.032; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](lds < 2.334 -> y = 0.661) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](s8_hr < 0.001 -> y = 0.762) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](s24_edrk >= -0.001 -> y = 0.015) [Discrimination Score: 0.571; Robustness + : -0.001; Robustness - : -0.001; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](s8_edrk > -0.001 -> y = 0.272) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](s2_edrk > -0.000 & y = 0.590) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Resp > 8.900 & y = 0.714) [Discrimination Score: -0.458; Robustness + : -0.802; Robustness - : -0.347; Percent Class + : 0.000; Percent Class - : 1.000]
((s2_hr <= 0.001) U[0,1] (y = 0.771)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](GLUCOSE >= 105.275 & y = 0.735) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((PLATELET_COUNT >= 197.758) U[1,2] (y = 0.179)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](WHITE_BLOOD_CELL_COUNT > 6.679 & y = 0.032) [Discrimination Score: 0.126; Robustness + : -0.689; Robustness - : -0.834; Percent Class + : 1.000; Percent Class - : 0.000]
((edrk > 12.492) U[0,1] (y = 0.327)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](OXYGEN_SATURATION < 94.700 -> y = 0.001) [Discrimination Score: 0.000; Robustness + : -0.000; Robustness - : -0.000; Percent Class + : 0.000; Percent Class - : 1.000]
((PARTIAL_THROMBOPLASTIN_TIME > 31.800) U[0,2] (y = 0.269)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((TROPONIN_I < 0.060) U[0,1] (y = 0.944)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](LACTIC_ACID < 1.300 -> y = 0.730) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](ALBUMIN > 3.200 & y = 0.985) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((TOTAL_PROTEIN > 6.300) U[0,1] (y = 0.907)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((TOTAL_BILIRUBIN <= 0.700) U[0,2] (y = 0.516)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Sgy < 0.000 & y = 0.997) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](ALKALINE_PHOSPHATASE >= 91.000 -> y = 0.929) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](ALT_GPT > 22.000 -> y = 0.207) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](AST_GOT < 27.000 & y = 0.869) [Discrimination Score: -2.449; Robustness + : -0.869; Robustness - : -0.236; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](PCO2 < 39.500 -> y = 0.239) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((AF >= 0.189) U[0,2] (n_evts <= 0.951)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((s24_edrk <= 0.001) U[0,2] (s8_edrk <= 0.004)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](af <= 0.964 -> cosen >= -0.953) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](CALCIUM >= 9.333 & CO2 >= 28.122) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((PLATELET_COUNT <= 232.036) U[0,2] (WHITE_BLOOD_CELL_COUNT <= 13.203)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BLOOD_UREA_NITROGEN >= 43.569 | CREATININE >= 2.184) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](direct >= 0.025 -> y <= 0.953) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](CALCIUM <= 10.285 -> PHOSPHORUS >= 4.136) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](BLOOD_UREA_NITROGEN >= 41.026 | CALCIUM <= 9.870) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](CO2 >= 27.893 & SODIUM <= 140.168) [Discrimination Score: 2.168; Robustness + : -0.216; Robustness - : -1.893; Percent Class + : 1.000; Percent Class - : 0.000]
((af >= 0.301) U[0,2] (n_evts >= 0.059)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](AF <= 0.973 & af <= 0.977) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](s2_edrk <= 0.000 -> s8_edrk >= -0.007) [Discrimination Score: 0.543; Robustness + : -0.007; Robustness - : -0.007; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](AF >= 0.506 -> cosen >= -0.787) [Discrimination Score: -3.795; Robustness + : -0.494; Robustness - : 0.363; Percent Class + : 1.000; Percent Class - : 0.000]
((BLOOD_UREA_NITROGEN <= 70.527) U[0,0] (PHOSPHORUS <= 5.005)) [Discrimination Score: -5.070; Robustness + : 7.384; Robustness - : 49.527; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](s24_edrk >= -0.007 | s2_edrk >= -0.006) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((cosen <= 0.035) U[1,2] (n_evts <= 0.821)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((ICU_Pt_Days >= 0.115) U[0,0] (n_evts >= 0.041)) [Discrimination Score: -2.145; Robustness + : -0.041; Robustness - : 3.763; Percent Class + : 0.000; Percent Class - : 1.000]
((Glasgow_Coma_Scale_Total <= 14.999) U[1,2] (MET >= 0.003)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](CHLORIDE >= 98.766 -> PHOSPHORUS >= 4.470) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](CALCIUM <= 9.791 -> SODIUM >= 138.225) [Discrimination Score: 0.233; Robustness + : -0.721; Robustness - : -0.891; Percent Class + : 1.000; Percent Class - : 0.000]
((CREATININE <= 3.034) U[0,0] (n_evts <= 0.970)) [Discrimination Score: -9.592; Robustness + : 0.981; Robustness - : 1.934; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](AF <= 0.976 | CREATININE <= 3.118) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.686 & y >= 0.015) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](AF >= 0.812 & ICU_Pt_Days >= 0.053) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](death >= 0.001 -> tte <= -0.042) [Discrimination Score: 1.252; Robustness + : 0.001; Robustness - : -0.409; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](BLOOD_UREA_NITROGEN <= 64.465 -> CHLORIDE <= 101.902) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((PHOSPHORUS <= 5.469) U[0,2] (PLATELET_COUNT <= 266.106)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((CHLORIDE <= 100.367) U[2,2] (PLATELET_COUNT <= 249.845)) [Discrimination Score: -0.150; Robustness + : 33.714; Robustness - : 37.845; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](death >= 0.001 | Mort <= 0.684) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((CO2 >= 27.659) U[1,2] (PHOSPHORUS <= 5.516)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](AF <= 0.954 -> y <= 0.787) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](direct <= 0.101 -> LOS >= 2.295) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](AF >= 0.788 -> Mort <= 0.885) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((PROTIME_INR <= 3.522) U[2,2] (WHITE_BLOOD_CELL_COUNT <= 12.466)) [Discrimination Score: 0.234; Robustness + : 4.653; Robustness - : 4.066; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](CALCIUM >= 9.033 | CHLORIDE <= 100.636) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](af <= 0.948 -> ICU_Pt_Days <= 3.353) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](BLOOD_UREA_NITROGEN <= 71.467 -> n_evts <= 0.970) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](CALCIUM >= 9.156 | PLATELET_COUNT >= 218.185) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](PHOSPHORUS >= 4.907 -> WHITE_BLOOD_CELL_COUNT >= 7.002) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
