G[0,0](SMBGperDayPtMeterCombo >= 3.601 & BGTestAvgNumPtRep >= 0.656) [Discrimination Score: -0.500; Robustness + : 1.344; Robustness - : 2.344; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](GFR <= 28.752 -> BUN >= 44.627) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2]((WeightKg >= 52.321 | bmi >= 21.054) -> UnitsInsBasalOrLongAct <= 7.698) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 2.622) U[0,0] (BGTestAvgNumPtRep <= 3.494)) [Discrimination Score: 18.768; Robustness + : 9.878; Robustness - : 0.494; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](SMBGperDayPtMeterCombo >= 3.325 & BGTestAvgNumPtRep >= 0.927) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](HbA1c >= 8.106 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](GFR <= 32.487 -> BUN >= 48.397) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1]((WeightKg >= 53.227 | bmi >= 20.835) -> UnitsInsBasalOrLongAct <= 9.738) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 2.411) U[0,2] (BGTestAvgNumPtRep <= 3.134)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](SMBGperDayPtMeterCombo >= 3.704 & BGTestAvgNumPtRep >= 0.209) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](HbA1c >= 8.296 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](GFR <= 34.864 -> BUN >= 47.549) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1]((WeightKg >= 53.593 | bmi >= 21.101) -> UnitsInsBasalOrLongAct <= 13.611) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 1.717) U[0,2] (BGTestAvgNumPtRep <= 3.981)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](SMBGperDayPtMeterCombo >= 3.390 & BGTestAvgNumPtRep >= 0.227) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](HbA1c >= 8.260 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](GFR <= 38.992 -> BUN >= 38.976) [Discrimination Score: 0.000; Robustness + : -38.992; Robustness - : -38.992; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2]((WeightKg >= 52.650 | bmi >= 20.849) -> UnitsInsBasalOrLongAct <= 8.925) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.516) U[0,1] (BGTestAvgNumPtRep <= 3.897)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](SMBGperDayPtMeterCombo >= 3.341 & BGTestAvgNumPtRep >= 0.958) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](HbA1c >= 8.326 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](GFR <= 31.526 -> BUN >= 36.034) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0]((WeightKg >= 53.077 | bmi >= 21.546) -> UnitsInsBasalOrLongAct <= 13.299) [Discrimination Score: -0.778; Robustness + : -8.799; Robustness - : -5.299; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.562) U[2,2] (BGTestAvgNumPtRep <= 2.609)) [Discrimination Score: 0.000; Robustness + : 2.609; Robustness - : 2.609; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Pt_SHFlg > 0.224 & Pt_SHFlg = 0.383) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((Triglyc >= 71.419) U[1,1] (Pt_SHFlg = 0.388)) [Discrimination Score: 0.000; Robustness + : -0.388; Robustness - : -0.388; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](GFR < 32.096 & Pt_SHFlg = 0.534) [Discrimination Score: 0.000; Robustness + : -0.534; Robustness - : -0.534; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](NumPumpBolusOrShortAct > 0.825 -> Pt_SHFlg = 0.194) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](TSH <= 1.744 -> Pt_SHFlg = 0.165) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((bmi >= 21.330) U[0,2] (Pt_SHFlg = 0.069)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((bmiZscore < -0.754) U[0,2] (Pt_SHFlg = 0.306)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((WeightKg >= 53.321) U[0,1] (Pt_SHFlg = 0.740)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](HbA1cImputeDtMnC > 33.522 -> Pt_SHFlg = 0.086) [Discrimination Score: 0.000; Robustness + : 0.086; Robustness - : 0.086; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](diabDur < 46.280 -> Pt_SHFlg = 0.615) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((age < 53.907) U[2,2] (Pt_SHFlg = 0.869)) [Discrimination Score: 0.000; Robustness + : 53.907; Robustness - : 53.907; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](BUN < 57.054 -> Pt_SHFlg = 0.399) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](UnitsInsBasalOrLongAct >= 1.667 -> Pt_SHFlg = 0.982) [Discrimination Score: 0.778; Robustness + : -2.833; Robustness - : -6.333; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](BldPrDia <= 68.432 & Pt_SHFlg = 0.130) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](AlbCreatRat_mggNew < 12.029 & Pt_SHFlg = 0.120) [Discrimination Score: -1.760; Robustness + : -43.809; Robustness - : -22.971; Percent Class + : 1.000; Percent Class - : 0.000]
((SMBGperDayPtMeterCombo >= 3.759) U[1,2] (Pt_SHFlg = 0.994)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](Pt_A1cGoalLev >= 1.022 & Pt_SHFlg = 0.206) [Discrimination Score: -3.331; Robustness + : -42.965; Robustness - : -1.003; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](HeightCm >= 157.639 -> Pt_SHFlg = 0.268) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](TotalDailyInsPerKg > 0.334 -> Pt_SHFlg = 0.792) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](BGTestAvgNumPtRep < 2.490 -> Pt_SHFlg = 0.474) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](BGTestAvgNumMeter <= 3.314 -> Pt_SHFlg = 0.461) [Discrimination Score: 0.000; Robustness + : -3.314; Robustness - : -3.314; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](HbA1c > 8.195 & Pt_SHFlg = 0.184) [Discrimination Score: -2.762; Robustness + : -42.987; Robustness - : -8.195; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](LDL <= 108.374 & Pt_SHFlg = 0.346) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](BldPrSys <= 138.833 & Pt_SHFlg = 0.629) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](HDL > 67.464 & Pt_SHFlg = 0.128) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Pt_CGMUseNumDays <= 15.184 -> Pt_SHFlg = 0.540) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](TotChol > 170.166 -> Pt_SHFlg = 0.110) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Pt_FatherT1D > 0.000 -> Pt_SHFlg = 0.345) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Pt_MotherT1D <= 0.000 & Pt_SHFlg = 0.818) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((Pt_ChildT1D > 0.000) U[0,0] (Pt_SHFlg = 0.823)) [Discrimination Score: -1.000; Robustness + : 0.000; Robustness - : 1.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](Pt_GrandchildT1D > 0.000 -> Pt_SHFlg = 0.095) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Pt_GrandparentT1D > 0.000 & Pt_SHFlg = 0.274) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](DirectLDL >= 0.000 & Pt_SHFlg = 0.804) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((AutonomicNeuroCl < 1.000) U[0,0] (Pt_SHFlg = 0.313)) [Discrimination Score: -15.975; Robustness + : -7.500; Robustness - : -1.110; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](Pt_InsGov <= 0.000 -> Pt_SHFlg = 0.344) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Pt_DKAFlg >= 0.000 & Pt_SHFlg = 0.815) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](bmiPerc <= 0.000 -> Pt_SHFlg = 0.193) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](diagAgeCombo < 9.000 & Pt_SHFlg = 0.935) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Pt_A1cGoalLevelDsYr5 > 0.000 & Pt_SHFlg = 0.578) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2]((diabDur <= 44.855 & HbA1cImputeDtMnC <= 52.271) & Pt_GrandchildT1D <= 59.477) [Discrimination Score: 0.000; Robustness + : 44.855; Robustness - : 44.855; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((AlbCreatRat_mggNew <= 15.542 & Pt_A1cGoalLev <= 6.308) | HDL <= 5.580) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2]((bmiZscore >= -0.826 & WeightKg >= 52.881) | HbA1cImputeDtMnC <= 54.428) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](((bmi >= 20.962 -> WeightKg >= 53.550) -> TotalDailyInsPerKg <= 54.694) -> BGTestAvgNumMeter <= 54.493) [Discrimination Score: 0.000; Robustness + : -54.493; Robustness - : -54.493; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](((Pt_SiblingT1D <= 0.987 & Triglyc <= 80.357) & NumPumpBolusOrShortAct >= 69.723) & AutonomicNeuroCl <= 80.263) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](GFR >= 2.006 & Pt_SHFlg >= 0.053) [Discrimination Score: 0.000; Robustness + : -2.006; Robustness - : -2.006; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((LDL <= 104.986 | TotChol <= 179.138) & Pt_SiblingT1D <= 196.461) [Discrimination Score: -1.667; Robustness + : 106.638; Robustness - : 109.138; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1]((NumPumpBolusOrShortAct >= 0.135 & Pt_SiblingT1D >= 0.266) -> bmiZscore >= 0.216) [Discrimination Score: 0.000; Robustness + : 0.216; Robustness - : 0.216; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((GFR >= 2.022 & Triglyc >= 54.708) | HeightCm <= 86.712) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((GFR <= 36.055 | NumPumpBolusOrShortAct <= 2.350) | Pt_CGMUseNumDays <= 4.805) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2]((BUN >= 40.288 & HbA1cImputeDtMnC >= 20.822) -> age >= 23.856) [Discrimination Score: 0.000; Robustness + : 23.856; Robustness - : 23.856; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1]((age >= 50.584 | BUN <= 60.840) & BUN >= 41.269) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((HDL >= 65.755 -> TotChol >= 168.799) | Pt_A1cGoalLevelDsYr5 <= 175.168) [Discrimination Score: 0.000; Robustness + : 175.168; Robustness - : 175.168; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0]((NumPumpBolusOrShortAct >= 0.381 -> Triglyc <= 94.959) & NumPumpBolusOrShortAct <= 79.400) [Discrimination Score: 0.000; Robustness + : 0.381; Robustness - : 0.381; Percent Class + : 0.000; Percent Class - : 1.000]
((Triglyc <= 80.733) U[0,2] (TSH >= 1.121)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](BldPrDia <= 73.259 -> diabDur >= 41.889) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](((HDL >= 66.905 -> LDL >= 88.475) -> diagAgeCombo >= 75.350) -> bmi <= 96.621) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((bmi <= 22.094 & NumPumpBolusOrShortAct >= 0.512) -> TotChol >= 0.787) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](bmiZscore >= -0.833 & NumPumpBolusOrShortAct <= 1.814) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0]((bmiZscore <= -0.771 & BUN >= 40.457) -> diagAgeCombo >= 47.226) [Discrimination Score: 0.000; Robustness + : 0.771; Robustness - : 0.771; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1]((bmi <= 21.659 -> BUN <= 58.643) | Pt_DKAFlg >= 50.070) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((BldPrDia <= 71.869 | HbA1cImputeDtMnC >= 4.242) | HbA1c <= 44.153) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](((BUN >= 47.090 | WeightKg <= 53.760) & Pt_SHFlg <= 54.169) & bmiZscore <= 54.850) [Discrimination Score: 0.000; Robustness + : 53.760; Robustness - : 53.760; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](((TSH >= 0.388 | UnitsInsBasalOrLongAct >= 5.429) & bmiZscore <= 11.358) & LDL <= 7.380) [Discrimination Score: -0.500; Robustness + : 1.612; Robustness - : 2.612; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((HeightCm <= 158.560 | NumPumpBolusOrShortAct >= 1.118) | Pt_CGMUseNumDays >= 0.085) & Pt_DKAFlg <= 4.004) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1]((Pt_SiblingT1D <= 0.332 | TSH <= 1.881) & LDL >= 0.820) [Discrimination Score: 0.000; Robustness + : -0.820; Robustness - : -0.820; Percent Class + : 0.000; Percent Class - : 1.000]
((BGTestAvgNumMeter >= 0.034) U[1,2] (BldPrDia >= 63.675)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((bmi >= 21.013 & Pt_SHFlg <= 0.638) & diagAgeCombo >= 0.065) & Pt_InsGov >= 0.123) [Discrimination Score: -1.708; Robustness + : -42.533; Robustness - : -21.013; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](((bmiZscore <= -0.772 & Pt_SHFlg <= 0.301) -> bmiPerc >= 0.229) -> AutonomicNeuroCl >= 0.205) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](BldPrDia >= 66.465 | BUN <= 59.030) [Discrimination Score: 0.000; Robustness + : 59.030; Robustness - : 59.030; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](GFR >= 2.207 & TSH <= 2.945) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](((HbA1cImputeDtMnC >= 9.817 -> NumPumpBolusOrShortAct >= 1.055) -> Pt_GrandchildT1D >= 0.630) -> age >= 0.699) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](HbA1c >= 8.111 | LDL >= 77.985) [Discrimination Score: 21.222; Robustness + : -5.246; Robustness - : -8.111; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](GFR <= 30.661 & UnitsInsBasalOrLongAct >= 6.122) [Discrimination Score: -0.778; Robustness + : -1.622; Robustness - : 1.878; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((bmi >= 20.833 | HbA1cImputeDtMnC >= 26.206) -> Pt_A1cGoalLev >= 9.967) & Pt_GrandchildT1D <= 42.845) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((bmiZscore <= -0.758 | HbA1cImputeDtMnC >= 5.254) & HDL <= 43.640) [Discrimination Score: 0.000; Robustness + : -0.758; Robustness - : -0.758; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](((Triglyc <= 95.843 -> UnitsInsBasalOrLongAct <= 8.941) -> Pt_InsGov >= 1.075) | HbA1c <= 12.358) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((bmi >= 21.434 | diabDur >= 41.707) | TotChol >= 41.415) | Pt_FatherT1D >= 41.163) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
