G[0,0](SMBGperDayPtMeterCombo >= 2.536 & BGTestAvgNumPtRep >= 1.772) [Discrimination Score: -1.000; Robustness + : 3.728; Robustness - : 4.228; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](GFR <= 86.232 -> BUN >= 8.044) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0]((WeightKg >= 60.326 | bmi >= 23.216) -> UnitsInsBasalOrLongAct <= 25.494) [Discrimination Score: 0.000; Robustness + : -25.494; Robustness - : -25.494; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 2.899) U[1,2] (BGTestAvgNumPtRep <= 5.923)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](SMBGperDayPtMeterCombo >= 4.110 & BGTestAvgNumPtRep >= 0.082) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](HbA1c >= 7.299 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](GFR <= 82.605 -> BUN >= 8.277) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1]((WeightKg >= 59.692 | bmi >= 22.687) -> UnitsInsBasalOrLongAct <= 28.854) [Discrimination Score: 0.000; Robustness + : -28.854; Robustness - : -28.854; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 1.202) U[0,1] (BGTestAvgNumPtRep <= 5.293)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](SMBGperDayPtMeterCombo >= 3.449 & BGTestAvgNumPtRep >= 2.009) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](HbA1c >= 7.497 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](GFR <= 61.930 -> BUN >= 8.202) [Discrimination Score: 0.000; Robustness + : -61.930; Robustness - : -61.930; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2]((WeightKg >= 60.736 | bmi >= 22.655) -> UnitsInsBasalOrLongAct <= 30.198) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.455) U[0,2] (BGTestAvgNumPtRep <= 4.672)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Pt_SHFlg <= 0.825 -> Pt_SHFlg = 0.960) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](HbA1c >= 7.268 & Pt_SHFlg = 0.132) [Discrimination Score: 0.000; Robustness + : -7.268; Robustness - : -7.268; Percent Class + : 0.000; Percent Class - : 1.000]
((UnitsInsBasalOrLongAct >= 12.033) U[0,1] (Pt_SHFlg = 0.233)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Pt_InsGov < 0.918 -> Pt_SHFlg = 0.303) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](BGTestAvgNumPtRep > 2.218 -> Pt_SHFlg = 0.041) [Discrimination Score: 0.000; Robustness + : 0.041; Robustness - : 0.041; Percent Class + : 0.000; Percent Class - : 1.000]
((TotalDailyInsPerKg < 0.388) U[0,2] (Pt_SHFlg = 0.570)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BldPrSys <= 110.690 -> Pt_SHFlg = 0.182) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](BldPrDia <= 69.734 & Pt_SHFlg = 0.957) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](AlbCreatRat_mggNew < 2.538 & Pt_SHFlg = 0.585) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](NumPumpBolusOrShortAct <= 1.077 & Pt_SHFlg = 0.306) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](TotChol <= 83.813 -> Pt_SHFlg = 0.682) [Discrimination Score: 0.000; Robustness + : -83.813; Robustness - : -83.813; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](TSH <= 3.181 & Pt_SHFlg = 0.239) [Discrimination Score: 1.568; Robustness + : -53.056; Robustness - : -63.130; Percent Class + : 1.000; Percent Class - : 0.000]
((Pt_A1cGoalLev <= 6.330) U[0,2] (Pt_SHFlg = 0.501)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](GFR < 64.290 -> Pt_SHFlg = 0.765) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](age > 31.817 -> Pt_SHFlg = 0.645) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((diabDur > 3.954) U[1,2] (Pt_SHFlg = 0.628)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((HbA1cImputeDtMnC < 41.881) U[1,1] (Pt_SHFlg = 0.295)) [Discrimination Score: 0.000; Robustness + : 41.881; Robustness - : 41.881; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](LDL >= 44.652 & Pt_SHFlg = 0.223) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Triglyc < 90.290) U[0,1] (Pt_SHFlg = 0.800)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 11.647 -> Pt_SHFlg = 0.042) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((WeightKg > 61.084) U[1,2] (Pt_SHFlg = 0.397)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((SMBGperDayPtMeterCombo >= 4.082) U[1,1] (Pt_SHFlg = 0.619)) [Discrimination Score: 0.000; Robustness + : -0.619; Robustness - : -0.619; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](bmiZscore >= -0.721 -> Pt_SHFlg = 0.921) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](bmi < 23.976 -> Pt_SHFlg = 0.313) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](HDL > 0.728 & Pt_SHFlg = 0.758) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](HeightCm > 163.985 & Pt_SHFlg = 0.608) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((BGTestAvgNumMeter <= 5.238) U[1,1] (Pt_SHFlg = 0.343)) [Discrimination Score: 0.000; Robustness + : 5.238; Robustness - : 5.238; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](Pt_CGMUseNumDays > 0.000 & Pt_SHFlg = 0.822) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](Pt_FatherT1D < 0.000 & Pt_SHFlg = 0.174) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](Pt_MotherT1D <= 0.000 & Pt_SHFlg = 0.768) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Pt_SiblingT1D >= 0.000) U[0,2] (Pt_SHFlg = 0.852)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Pt_ChildT1D <= 0.000) U[2,2] (Pt_SHFlg = 0.675)) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Pt_GrandchildT1D >= 0.000) U[0,1] (Pt_SHFlg = 0.062)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Pt_GrandparentT1D >= 0.000) U[1,2] (Pt_SHFlg = 0.279)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](DirectLDL >= 0.000 & Pt_SHFlg = 0.319) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((AutonomicNeuroCl > 1.000) U[0,2] (Pt_SHFlg = 0.461)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](bmiPerc >= 0.000 & Pt_SHFlg = 0.526) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](diagAgeCombo < 28.000 & Pt_SHFlg = 0.920) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Pt_A1cGoalLevelDsYr5 > 0.000) U[0,2] (Pt_SHFlg = 0.583)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((age <= 34.574 -> HbA1cImputeDtMnC >= 15.137) | Pt_MotherT1D <= 36.569) | AlbCreatRat_mggNew <= 41.841) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1]((bmiZscore >= -0.697 & WeightKg >= 59.587) & Pt_CGMUseNumDays <= 63.653) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](((bmi >= 21.946 | WeightKg >= 60.270) | Pt_SHFlg >= 62.905) | HbA1c >= 59.546) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((LDL >= 47.838) U[2,2] (Triglyc >= 47.350)) [Discrimination Score: 0.000; Robustness + : -47.350; Robustness - : -47.350; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0]((HbA1c <= 9.384 | TotalDailyInsPerKg <= 1.267) | HbA1cImputeDtMnC >= 0.165) [Discrimination Score: 1.000; Robustness + : 9.369; Robustness - : 9.354; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](((HbA1c >= 7.286 & Pt_InsGov >= 0.010) -> HbA1c >= 0.108) -> HDL >= 0.255) [Discrimination Score: 0.000; Robustness + : -0.108; Robustness - : -0.108; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0]((age >= 33.033 & GFR <= 55.438) | Pt_GrandparentT1D <= 76.912) [Discrimination Score: 0.000; Robustness + : 76.912; Robustness - : 76.912; Percent Class + : 1.000; Percent Class - : 0.000]
((diabDur <= 6.154) U[0,2] (GFR <= 65.306)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](((NumPumpBolusOrShortAct <= 1.434 & TSH >= 0.121) -> Pt_A1cGoalLevelDsYr5 <= 2.887) -> DirectLDL >= 0.494) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((AlbCreatRat_mggNew >= 0.716) U[0,2] (TSH >= 0.430)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](GFR <= 70.432 & HbA1cImputeDtMnC >= 5.670) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Pt_InsGov <= 0.354 & UnitsInsBasalOrLongAct >= 5.234) -> Pt_GrandchildT1D >= 9.495) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](((BldPrDia >= 60.175 | GFR >= 42.541) | AutonomicNeuroCl <= 75.714) | BGTestAvgNumMeter >= 12.237) [Discrimination Score: 2.600; Robustness + : 68.364; Robustness - : 67.714; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1]((BldPrSys <= 103.312 & TotChol >= 33.413) & HbA1c >= 31.533) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2]((BGTestAvgNumMeter <= 3.610 | HbA1cImputeDtMnC <= 45.393) | Triglyc <= 47.917) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((age >= 32.336) U[2,2] (BldPrDia <= 65.173)) [Discrimination Score: 0.000; Robustness + : 65.173; Robustness - : 65.173; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](((BldPrDia >= 62.774 -> diabDur <= 6.143) -> Triglyc >= 4.965) -> AutonomicNeuroCl >= 4.828) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((HDL >= 22.758 | LDL >= 0.494) -> Pt_FatherT1D >= 49.096) | Pt_MotherT1D >= 24.331) [Discrimination Score: 0.000; Robustness + : 0.494; Robustness - : 0.494; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](age <= 35.742 -> Pt_InsGov <= 0.878) [Discrimination Score: 0.000; Robustness + : -35.742; Robustness - : -35.742; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((diabDur >= 4.051 & Pt_InsGov >= 0.039) -> bmi >= 0.102) | bmiZscore <= 0.417) [Discrimination Score: 0.000; Robustness + : 0.417; Robustness - : 0.417; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](((HbA1c <= 8.907 | Pt_DKAFlg >= 0.155) -> Pt_A1cGoalLevelDsYr5 <= 0.458) & LDL <= 0.937) [Discrimination Score: 0.000; Robustness + : -8.907; Robustness - : -8.907; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](HbA1c <= 8.464 & UnitsInsBasalOrLongAct <= 18.560) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Pt_InsGov <= 0.705 -> TotalDailyInsPerKg >= 0.133) | UnitsInsBasalOrLongAct >= 0.017) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1]((BldPrDia >= 56.679 & HbA1cImputeDtMnC <= 51.315) | GFR <= 56.633) [Discrimination Score: 0.000; Robustness + : 56.633; Robustness - : 56.633; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](((age >= 33.117 & BGTestAvgNumMeter <= 5.679) & BGTestAvgNumMeter >= 0.383) & Pt_A1cGoalLev <= 3.696) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((BGTestAvgNumMeter >= 1.417 & diabDur >= 5.747) & BldPrDia >= 5.235) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](((Pt_SHFlg >= 0.082 & UnitsInsBasalOrLongAct <= 26.983) -> LDL <= 19.005) -> BldPrDia >= 2.651) [Discrimination Score: 0.000; Robustness + : 2.651; Robustness - : 2.651; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0]((TotalDailyInsPerKg <= 0.963 -> Triglyc >= 38.197) -> Pt_MotherT1D <= 163.590) [Discrimination Score: 0.000; Robustness + : -163.590; Robustness - : -163.590; Percent Class + : 0.000; Percent Class - : 1.000]
((HbA1cImputeDtMnC <= 46.137) U[1,2] (Pt_InsGov <= 0.638)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((BGTestAvgNumPtRep <= 5.501 & bmi >= 22.397) & age >= 23.077) | DirectLDL <= 23.617) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((BGTestAvgNumPtRep >= 0.088 | bmiZscore >= -0.763) & bmiPerc <= -0.414) & LDL <= -0.435) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((AlbCreatRat_mggNew <= 2.443 | bmi >= 21.937) & LDL >= 22.084) & HbA1c <= 24.860) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](bmi <= 24.742 -> NumPumpBolusOrShortAct >= 0.349) [Discrimination Score: 0.000; Robustness + : -24.742; Robustness - : -24.742; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((AlbCreatRat_mggNew >= 0.312 | bmiZscore <= -0.559) | GFR >= -0.687) [Discrimination Score: 7.000; Robustness + : 11.188; Robustness - : 7.688; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](((age >= 31.711 -> TotalDailyInsPerKg <= 0.807) | TSH >= 0.200) | AlbCreatRat_mggNew >= 0.186) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((diabDur >= 3.631 & TotalDailyInsPerKg >= 0.137) | diabDur <= 1.119) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((GFR >= 26.408 -> SMBGperDayPtMeterCombo >= 2.923) -> Pt_SHFlg >= 3.113) | TSH >= 1.706) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
