G[0,0](SMBGperDayPtMeterCombo >= 11.754 & BGTestAvgNumPtRep >= 3.664) [Discrimination Score: 14.000; Robustness + : 10.336; Robustness - : -3.664; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Pt_InsGov > 0.301 -> Pt_SHFlg = 0.422) [Discrimination Score: 0.000; Robustness + : 0.301; Robustness - : 0.301; Percent Class + : 0.000; Percent Class - : 1.000]
((Pt_CGMUseNumDays <= 16.170) U[0,2] (Pt_SHFlg = 0.441)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](BGTestAvgNumMeter < 10.400 & Pt_SHFlg = 0.983) [Discrimination Score: 0.000; Robustness + : -0.983; Robustness - : -0.983; Percent Class + : 0.000; Percent Class - : 1.000]
((bmiZscore <= -0.241) U[0,1] (Pt_SHFlg = 0.088)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](GFR >= 44.665 & Pt_SHFlg = 0.882) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BldPrSys > 119.654) U[0,1] (Pt_SHFlg = 0.109)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((TSH > 0.208) U[0,2] (Pt_SHFlg = 0.805)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](BldPrDia < 70.267 -> Pt_SHFlg = 0.829) [Discrimination Score: 0.000; Robustness + : -70.267; Robustness - : -70.267; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](Pt_A1cGoalLev > 0.226 -> Pt_SHFlg = 0.560) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](HeightCm >= 2.233 -> Pt_SHFlg = 0.029) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](UnitsInsBasalOrLongAct >= 5.667 -> Pt_SHFlg = 0.819) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](LDL <= 58.525 & Pt_SHFlg = 0.075) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BGTestAvgNumPtRep <= 11.391 & Pt_SHFlg = 0.671) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](TotChol < 150.481 & Pt_SHFlg = 0.301) [Discrimination Score: -7.559; Robustness + : -52.496; Robustness - : -13.475; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](bmi > 6.758 -> Pt_SHFlg = 0.158) [Discrimination Score: 0.000; Robustness + : 0.158; Robustness - : 0.158; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](age > 52.197 -> Pt_SHFlg = 0.099) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](diabDur <= 32.507 -> Pt_SHFlg = 0.450) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](WeightKg <= 74.829 -> Pt_SHFlg = 0.806) [Discrimination Score: 4.000; Robustness + : -60.829; Robustness - : -64.829; Percent Class + : 0.000; Percent Class - : 1.000]
((HbA1cImputeDtMnC < 37.484) U[1,2] (Pt_SHFlg = 0.055)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](SMBGperDayPtMeterCombo >= 11.606 -> Pt_SHFlg = 0.415) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 12.315 -> Pt_SHFlg = 0.627) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Triglyc <= 62.309 -> Pt_SHFlg = 0.911) [Discrimination Score: -75.174; Robustness + : -62.309; Robustness - : 12.865; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](HbA1c <= 6.732 & Pt_SHFlg = 0.459) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](HDL < 51.154 & Pt_SHFlg = 0.071) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](NumPumpBolusOrShortAct > 1.673 & Pt_SHFlg = 0.572) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((TotalDailyInsPerKg >= 0.118) U[0,0] (Pt_SHFlg = 0.196)) [Discrimination Score: 7.000; Robustness + : 33.382; Robustness - : 29.882; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](AlbCreatRat_mggNew <= 16.854 -> Pt_SHFlg = 0.845) [Discrimination Score: 0.000; Robustness + : -16.854; Robustness - : -16.854; Percent Class + : 0.000; Percent Class - : 1.000]
((Pt_FatherT1D < 0.000) U[0,1] (Pt_SHFlg = 0.606)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](Pt_MotherT1D >= 0.000 -> Pt_SHFlg = 0.579) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Pt_SiblingT1D <= 0.000 & Pt_SHFlg = 0.277) [Discrimination Score: -7.559; Robustness + : -52.520; Robustness - : -13.499; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Pt_ChildT1D > 0.000 -> Pt_SHFlg = 0.266) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](Pt_GrandchildT1D >= 0.000 & Pt_SHFlg = 0.852) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Pt_GrandparentT1D > 0.000 -> Pt_SHFlg = 0.266) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](DirectLDL > 0.000 -> Pt_SHFlg = 0.275) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((AutonomicNeuroCl <= 0.000) U[0,1] (Pt_SHFlg = 0.711)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](Pt_DKAFlg >= 0.000 & Pt_SHFlg = 0.678) [Discrimination Score: 0.000; Robustness + : -0.678; Robustness - : -0.678; Percent Class + : 1.000; Percent Class - : 0.000]
((bmiPerc >= 0.000) U[1,2] (Pt_SHFlg = 0.263)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](diagAgeCombo >= 23.000 & Pt_SHFlg = 0.314) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((Pt_A1cGoalLevelDsYr5 > 0.000) U[2,2] (Pt_SHFlg = 0.868)) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2]((Pt_A1cGoalLev <= 3.788 -> Pt_A1cGoalLev <= 3.334) -> Pt_GrandparentT1D >= 0.748) [Discrimination Score: 0.000; Robustness + : 0.748; Robustness - : 0.748; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2]((LDL >= 7.552 & TotChol <= 110.988) | Pt_SiblingT1D <= 84.542) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((bmi <= 26.561 -> WeightKg <= 77.477) & BldPrSys <= 73.501) & WeightKg >= 42.368) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((Pt_CGMUseNumDays >= 7.763) U[2,2] (Pt_SHFlg >= 0.273)) [Discrimination Score: 0.000; Robustness + : -0.273; Robustness - : -0.273; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](TotChol <= 78.537 -> UnitsInsBasalOrLongAct <= 13.493) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((HeightCm >= 49.361 & WeightKg >= 19.909) | BldPrDia <= 65.264) -> HeightCm >= 20.528) [Discrimination Score: 1.323; Robustness + : -53.589; Robustness - : -57.308; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((LDL <= 96.774 | UnitsInsBasalOrLongAct <= 14.591) & Pt_SiblingT1D <= 10.647) & GFR <= 13.912) [Discrimination Score: 0.000; Robustness + : 10.647; Robustness - : 10.647; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](((bmi >= 12.738 | HeightCm <= 153.024) -> age <= 150.054) | UnitsInsBasalOrLongAct >= 69.624) [Discrimination Score: 0.000; Robustness + : -69.624; Robustness - : -69.624; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((age >= 53.696 & HbA1cImputeDtMnC <= 39.372) | AlbCreatRat_mggNew >= 8.996) [Discrimination Score: 0.000; Robustness + : -8.996; Robustness - : -8.996; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](((HDL >= 1.632 & TotalDailyInsPerKg <= 0.454) & HDL >= 0.045) | diagAgeCombo >= 0.370) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((LDL >= 5.848 & Triglyc >= 26.286) & BldPrDia <= 75.926) | Pt_GrandchildT1D <= 32.709) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1]((BldPrDia >= 67.468 -> BldPrSys >= 112.029) | Pt_FatherT1D <= 120.395) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((TotChol >= 52.200 -> Triglyc <= 35.697) & Pt_InsGov <= 72.965) & HDL >= 1.082) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((Triglyc >= 21.962) U[1,2] (UnitsInsBasalOrLongAct <= 14.613)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2]((NumPumpBolusOrShortAct >= 2.352 & Triglyc >= 12.193) -> bmi >= 20.191) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](diabDur >= 30.520 -> SMBGperDayPtMeterCombo <= 13.644) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((HbA1cImputeDtMnC <= 62.175 & SMBGperDayPtMeterCombo <= 12.873) | NumPumpBolusOrShortAct >= 10.154) -> BGTestAvgNumMeter >= 10.456) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((age >= 52.523 | BGTestAvgNumMeter <= 10.663) & bmiZscore <= 13.730) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1]((BGTestAvgNumMeter >= 3.993 & diabDur >= 31.743) -> HeightCm <= 33.108) [Discrimination Score: 0.000; Robustness + : -33.108; Robustness - : -33.108; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](((BGTestAvgNumMeter >= 6.749 | HbA1cImputeDtMnC >= 32.592) -> TotChol >= 24.172) -> Pt_A1cGoalLev >= 15.541) [Discrimination Score: 0.000; Robustness + : -6.749; Robustness - : -6.749; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](diabDur <= 33.922 -> UnitsInsBasalOrLongAct <= 19.109) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((age >= 54.667 | UnitsInsBasalOrLongAct <= 16.728) -> AlbCreatRat_mggNew <= 14.678) | TotChol <= 17.731) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((LDL <= 75.367 | NumPumpBolusOrShortAct >= 4.257) -> Pt_ChildT1D >= 1.101) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](((BGTestAvgNumPtRep >= 5.343 | TSH >= 0.098) | WeightKg >= 0.217) | BldPrDia <= 0.694) [Discrimination Score: 0.000; Robustness + : 0.694; Robustness - : 0.694; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](((NumPumpBolusOrShortAct <= 8.630 | TotChol >= 18.691) & TotChol <= 163.543) | Pt_A1cGoalLevelDsYr5 <= 167.005) [Discrimination Score: 5.900; Robustness + : 167.005; Robustness - : 161.105; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((NumPumpBolusOrShortAct <= 8.320 -> UnitsInsBasalOrLongAct >= 2.951) & bmiPerc <= 13.220) [Discrimination Score: 0.000; Robustness + : -8.320; Robustness - : -8.320; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((age >= 53.544 | TotChol >= 66.069) | bmi >= 14.303) & diagAgeCombo <= 91.421) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((diabDur >= 30.044) U[1,2] (TotChol >= 32.392)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((age >= 53.912 -> LDL >= 38.824) | Pt_GrandparentT1D <= 78.436) | Pt_DKAFlg >= 29.027) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((HbA1c <= 6.549 | NumPumpBolusOrShortAct <= 7.806) & bmi >= 5.565) & GFR <= 8.470) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0]((HbA1cImputeDtMnC >= 12.967 & UnitsInsBasalOrLongAct <= 13.815) & Pt_SHFlg >= 10.246) [Discrimination Score: 9.000; Robustness + : -3.967; Robustness - : -12.967; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1]((HbA1cImputeDtMnC >= 10.233 -> TotChol <= 118.044) & HDL >= 2.105) [Discrimination Score: 0.000; Robustness + : -118.044; Robustness - : -118.044; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](((HbA1cImputeDtMnC >= 11.105 | LDL <= 49.888) & DirectLDL >= 15.481) -> Pt_DKAFlg <= 81.923) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](SMBGperDayPtMeterCombo <= 13.979 & UnitsInsBasalOrLongAct >= 1.769) [Discrimination Score: 0.000; Robustness + : -1.769; Robustness - : -1.769; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((BGTestAvgNumMeter <= 9.174 -> SMBGperDayPtMeterCombo <= 13.192) -> Pt_CGMUseNumDays <= 13.510) | TotalDailyInsPerKg <= 13.231) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((LDL >= 33.333 & SMBGperDayPtMeterCombo >= 11.507) | AutonomicNeuroCl <= 13.880) [Discrimination Score: 0.000; Robustness + : 13.880; Robustness - : 13.880; Percent Class + : 0.000; Percent Class - : 1.000]
