G[0,0](SMBGperDayPtMeterCombo >= 1.260 & BGTestAvgNumPtRep >= 1.124) [Discrimination Score: -0.707; Robustness + : -0.458; Robustness - : -0.124; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](HbA1c >= 8.011 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](GFR <= 80.849 -> BUN >= 2.545) [Discrimination Score: 0.000; Robustness + : -80.849; Robustness - : -80.849; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1]((WeightKg >= 70.739 | bmi >= 25.186) -> UnitsInsBasalOrLongAct <= 24.464) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.148) U[1,2] (BGTestAvgNumPtRep <= 2.093)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](SMBGperDayPtMeterCombo >= 1.560 & BGTestAvgNumPtRep >= 1.023) [Discrimination Score: -1.000; Robustness + : -1.560; Robustness - : -1.560; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](HbA1c >= 7.536 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](GFR <= 87.922 -> BUN >= 1.482) [Discrimination Score: 1.000; Robustness + : -87.922; Robustness - : -87.922; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2]((WeightKg >= 71.559 | bmi >= 25.691) -> UnitsInsBasalOrLongAct <= 28.965) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.430) U[0,0] (BGTestAvgNumPtRep <= 3.492)) [Discrimination Score: 1.417; Robustness + : 19.237; Robustness - : 2.492; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](SMBGperDayPtMeterCombo >= 0.897 & BGTestAvgNumPtRep >= 1.225) [Discrimination Score: 0.000; Robustness + : -1.225; Robustness - : -1.225; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](HbA1c >= 8.558 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](GFR <= 65.982 -> BUN >= 8.568) [Discrimination Score: -2.190; Robustness + : -66.174; Robustness - : -66.053; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2]((WeightKg >= 70.850 | bmi >= 25.429) -> UnitsInsBasalOrLongAct <= 17.698) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.384) U[0,1] (BGTestAvgNumPtRep <= 2.382)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](SMBGperDayPtMeterCombo >= 1.543 & BGTestAvgNumPtRep >= 1.433) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](HbA1c >= 8.188 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](GFR <= 35.339 -> BUN >= 8.296) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0]((WeightKg >= 70.911 | bmi >= 25.816) -> UnitsInsBasalOrLongAct <= 17.801) [Discrimination Score: 0.707; Robustness + : -15.568; Robustness - : -17.801; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.731) U[1,2] (BGTestAvgNumPtRep <= 2.467)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](SMBGperDayPtMeterCombo >= 0.222 & BGTestAvgNumPtRep >= 0.658) [Discrimination Score: 0.000; Robustness + : -0.658; Robustness - : -0.658; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](HbA1c >= 7.474 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](GFR <= 52.033 -> BUN >= 10.969) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2]((WeightKg >= 71.063 | bmi >= 25.738) -> UnitsInsBasalOrLongAct <= 15.261) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.611) U[0,2] (BGTestAvgNumPtRep <= 3.515)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](SMBGperDayPtMeterCombo >= 0.710 & BGTestAvgNumPtRep >= 0.074) [Discrimination Score: 0.000; Robustness + : -0.710; Robustness - : -0.710; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](HbA1c >= 8.235 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](GFR <= 34.455 -> BUN >= 13.190) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1]((WeightKg >= 72.410 | bmi >= 25.776) -> UnitsInsBasalOrLongAct <= 16.850) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.042) U[0,2] (BGTestAvgNumPtRep <= 3.626)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](SMBGperDayPtMeterCombo >= 0.503 & BGTestAvgNumPtRep >= 1.085) [Discrimination Score: 0.000; Robustness + : -1.085; Robustness - : -1.085; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](HbA1c >= 8.043 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](GFR <= 76.956 -> BUN >= 5.437) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2]((WeightKg >= 72.248 | bmi >= 25.857) -> UnitsInsBasalOrLongAct <= 15.925) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.047) U[0,2] (BGTestAvgNumPtRep <= 2.775)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](SMBGperDayPtMeterCombo >= 0.743 & BGTestAvgNumPtRep >= 0.368) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](HbA1c >= 9.121 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](GFR <= 42.424 -> BUN >= 10.091) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2]((WeightKg >= 71.102 | bmi >= 25.655) -> UnitsInsBasalOrLongAct <= 22.973) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.177) U[0,1] (BGTestAvgNumPtRep <= 2.009)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Pt_SHFlg >= 0.222) U[0,1] (Pt_SHFlg = 0.843)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](age > 25.469 -> Pt_SHFlg = 0.098) [Discrimination Score: 0.000; Robustness + : 0.098; Robustness - : 0.098; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](diabDur > 18.277 -> Pt_SHFlg = 0.435) [Discrimination Score: 0.000; Robustness + : 0.435; Robustness - : 0.435; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](HbA1cImputeDtMnC >= 35.428 & Pt_SHFlg = 0.117) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](BGTestAvgNumPtRep < 1.894 & Pt_SHFlg = 0.279) [Discrimination Score: 0.000; Robustness + : -0.279; Robustness - : -0.279; Percent Class + : 0.000; Percent Class - : 1.000]
((UnitsInsBasalOrLongAct >= 7.816) U[0,1] (Pt_SHFlg = 0.208)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](Pt_A1cGoalLev <= 4.407 & Pt_SHFlg = 0.752) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](TSH > 1.575 -> Pt_SHFlg = 0.642) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](TotalDailyInsPerKg > 0.439 & Pt_SHFlg = 0.150) [Discrimination Score: -3.297; Robustness + : -50.661; Robustness - : -14.456; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](BldPrDia > 74.686 & Pt_SHFlg = 0.189) [Discrimination Score: 0.000; Robustness + : -74.686; Robustness - : -74.686; Percent Class + : 0.000; Percent Class - : 1.000]
((Triglyc < 64.612) U[1,2] (Pt_SHFlg = 0.183)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](NumPumpBolusOrShortAct > 0.224 -> Pt_SHFlg = 0.007) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BUN <= 16.432) U[1,2] (Pt_SHFlg = 0.258)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((GFR < 59.059) U[0,2] (Pt_SHFlg = 0.027)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](HDL <= 54.092 -> Pt_SHFlg = 0.227) [Discrimination Score: 0.000; Robustness + : -54.092; Robustness - : -54.092; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](TotChol > 9.409 -> Pt_SHFlg = 0.751) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](AlbCreatRat_mggNew < 6.651 & Pt_SHFlg = 0.251) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((WeightKg <= 73.980) U[1,2] (Pt_SHFlg = 0.892)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](bmi < 26.766 & Pt_SHFlg = 0.986) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](bmiZscore >= -0.163 -> Pt_SHFlg = 0.321) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](HbA1c > 9.117 -> Pt_SHFlg = 0.366) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](BldPrSys < 118.933 & Pt_SHFlg = 0.051) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](LDL < 87.139 -> Pt_SHFlg = 0.750) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](SMBGperDayPtMeterCombo >= 0.381 & Pt_SHFlg = 0.550) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](BGTestAvgNumMeter >= 1.157 -> Pt_SHFlg = 0.709) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](HeightCm >= 166.990 & Pt_SHFlg = 0.160) [Discrimination Score: 0.000; Robustness + : -166.990; Robustness - : -166.990; Percent Class + : 0.000; Percent Class - : 1.000]
((Pt_CGMUseNumDays <= 0.000) U[0,2] (Pt_SHFlg = 0.579)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](Pt_FatherT1D >= 0.000 & Pt_SHFlg = 0.965) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Pt_MotherT1D < 0.000 & Pt_SHFlg = 0.719) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Pt_SiblingT1D >= 0.000 & Pt_SHFlg = 0.557) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Pt_ChildT1D >= 0.000 -> Pt_SHFlg = 0.930) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Pt_GrandchildT1D >= 0.000 & Pt_SHFlg = 0.478) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](DirectLDL <= 0.000 -> Pt_SHFlg = 0.470) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((AutonomicNeuroCl <= 0.000) U[0,1] (Pt_SHFlg = 0.183)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Pt_InsGov <= 0.000 -> Pt_SHFlg = 0.534) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Pt_DKAFlg >= 0.000 -> Pt_SHFlg = 0.591) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((bmiPerc >= 0.000) U[0,1] (Pt_SHFlg = 0.612)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](diagAgeCombo < 4.000 & Pt_SHFlg = 0.017) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Pt_A1cGoalLevelDsYr5 < 0.000) U[0,1] (Pt_SHFlg = 0.596)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](bmiZscore <= -0.120 -> WeightKg <= 75.112) [Discrimination Score: -0.707; Robustness + : -74.445; Robustness - : -74.112; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((bmi <= 26.942 | WeightKg <= 75.506) | DirectLDL >= 70.586) [Discrimination Score: 0.000; Robustness + : 75.506; Robustness - : 75.506; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((age >= 23.280 -> HbA1cImputeDtMnC <= 56.156) & bmi >= 41.252) & Pt_GrandparentT1D >= 22.273) [Discrimination Score: 0.000; Robustness + : -56.156; Robustness - : -56.156; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((HDL <= 56.679 -> LDL >= 33.970) -> TotChol >= 9.435) -> UnitsInsBasalOrLongAct <= 87.220) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](bmi <= 26.799 & HbA1c <= 9.469) [Discrimination Score: -1.334; Robustness + : 8.289; Robustness - : 9.469; Percent Class + : 1.000; Percent Class - : 0.000]
((bmiZscore <= -0.036) U[0,2] (HbA1c >= 9.042)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](HbA1c <= 10.413 -> WeightKg <= 74.175) [Discrimination Score: -0.707; Robustness + : -73.508; Robustness - : -73.175; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](((HDL >= 1.626 & Triglyc >= 18.754) | GFR <= 64.143) & HDL >= 26.325) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BGTestAvgNumPtRep <= 2.840 & UnitsInsBasalOrLongAct <= 23.807) [Discrimination Score: 0.000; Robustness + : 2.840; Robustness - : 2.840; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((NumPumpBolusOrShortAct >= 0.777 & TotalDailyInsPerKg <= 0.617) & BldPrSys <= 0.623) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0]((bmi >= 25.676 & HeightCm <= 167.567) | UnitsInsBasalOrLongAct <= 167.823) [Discrimination Score: -0.707; Robustness + : 165.589; Robustness - : 167.823; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2]((bmiZscore <= 0.023 | HeightCm >= 167.293) -> HbA1c >= 167.225) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](((diabDur >= 20.421 -> Pt_GrandparentT1D >= 0.025) & DirectLDL >= 0.044) & bmiPerc <= 0.678) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BldPrSys >= 105.612 | TotChol >= 81.365) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](HbA1cImputeDtMnC >= 0.788 -> Pt_SHFlg >= 0.054) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((HDL >= 2.558 | TotChol <= 123.237) | BGTestAvgNumMeter <= 126.426) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](((Triglyc >= 25.897 & UnitsInsBasalOrLongAct >= 14.006) & Pt_A1cGoalLevelDsYr5 >= 7.180) | bmi <= 21.773) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1]((BGTestAvgNumPtRep >= 0.687 -> Pt_SHFlg >= 0.002) | SMBGperDayPtMeterCombo >= 0.232) [Discrimination Score: 0.000; Robustness + : 0.002; Robustness - : 0.002; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](((BGTestAvgNumMeter >= 1.608 | WeightKg <= 75.559) & BGTestAvgNumMeter <= 75.853) | WeightKg <= 72.858) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((BUN >= 11.645) U[1,2] (HDL >= 44.927)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2]((HbA1c >= 7.075 -> HeightCm >= 166.996) & Pt_InsGov >= 167.186) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](LDL >= 21.767 & Triglyc >= 7.959) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((BldPrSys <= 114.354 & HbA1c <= 9.823) | bmi >= 8.307) -> Triglyc >= 8.801) [Discrimination Score: 0.000; Robustness + : -9.823; Robustness - : -9.823; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1]((BldPrSys <= 116.530 | HeightCm <= 168.059) | WeightKg >= 167.032) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((BGTestAvgNumMeter <= 3.091 & bmiZscore >= -0.205) & Pt_CGMUseNumDays >= -0.222) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](((BGTestAvgNumMeter <= 2.563 & bmi >= 25.525) | BGTestAvgNumMeter <= 26.142) & diabDur >= 25.264) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](((BldPrSys <= 113.253 | bmiZscore >= -0.225) & Triglyc >= -0.169) -> BldPrSys <= -0.113) [Discrimination Score: 0.000; Robustness + : -0.169; Robustness - : -0.169; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](((BldPrSys <= 113.603 | bmi >= 25.613) -> Pt_GrandparentT1D >= 25.334) & HbA1c >= 25.736) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1]((HeightCm <= 168.006 | WeightKg <= 75.834) & Pt_FatherT1D >= 71.687) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](BUN >= 0.203 -> LDL >= 53.924) [Discrimination Score: 0.000; Robustness + : 0.203; Robustness - : 0.203; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](((BGTestAvgNumPtRep >= 1.342 | BldPrDia >= 73.686) & TotChol >= 71.883) & BldPrSys >= 72.105) [Discrimination Score: 0.000; Robustness + : -72.105; Robustness - : -72.105; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](LDL >= 45.638 -> TotChol <= 159.014) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](BldPrDia <= 77.851 & Triglyc >= 8.277) [Discrimination Score: 0.000; Robustness + : -8.277; Robustness - : -8.277; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](TSH >= 1.342 & WeightKg <= 75.996) [Discrimination Score: 0.000; Robustness + : -1.342; Robustness - : -1.342; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2]((bmi <= 26.556 | TSH >= 1.596) | BldPrDia >= 0.717) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((bmiZscore >= -0.172 -> TSH <= 3.975) & bmiPerc >= 0.411) -> TotChol >= 1.200) [Discrimination Score: 0.000; Robustness + : 1.200; Robustness - : 1.200; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](((Pt_SHFlg <= 0.346 -> UnitsInsBasalOrLongAct >= 0.206) -> Pt_DKAFlg <= 28.688) | Pt_A1cGoalLevelDsYr5 >= 1.769) [Discrimination Score: 0.000; Robustness + : -1.769; Robustness - : -1.769; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BGTestAvgNumPtRep <= 3.661 | TSH >= 0.292) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((BldPrSys <= 118.386 & WeightKg >= 72.008) -> Pt_MotherT1D >= 71.367) [Discrimination Score: 0.000; Robustness + : 71.367; Robustness - : 71.367; Percent Class + : 0.000; Percent Class - : 1.000]
