G[0,0](SMBGperDayPtMeterCombo >= 2.752 & BGTestAvgNumPtRep >= 1.098) [Discrimination Score: -3.000; Robustness + : 1.402; Robustness - : 8.902; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](GFR <= 0.000 -> BUN >= 0.000) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2]((WeightKg >= 30.556 | bmi >= 19.481) -> UnitsInsBasalOrLongAct <= 19.030) [Discrimination Score: 0.000; Robustness + : -19.030; Robustness - : -19.030; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.005) U[0,1] (BGTestAvgNumPtRep <= 13.705)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](SMBGperDayPtMeterCombo >= 0.592 & BGTestAvgNumPtRep >= 0.712) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](HbA1c >= 8.386 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](GFR <= 0.000 -> BUN >= 0.000) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0]((WeightKg >= 25.772 | bmi >= 19.751) -> UnitsInsBasalOrLongAct <= 13.132) [Discrimination Score: 0.000; Robustness + : -13.132; Robustness - : -13.132; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 2.364) U[0,1] (BGTestAvgNumPtRep <= 9.850)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](SMBGperDayPtMeterCombo >= 4.807 & BGTestAvgNumPtRep >= 2.892) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](HbA1c >= 8.403 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](GFR <= 0.000 -> BUN >= 0.000) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1]((WeightKg >= 36.508 | bmi >= 20.746) -> UnitsInsBasalOrLongAct <= 9.646) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 1.237) U[1,2] (BGTestAvgNumPtRep <= 4.228)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](SMBGperDayPtMeterCombo >= 1.800 & BGTestAvgNumPtRep >= 0.040) [Discrimination Score: 0.000; Robustness + : -1.800; Robustness - : -1.800; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](HbA1c >= 8.489 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](GFR <= 0.000 -> BUN >= 0.000) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0]((WeightKg >= 26.576 | bmi >= 19.456) -> UnitsInsBasalOrLongAct <= 10.476) [Discrimination Score: 0.000; Robustness + : -10.476; Robustness - : -10.476; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.935) U[2,2] (BGTestAvgNumPtRep <= 14.519)) [Discrimination Score: 0.000; Robustness + : 14.519; Robustness - : 14.519; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](SMBGperDayPtMeterCombo >= 2.969 & BGTestAvgNumPtRep >= 3.382) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](HbA1c >= 8.490 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](GFR <= 0.000 -> BUN >= 0.000) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1]((WeightKg >= 37.843 | bmi >= 20.292) -> UnitsInsBasalOrLongAct <= 22.800) [Discrimination Score: 0.000; Robustness + : -22.800; Robustness - : -22.800; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 1.945) U[0,0] (BGTestAvgNumPtRep <= 10.176)) [Discrimination Score: 1.776; Robustness + : 11.616; Robustness - : 0.176; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](SMBGperDayPtMeterCombo >= 3.063 & BGTestAvgNumPtRep >= 0.246) [Discrimination Score: -3.000; Robustness + : 2.254; Robustness - : 9.754; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](HbA1c >= 8.546 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](GFR <= 0.000 -> BUN >= 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2]((WeightKg >= 27.451 | bmi >= 20.876) -> UnitsInsBasalOrLongAct <= 20.589) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.682) U[0,1] (BGTestAvgNumPtRep <= 6.446)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BGTestAvgNumPtRep < 10.048 -> Pt_SHFlg = 0.191) [Discrimination Score: 0.000; Robustness + : -10.048; Robustness - : -10.048; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](SMBGperDayPtMeterCombo > 1.007 -> Pt_SHFlg = 0.752) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](bmiZscore <= 1.649 & Pt_SHFlg = 0.411) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((TSH > 0.207) U[0,1] (Pt_SHFlg = 0.123)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](TotalDailyInsPerKg < 0.836 -> Pt_SHFlg = 0.281) [Discrimination Score: 0.000; Robustness + : -0.836; Robustness - : -0.836; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](bmiPerc <= 0.955 -> Pt_SHFlg = 0.527) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BldPrDia < 64.532 & Pt_SHFlg = 0.183) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](HbA1c < 9.294 -> Pt_SHFlg = 0.364) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](BGTestAvgNumMeter > 2.342 -> Pt_SHFlg = 0.054) [Discrimination Score: 0.000; Robustness + : 0.054; Robustness - : 0.054; Percent Class + : 1.000; Percent Class - : 0.000]
((Pt_CGMUseNumDays < 22.595) U[2,2] (Pt_SHFlg = 0.956)) [Discrimination Score: 0.000; Robustness + : 22.595; Robustness - : 22.595; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](Pt_A1cGoalLev < 4.911 -> Pt_SHFlg = 0.262) [Discrimination Score: 0.000; Robustness + : -0.911; Robustness - : -0.911; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](Pt_DKAFlg < 0.258 -> Pt_SHFlg = 0.600) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](diabDur > 2.192 & Pt_SHFlg = 0.849) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](HeightCm >= 122.936 & Pt_SHFlg = 0.163) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](DirectLDL <= 0.764 & Pt_SHFlg = 0.512) [Discrimination Score: -10.483; Robustness + : -144.136; Robustness - : -113.736; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](HbA1cImputeDtMnC >= 28.754 -> Pt_SHFlg = 0.479) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BldPrSys > 124.126 & Pt_SHFlg = 0.253) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((age > 6.061) U[1,1] (Pt_SHFlg = 0.261)) [Discrimination Score: 0.000; Robustness + : -0.261; Robustness - : -0.261; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](HDL > 3.887 & Pt_SHFlg = 0.435) [Discrimination Score: 0.000; Robustness + : -3.887; Robustness - : -3.887; Percent Class + : 1.000; Percent Class - : 0.000]
((WeightKg > 36.205) U[0,1] (Pt_SHFlg = 0.035)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Triglyc <= 102.309 & Pt_SHFlg = 0.738) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](TotChol > 28.104 & Pt_SHFlg = 0.600) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](UnitsInsBasalOrLongAct <= 9.493 & Pt_SHFlg = 0.425) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](LDL > 1.829 -> Pt_SHFlg = 0.669) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((bmi < 23.168) U[0,0] (Pt_SHFlg = 0.459)) [Discrimination Score: 1.000; Robustness + : 23.168; Robustness - : 22.168; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](Pt_FatherT1D < 0.000 & Pt_SHFlg = 0.607) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Pt_MotherT1D > 0.000) U[1,1] (Pt_SHFlg = 0.907)) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Pt_SiblingT1D <= 0.000) U[0,1] (Pt_SHFlg = 0.244)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](Pt_ChildT1D <= 0.000 -> Pt_SHFlg = 0.413) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](Pt_GrandchildT1D >= 0.000 & Pt_SHFlg = 0.308) [Discrimination Score: 0.000; Robustness + : -0.308; Robustness - : -0.308; Percent Class + : 0.000; Percent Class - : 1.000]
((Pt_GrandparentT1D >= 0.000) U[2,2] (Pt_SHFlg = 0.433)) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
((BUN >= 0.000) U[1,2] (Pt_SHFlg = 0.834)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](AlbCreatRat_mggNew <= 0.000 & Pt_SHFlg = 0.535) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((AutonomicNeuroCl < 0.000) U[0,1] (Pt_SHFlg = 0.773)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](Pt_InsGov <= 0.000 & Pt_SHFlg = 0.466) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](NumPumpBolusOrShortAct <= 0.000 -> Pt_SHFlg = 0.538) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](GFR < 0.000 -> Pt_SHFlg = 0.024) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](diagAgeCombo > 4.000 & Pt_SHFlg = 0.487) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Pt_A1cGoalLevelDsYr5 < 0.000) U[1,1] (Pt_SHFlg = 0.934)) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((HbA1cImputeDtMnC <= 37.560 -> HeightCm >= 128.647) -> Pt_CGMUseNumDays <= 149.951) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](((age <= 9.516 & HbA1cImputeDtMnC <= 42.356) & HbA1cImputeDtMnC <= 52.360) & WeightKg <= 35.060) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](bmiPerc >= 0.916 | bmiZscore >= 1.527) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((diabDur >= 4.580) U[0,2] (HeightCm >= 131.399)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](age >= 7.844 -> HeightCm <= 140.875) [Discrimination Score: 5.550; Robustness + : -93.475; Robustness - : -115.675; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](((age <= 11.258 -> WeightKg <= 49.625) -> bmiZscore <= 49.909) & Pt_SiblingT1D >= 29.140) [Discrimination Score: -2.805; Robustness + : -48.980; Robustness - : -48.949; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](diabDur >= 3.887 & HbA1cImputeDtMnC <= 46.999) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1]((HbA1cImputeDtMnC >= 7.387 | WeightKg >= 27.340) & Pt_SHFlg >= 26.285) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](LDL >= 19.863 -> TotChol >= 56.596) [Discrimination Score: 0.180; Robustness + : 5.230; Robustness - : 2.596; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0]((HDL >= 15.380 -> TotChol <= 158.087) -> BGTestAvgNumPtRep >= 3.704) [Discrimination Score: 3.000; Robustness + : 1.204; Robustness - : -6.296; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1]((HeightCm <= 140.692 & WeightKg <= 44.100) & Pt_InsGov >= 30.784) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](((BldPrSys <= 132.124 -> Pt_DKAFlg >= 0.036) | BldPrDia <= 0.654) & BUN >= 0.081) [Discrimination Score: 0.000; Robustness + : -0.081; Robustness - : -0.081; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](age <= 9.545 -> diabDur >= 3.519) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](((bmi >= 19.630 | WeightKg >= 35.883) -> Pt_ChildT1D >= 37.269) -> BldPrSys <= 53.814) [Discrimination Score: 0.000; Robustness + : -53.814; Robustness - : -53.814; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((BGTestAvgNumPtRep <= 14.211 | TotalDailyInsPerKg >= 0.242) & NumPumpBolusOrShortAct >= 0.121) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0]((diabDur >= 3.576 | WeightKg <= 44.105) -> Pt_InsGov >= 30.329) [Discrimination Score: -3.000; Robustness + : -41.605; Robustness - : -34.105; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](((BGTestAvgNumPtRep <= 13.727 & SMBGperDayPtMeterCombo >= 0.074) & Pt_CGMUseNumDays <= 13.953) | Pt_CGMUseNumDays >= 4.103) [Discrimination Score: 0.000; Robustness + : -0.074; Robustness - : -0.074; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((age >= 7.691 -> bmi >= 19.656) | AutonomicNeuroCl >= 21.372) -> Pt_GrandparentT1D >= 20.243) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1]((BldPrDia >= 47.136 | HbA1c >= 8.351) & Triglyc >= 8.362) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](((HbA1c >= 8.543 & Pt_A1cGoalLev >= 0.720) -> Pt_FatherT1D <= 6.605) | Pt_DKAFlg >= 0.038) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2]((HDL >= 18.217 & LDL >= 8.311) & HDL <= 77.247) [Discrimination Score: 0.000; Robustness + : -18.217; Robustness - : -18.217; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](SMBGperDayPtMeterCombo <= 8.825 -> TotalDailyInsPerKg <= 0.341) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((HDL >= 4.546 & Triglyc <= 75.726) & HbA1c >= 15.938) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](bmi <= 22.208 | HbA1cImputeDtMnC <= 39.562) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((bmi >= 21.161 | HeightCm >= 125.513) & LDL <= 138.905) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1]((TotChol >= 69.533 -> Triglyc >= 4.582) & age >= 35.315) [Discrimination Score: 0.000; Robustness + : -35.315; Robustness - : -35.315; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](bmi <= 22.141 & diabDur >= 2.163) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](BldPrDia <= 66.335 -> Pt_A1cGoalLev >= 0.984) [Discrimination Score: 0.000; Robustness + : -66.335; Robustness - : -66.335; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](diabDur <= 5.818 | TotalDailyInsPerKg >= 0.196) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((BGTestAvgNumMeter <= 9.256 | BldPrSys <= 169.127) -> BldPrDia <= 140.937) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](((BGTestAvgNumPtRep >= 0.347 & Pt_SHFlg <= 0.632) -> UnitsInsBasalOrLongAct >= 0.251) | Pt_A1cGoalLev <= 0.678) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1]((BGTestAvgNumMeter <= 3.839 & Pt_DKAFlg >= 0.119) -> bmi >= 0.090) [Discrimination Score: 0.000; Robustness + : 0.090; Robustness - : 0.090; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](HeightCm <= 137.347 | TotalDailyInsPerKg >= 0.297) [Discrimination Score: 0.000; Robustness + : 137.347; Robustness - : 137.347; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](((LDL <= 102.908 & Triglyc >= 31.439) -> Pt_A1cGoalLevelDsYr5 <= 88.603) -> Pt_FatherT1D <= 65.565) [Discrimination Score: 0.000; Robustness + : -65.565; Robustness - : -65.565; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](HbA1cImputeDtMnC <= 40.929 & TotalDailyInsPerKg <= 0.440) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((BGTestAvgNumPtRep <= 8.899 -> Pt_A1cGoalLev <= 5.286) | Pt_GrandchildT1D >= 0.228) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](((Pt_SHFlg <= 0.701 -> SMBGperDayPtMeterCombo >= 0.190) & Pt_A1cGoalLev <= 13.669) -> HbA1c <= 5.739) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](((Pt_A1cGoalLev <= 7.547 | SMBGperDayPtMeterCombo <= 12.494) -> HDL >= 3.844) | Triglyc <= 14.247) [Discrimination Score: 0.000; Robustness + : 14.247; Robustness - : 14.247; Percent Class + : 0.000; Percent Class - : 1.000]
