G[0,0](SMBGperDayPtMeterCombo >= 4.811 & BGTestAvgNumPtRep >= 1.783) [Discrimination Score: -1.800; Robustness + : 0.717; Robustness - : 5.217; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](HbA1c >= 5.342 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](GFR <= 0.000 -> BUN >= 0.730) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2]((WeightKg >= 21.122 | bmi >= 15.736) -> UnitsInsBasalOrLongAct <= 17.779) [Discrimination Score: 0.000; Robustness + : -17.779; Robustness - : -17.779; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 2.541) U[0,2] (BGTestAvgNumPtRep <= 7.804)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](SMBGperDayPtMeterCombo >= 2.121 & BGTestAvgNumPtRep >= 0.232) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](HbA1c >= 7.847 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](GFR <= 0.000 -> BUN >= 0.813) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2]((WeightKg >= 20.764 | bmi >= 12.537) -> UnitsInsBasalOrLongAct <= 16.300) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 2.874) U[1,1] (BGTestAvgNumPtRep <= 7.847)) [Discrimination Score: 0.000; Robustness + : 7.847; Robustness - : 7.847; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](SMBGperDayPtMeterCombo >= 1.788 & BGTestAvgNumPtRep >= 1.025) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](HbA1c >= 1.177 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](GFR <= 0.000 -> BUN >= 2.426) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2]((WeightKg >= 26.581 | bmi >= 12.731) -> UnitsInsBasalOrLongAct <= 17.413) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 2.280) U[1,1] (BGTestAvgNumPtRep <= 9.572)) [Discrimination Score: 0.000; Robustness + : 9.572; Robustness - : 9.572; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](SMBGperDayPtMeterCombo >= 2.692 & BGTestAvgNumPtRep >= 3.962) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](HbA1c >= 0.835 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](GFR <= 0.000 -> BUN >= 1.980) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2]((WeightKg >= 18.383 | bmi >= 15.612) -> UnitsInsBasalOrLongAct <= 15.580) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 2.391) U[2,2] (BGTestAvgNumPtRep <= 8.354)) [Discrimination Score: 0.000; Robustness + : 8.354; Robustness - : 8.354; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](SMBGperDayPtMeterCombo >= 3.774 & BGTestAvgNumPtRep >= 0.868) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](HbA1c >= 0.870 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](GFR <= 0.000 -> BUN >= 0.180) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1]((WeightKg >= 24.361 | bmi >= 15.373) -> UnitsInsBasalOrLongAct <= 12.805) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 1.737) U[0,2] (BGTestAvgNumPtRep <= 4.905)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](SMBGperDayPtMeterCombo >= 2.437 & BGTestAvgNumPtRep >= 1.972) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](HbA1c >= 4.473 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](GFR <= 0.000 -> BUN >= 1.722) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2]((WeightKg >= 21.684 | bmi >= 12.904) -> UnitsInsBasalOrLongAct <= 16.698) [Discrimination Score: 0.000; Robustness + : -16.698; Robustness - : -16.698; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.010) U[1,2] (BGTestAvgNumPtRep <= 4.249)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](SMBGperDayPtMeterCombo >= 5.059 & BGTestAvgNumPtRep >= 3.483) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](HbA1c >= 7.217 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](GFR <= 0.000 -> BUN >= 1.888) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1]((WeightKg >= 26.124 | bmi >= 14.810) -> UnitsInsBasalOrLongAct <= 12.441) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 1.635) U[1,2] (BGTestAvgNumPtRep <= 5.700)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Pt_InsGov <= 0.637) U[1,1] (Pt_SHFlg = 0.626)) [Discrimination Score: 0.000; Robustness + : 0.637; Robustness - : 0.637; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BGTestAvgNumPtRep < 5.656 & Pt_SHFlg = 0.345) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((Pt_MotherT1D > 0.114) U[2,2] (Pt_SHFlg = 0.138)) [Discrimination Score: 0.000; Robustness + : -0.114; Robustness - : -0.114; Percent Class + : 0.000; Percent Class - : 1.000]
((TotChol >= 27.386) U[0,1] (Pt_SHFlg = 0.123)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](TSH >= 0.420 & Pt_SHFlg = 0.505) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN >= 2.607 & Pt_SHFlg = 0.013) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](BldPrDia <= 62.281 & Pt_SHFlg = 0.355) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Pt_CGMUseNumDays < 26.774 -> Pt_SHFlg = 0.897) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((Pt_A1cGoalLev <= 2.225) U[0,2] (Pt_SHFlg = 0.159)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](NumPumpBolusOrShortAct < 3.750 & Pt_SHFlg = 0.442) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](HbA1c <= 10.367 & Pt_SHFlg = 0.474) [Discrimination Score: -5.127; Robustness + : -48.256; Robustness - : -18.812; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](UnitsInsBasalOrLongAct > 4.629 & Pt_SHFlg = 0.352) [Discrimination Score: 0.000; Robustness + : -4.629; Robustness - : -4.629; Percent Class + : 1.000; Percent Class - : 0.000]
((bmiZscore >= -2.979) U[0,2] (Pt_SHFlg = 0.571)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](SMBGperDayPtMeterCombo <= 6.276 & Pt_SHFlg = 0.319) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((age < 8.299) U[2,2] (Pt_SHFlg = 0.515)) [Discrimination Score: 0.000; Robustness + : 8.299; Robustness - : 8.299; Percent Class + : 0.000; Percent Class - : 1.000]
((BGTestAvgNumMeter >= 1.995) U[0,2] (Pt_SHFlg = 0.834)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](LDL < 43.076 -> Pt_SHFlg = 0.323) [Discrimination Score: 0.000; Robustness + : -43.076; Robustness - : -43.076; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](diabDur <= 8.441 & Pt_SHFlg = 0.902) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Triglyc >= 4.627 & Pt_SHFlg = 0.985) [Discrimination Score: 0.000; Robustness + : -4.627; Robustness - : -4.627; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](bmi > 14.376 & Pt_SHFlg = 0.393) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((bmiPerc > 0.179) U[0,1] (Pt_SHFlg = 0.486)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((HeightCm <= 132.905) U[0,0] (Pt_SHFlg = 0.430)) [Discrimination Score: -2.857; Robustness + : 104.905; Robustness - : 110.905; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BldPrSys < 102.590 & Pt_SHFlg = 0.172) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((HDL > 29.249) U[0,1] (Pt_SHFlg = 0.834)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](WeightKg >= 23.745 & Pt_SHFlg = 0.301) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((TotalDailyInsPerKg >= 0.730) U[2,2] (Pt_SHFlg = 0.957)) [Discrimination Score: 0.000; Robustness + : -0.730; Robustness - : -0.730; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](AlbCreatRat_mggNew < 22.275 & Pt_SHFlg = 0.588) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](HbA1cImputeDtMnC >= 20.724 -> Pt_SHFlg = 0.326) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](Pt_FatherT1D > 0.000 -> Pt_SHFlg = 0.276) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Pt_SiblingT1D > 0.000) U[1,2] (Pt_SHFlg = 0.108)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Pt_ChildT1D > 0.000 & Pt_SHFlg = 0.414) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((Pt_GrandchildT1D < 0.000) U[0,0] (Pt_SHFlg = 0.973)) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Pt_GrandparentT1D <= 0.000) U[0,1] (Pt_SHFlg = 0.839)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](DirectLDL > 0.000 -> Pt_SHFlg = 0.278) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](AutonomicNeuroCl > 0.000 -> Pt_SHFlg = 0.291) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Pt_DKAFlg < 0.000 -> Pt_SHFlg = 0.541) [Discrimination Score: -1.000; Robustness + : 0.000; Robustness - : 1.000; Percent Class + : 1.000; Percent Class - : 0.000]
((GFR >= 0.000) U[0,0] (Pt_SHFlg = 0.657)) [Discrimination Score: -4.037; Robustness + : 0.131; Robustness - : 0.893; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](diagAgeCombo >= 0.000 & Pt_SHFlg = 0.665) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Pt_A1cGoalLevelDsYr5 <= 0.000 & Pt_SHFlg = 0.604) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Pt_MotherT1D <= 0.439 -> TotChol >= 18.979) | Pt_ChildT1D >= 21.839) -> diabDur <= 124.013) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((age <= 9.684) U[0,1] (diabDur <= 7.181)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](((bmiZscore >= -1.553 -> NumPumpBolusOrShortAct >= 0.514) -> WeightKg <= 1.683) & Triglyc <= 2.419) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](diabDur <= 8.920 -> WeightKg >= 17.898) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](age <= 7.618 | WeightKg >= 18.850) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](((HDL <= 77.372 | Triglyc <= 41.170) & AutonomicNeuroCl >= 11.479) & Pt_A1cGoalLevelDsYr5 >= 3.445) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](bmiPerc >= 0.188 -> bmiZscore >= -2.112) [Discrimination Score: 0.000; Robustness + : -2.112; Robustness - : -2.112; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((diabDur <= 8.000 & UnitsInsBasalOrLongAct >= 5.945) -> Triglyc >= 7.150) [Discrimination Score: 243.459; Robustness + : -0.377; Robustness - : -151.850; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((diabDur >= 5.137 | HeightCm <= 147.137) -> TSH <= 139.201) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](((age >= 5.774 | UnitsInsBasalOrLongAct <= 15.788) -> WeightKg <= 18.322) & Pt_SHFlg >= 3.428) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](HeightCm >= 121.730 -> WeightKg >= 23.843) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((BUN <= 8.188 | Pt_MotherT1D <= 0.787) & TSH >= 0.254) & HbA1cImputeDtMnC <= 0.841) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](HeightCm >= 116.971 | UnitsInsBasalOrLongAct >= 6.351) [Discrimination Score: 1.699; Robustness + : 7.499; Robustness - : -6.351; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](bmiPerc <= 0.599 -> TotalDailyInsPerKg <= 1.020) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0]((UnitsInsBasalOrLongAct <= 13.371 -> WeightKg <= 39.844) -> Pt_SiblingT1D >= 21.521) [Discrimination Score: 1.000; Robustness + : 21.521; Robustness - : 20.521; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1]((bmi >= 15.717 & bmiZscore <= 0.367) | BldPrDia <= 0.432) [Discrimination Score: 0.000; Robustness + : 0.432; Robustness - : 0.432; Percent Class + : 1.000; Percent Class - : 0.000]
((BUN <= 9.695) U[0,2] (TotChol <= 138.983)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((age >= 3.753 | HeightCm <= 149.184) | DirectLDL <= 140.293) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((bmi <= 15.771 & NumPumpBolusOrShortAct >= 0.215) -> HbA1cImputeDtMnC >= 0.122) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((bmiPerc >= 0.088 -> NumPumpBolusOrShortAct <= 1.923) & HDL >= 0.186) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2]((BGTestAvgNumPtRep >= 2.806 | TSH <= 0.829) & Pt_SHFlg <= 1.011) [Discrimination Score: 0.000; Robustness + : 0.829; Robustness - : 0.829; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](((bmi >= 12.773 | bmiPerc <= 0.771) -> Pt_SiblingT1D <= 0.625) | bmiPerc >= 0.388) [Discrimination Score: 0.000; Robustness + : -0.388; Robustness - : -0.388; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Pt_MotherT1D <= 0.350 -> UnitsInsBasalOrLongAct >= 8.156) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](TotChol <= 62.166 -> UnitsInsBasalOrLongAct <= 18.073) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](((BldPrSys >= 98.597 | Pt_A1cGoalLev <= 1.742) & DirectLDL <= 4.213) -> BGTestAvgNumPtRep <= 3.845) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((BUN >= 2.512 | NumPumpBolusOrShortAct <= 3.469) | BGTestAvgNumMeter <= 0.727) -> Pt_MotherT1D <= 2.685) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2]((bmiZscore >= -4.827 & TotalDailyInsPerKg <= 1.109) & Pt_A1cGoalLevelDsYr5 >= 0.591) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](((HDL <= 45.550 -> LDL <= 43.827) | Pt_SHFlg >= 33.263) | Pt_ChildT1D <= 64.584) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](age <= 8.878 & LDL <= 75.709) [Discrimination Score: 0.000; Robustness + : 8.878; Robustness - : 8.878; Percent Class + : 0.000; Percent Class - : 1.000]
((diabDur >= 4.696) U[0,1] (LDL <= 73.414)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((LDL >= 0.248 -> Triglyc >= 23.437) | DirectLDL >= 12.572) | BldPrSys >= 31.020) [Discrimination Score: 6.370; Robustness + : 120.028; Robustness - : 102.828; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](age <= 8.133 -> BUN >= 1.705) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BUN >= 1.540 & UnitsInsBasalOrLongAct <= 14.774) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](((Pt_MotherT1D >= 0.260 | TSH >= 0.399) | bmi <= 1.546) | Pt_MotherT1D <= 1.110) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](TotChol <= 98.060 | TSH >= 0.650) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](BGTestAvgNumPtRep <= 4.019 | TotChol >= 9.614) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((age <= 9.843 | bmi >= 14.183) | SMBGperDayPtMeterCombo >= 14.680) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BGTestAvgNumPtRep >= 3.372 & Pt_MotherT1D <= 0.810) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](((age <= 9.837 -> Pt_MotherT1D <= 0.337) & NumPumpBolusOrShortAct >= 0.206) -> TotChol >= 0.251) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
