G[0,0](SMBGperDayPtMeterCombo >= 1.757 & BGTestAvgNumPtRep >= 1.524) [Discrimination Score: 1.000; Robustness + : 1.976; Robustness - : -1.524; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.176) U[1,1] (BGTestAvgNumPtRep <= 4.868)) [Discrimination Score: 0.000; Robustness + : 4.868; Robustness - : 4.868; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](SMBGperDayPtMeterCombo >= 0.287 & BGTestAvgNumPtRep >= 0.149) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](HbA1c >= 7.830 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](GFR <= 0.000 -> BUN >= 4.927) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2]((WeightKg >= 63.780 | bmi >= 21.933) -> UnitsInsBasalOrLongAct <= 21.067) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.171) U[1,2] (BGTestAvgNumPtRep <= 4.190)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](SMBGperDayPtMeterCombo >= 1.575 & BGTestAvgNumPtRep >= 1.782) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](HbA1c >= 7.935 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](GFR <= 0.000 -> BUN >= 1.142) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2]((WeightKg >= 63.540 | bmi >= 21.681) -> UnitsInsBasalOrLongAct <= 23.515) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 1.183) U[0,1] (BGTestAvgNumPtRep <= 5.208)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](SMBGperDayPtMeterCombo >= 1.343 & BGTestAvgNumPtRep >= 2.076) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](HbA1c >= 7.810 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](GFR <= 0.000 -> BUN >= 0.769) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1]((WeightKg >= 63.586 | bmi >= 22.197) -> UnitsInsBasalOrLongAct <= 21.650) [Discrimination Score: 0.000; Robustness + : -21.650; Robustness - : -21.650; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.863) U[1,2] (BGTestAvgNumPtRep <= 4.571)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](SMBGperDayPtMeterCombo >= 0.551 & BGTestAvgNumPtRep >= 1.356) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](HbA1c >= 7.973 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 1.000; Robustness + : 3.500; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](GFR <= 0.000 -> BUN >= 3.289) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2]((WeightKg >= 64.793 | bmi >= 22.499) -> UnitsInsBasalOrLongAct <= 24.901) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.546) U[0,1] (BGTestAvgNumPtRep <= 4.424)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](SMBGperDayPtMeterCombo >= 3.791 & BGTestAvgNumPtRep >= 2.772) [Discrimination Score: 1.000; Robustness + : 0.728; Robustness - : -2.772; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](HbA1c >= 8.013 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](GFR <= 0.000 -> BUN >= 7.941) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0]((WeightKg >= 65.101 | bmi >= 21.467) -> UnitsInsBasalOrLongAct <= 25.376) [Discrimination Score: -1.400; Robustness + : -22.876; Robustness - : -19.376; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.303) U[1,2] (BGTestAvgNumPtRep <= 7.584)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((bmi <= 23.193) U[1,2] (Pt_SHFlg = 0.179)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](WeightKg < 67.712 -> Pt_SHFlg = 0.261) [Discrimination Score: 0.000; Robustness + : -67.712; Robustness - : -67.712; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](SMBGperDayPtMeterCombo < 5.090 -> Pt_SHFlg = 0.371) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](NumPumpBolusOrShortAct <= 6.628 -> Pt_SHFlg = 0.771) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((BGTestAvgNumPtRep <= 5.599) U[0,0] (Pt_SHFlg = 0.901)) [Discrimination Score: -1.000; Robustness + : 2.099; Robustness - : 5.599; Percent Class + : 0.000; Percent Class - : 1.000]
((HDL >= 22.926) U[2,2] (Pt_SHFlg = 0.219)) [Discrimination Score: 0.000; Robustness + : -0.219; Robustness - : -0.219; Percent Class + : 0.000; Percent Class - : 1.000]
((AlbCreatRat_mggNew <= 7.269) U[0,2] (Pt_SHFlg = 0.811)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](BGTestAvgNumMeter > 0.321 -> Pt_SHFlg = 0.911) [Discrimination Score: -1.000; Robustness + : -9.679; Robustness - : 0.321; Percent Class + : 1.000; Percent Class - : 0.000]
((LDL > 10.875) U[0,1] (Pt_SHFlg = 0.416)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((TotChol < 180.106) U[1,2] (Pt_SHFlg = 0.369)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](diabDur <= 7.343 -> Pt_SHFlg = 0.971) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((HbA1c >= 8.092) U[1,1] (Pt_SHFlg = 0.658)) [Discrimination Score: 0.000; Robustness + : -0.658; Robustness - : -0.658; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](Pt_A1cGoalLev > 0.632 -> Pt_SHFlg = 0.847) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((bmiZscore > -0.208) U[0,2] (Pt_SHFlg = 0.009)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Triglyc >= 51.852) U[0,2] (Pt_SHFlg = 0.632)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](UnitsInsBasalOrLongAct < 15.421 & Pt_SHFlg = 0.664) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](age < 20.648 -> Pt_SHFlg = 0.502) [Discrimination Score: 0.000; Robustness + : -20.648; Robustness - : -20.648; Percent Class + : 1.000; Percent Class - : 0.000]
((HbA1cImputeDtMnC > 11.434) U[0,1] (Pt_SHFlg = 0.582)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((BldPrDia < 72.240) U[0,1] (Pt_SHFlg = 0.285)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((BUN >= 1.049) U[0,2] (Pt_SHFlg = 0.993)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((bmiPerc >= 0.294) U[0,2] (Pt_SHFlg = 0.795)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](HeightCm >= 169.606 & Pt_SHFlg = 0.430) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](TSH >= 0.707 & Pt_SHFlg = 0.784) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BldPrSys <= 115.413 & Pt_SHFlg = 0.066) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](TotalDailyInsPerKg > 0.273 -> Pt_SHFlg = 0.170) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Pt_CGMUseNumDays < 0.000 & Pt_SHFlg = 0.176) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](Pt_FatherT1D >= 0.000 & Pt_SHFlg = 0.130) [Discrimination Score: 0.000; Robustness + : -0.130; Robustness - : -0.130; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Pt_MotherT1D < 0.000 -> Pt_SHFlg = 0.355) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Pt_SiblingT1D < 0.000 -> Pt_SHFlg = 0.524) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Pt_ChildT1D < 0.000 & Pt_SHFlg = 0.144) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Pt_GrandchildT1D < 0.000 -> Pt_SHFlg = 0.639) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](Pt_GrandparentT1D <= 0.000 & Pt_SHFlg = 0.734) [Discrimination Score: 0.000; Robustness + : -0.734; Robustness - : -0.734; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](DirectLDL < 0.000 & Pt_SHFlg = 0.458) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](AutonomicNeuroCl > 0.000 & Pt_SHFlg = 0.401) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Pt_InsGov >= 0.000 -> Pt_SHFlg = 0.322) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](Pt_DKAFlg >= 0.000 & Pt_SHFlg = 0.548) [Discrimination Score: 0.000; Robustness + : -0.548; Robustness - : -0.548; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](GFR <= 0.000 & Pt_SHFlg = 0.084) [Discrimination Score: 0.000; Robustness + : -0.084; Robustness - : -0.084; Percent Class + : 1.000; Percent Class - : 0.000]
((diagAgeCombo < 12.000) U[1,1] (Pt_SHFlg = 0.158)) [Discrimination Score: 0.000; Robustness + : 12.000; Robustness - : 12.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Pt_A1cGoalLevelDsYr5 <= 0.000 & Pt_SHFlg = 0.452) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((age <= 21.509 -> HbA1cImputeDtMnC <= 72.604) -> Pt_GrandchildT1D >= 9.717) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((BGTestAvgNumPtRep <= 6.615 & SMBGperDayPtMeterCombo >= 1.436) | Pt_DKAFlg >= 1.072) | SMBGperDayPtMeterCombo <= 7.300) [Discrimination Score: -1.000; Robustness + : 3.115; Robustness - : 6.615; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](((diabDur >= 5.918 | HbA1cImputeDtMnC <= 42.534) | HDL <= 74.162) & AlbCreatRat_mggNew <= 55.998) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](LDL <= 109.960 & TotChol >= 109.655) [Discrimination Score: -7.000; Robustness + : -64.155; Robustness - : -53.655; Percent Class + : 0.000; Percent Class - : 1.000]
((diabDur <= 8.796) U[1,2] (UnitsInsBasalOrLongAct >= 9.868)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](((bmiZscore >= -0.286 | diabDur <= 8.973) -> bmiZscore <= 7.545) & BldPrSys >= 4.849) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](age >= 16.269 | diabDur <= 7.029) [Discrimination Score: 0.000; Robustness + : 7.029; Robustness - : 7.029; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((BldPrDia <= 67.170 | HeightCm >= 169.555) -> SMBGperDayPtMeterCombo >= 169.371) & LDL >= 169.603) [Discrimination Score: -0.799; Robustness + : -169.228; Robustness - : -168.929; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](((bmiZscore >= -0.392 | HbA1cImputeDtMnC >= 32.334) & bmiPerc <= 44.797) | Pt_FatherT1D >= 0.324) [Discrimination Score: -2.109; Robustness + : 0.971; Robustness - : 1.172; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0]((bmi <= 23.121 -> WeightKg >= 64.628) & diabDur <= 67.448) [Discrimination Score: 0.000; Robustness + : -23.121; Robustness - : -23.121; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((HbA1cImputeDtMnC >= 36.119 & UnitsInsBasalOrLongAct <= 20.475) | age >= 1.691) -> Pt_A1cGoalLev >= 6.442) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](((age >= 16.493 | bmiZscore >= -0.483) | diagAgeCombo >= -0.378) | HeightCm <= 0.203) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((age >= 18.322 | UnitsInsBasalOrLongAct <= 22.213) -> Pt_DKAFlg >= 11.436) -> Pt_SHFlg >= 5.070) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](((HDL <= 61.857 | TotChol >= 146.841) -> age <= 159.557) & BldPrDia <= 172.976) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](bmiZscore <= 0.491 & UnitsInsBasalOrLongAct <= 20.343) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](((bmiPerc >= 0.395 | TSH >= 0.628) -> AlbCreatRat_mggNew >= 0.349) & Triglyc >= 0.412) [Discrimination Score: 0.000; Robustness + : -0.412; Robustness - : -0.412; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1]((BGTestAvgNumMeter >= 1.094 | HbA1c <= 8.823) -> Pt_CGMUseNumDays >= 7.784) [Discrimination Score: 0.000; Robustness + : -8.823; Robustness - : -8.823; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](HeightCm >= 168.920 -> UnitsInsBasalOrLongAct >= 12.304) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](((HDL >= 5.396 | LDL <= 110.462) -> Pt_A1cGoalLevelDsYr5 <= 116.515) | age <= 98.192) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((bmiPerc <= 0.532) U[1,2] (HeightCm <= 170.204)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2]((BGTestAvgNumMeter >= 1.134 | Pt_A1cGoalLev >= 0.278) | Pt_GrandparentT1D >= 0.626) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((HbA1cImputeDtMnC <= 66.197 | HeightCm <= 169.804) | diabDur >= 169.482) -> bmiZscore <= 170.325) [Discrimination Score: 0.000; Robustness + : -170.325; Robustness - : -170.325; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](age >= 17.122 | HeightCm <= 170.445) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](((age <= 21.184 | bmiPerc >= 0.281) -> Pt_CGMUseNumDays >= 0.010) -> age <= 0.652) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BldPrDia <= 74.582) U[1,2] (UnitsInsBasalOrLongAct >= 2.360)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((HeightCm >= 169.213 -> TSH >= 0.429) -> BldPrDia >= 0.048) | Pt_SiblingT1D <= 1.315) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0]((diabDur <= 8.006 -> HeightCm <= 169.894) -> age >= 169.115) [Discrimination Score: 3.571; Robustness + : 106.944; Robustness - : 103.194; Percent Class + : 0.000; Percent Class - : 1.000]
((HbA1c <= 8.523) U[1,2] (Pt_A1cGoalLev <= 6.981)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](((BGTestAvgNumMeter <= 6.514 -> Triglyc <= 136.882) | Pt_ChildT1D >= 6.495) -> bmiPerc >= 48.710) [Discrimination Score: 0.000; Robustness + : 6.495; Robustness - : 6.495; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1]((bmiPerc >= 0.083 -> HbA1cImputeDtMnC <= 63.577) | Pt_CGMUseNumDays <= 59.946) [Discrimination Score: 0.000; Robustness + : 59.946; Robustness - : 59.946; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](((HbA1c <= 8.897 & TotalDailyInsPerKg <= 0.527) -> SMBGperDayPtMeterCombo >= 0.129) | TotalDailyInsPerKg >= 0.123) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](((BldPrDia <= 75.060 | HbA1cImputeDtMnC >= 10.145) | GFR <= 42.052) | UnitsInsBasalOrLongAct >= 11.018) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](TotalDailyInsPerKg >= 0.201 & Triglyc <= 94.445) [Discrimination Score: 1.182; Robustness + : -77.055; Robustness - : -96.555; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((HbA1c >= 8.124 & Triglyc >= 5.672) -> Pt_A1cGoalLev >= 59.492) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((BldPrDia <= 71.057 | bmiPerc <= 0.566) | diagAgeCombo >= 0.010) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](((age <= 21.742 | BldPrDia >= 59.072) -> Pt_ChildT1D >= 65.210) & BldPrDia >= 58.267) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](BldPrDia >= 59.737 & diabDur <= 6.687) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
