G[0,2](SMBGperDayPtMeterCombo >= 4.729 & BGTestAvgNumPtRep >= 3.202) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.523) U[0,2] (BGTestAvgNumPtRep <= 15.478)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](SMBGperDayPtMeterCombo >= 7.781 & BGTestAvgNumPtRep >= 1.314) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](HbA1c >= 8.045 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](GFR <= 0.000 -> BUN >= 12.175) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1]((WeightKg >= 0.000 | bmi >= 0.000) -> UnitsInsBasalOrLongAct <= 0.000) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.799) U[1,2] (BGTestAvgNumPtRep <= 14.028)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((TSH < 1.130) U[1,1] (Pt_SHFlg = 0.340)) [Discrimination Score: -1.130; Robustness + : 0.000; Robustness - : 1.130; Percent Class + : 0.000; Percent Class - : 1.000]
((BGTestAvgNumMeter >= 0.362) U[1,2] (Pt_SHFlg = 0.652)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((LDL >= 55.830) U[1,2] (Pt_SHFlg = 0.411)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN >= 12.475 -> Pt_SHFlg = 0.470) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumPtRep < 15.080) U[0,2] (Pt_SHFlg = 0.676)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](HbA1cImputeDtMnC > -1.160 -> Pt_SHFlg = 0.653) [Discrimination Score: 1.160; Robustness + : 0.000; Robustness - : -1.160; Percent Class + : 1.000; Percent Class - : 0.000]
((AlbCreatRat_mggNew <= 3.222) U[1,2] (Pt_SHFlg = 0.495)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](SMBGperDayPtMeterCombo > 9.848 & Pt_SHFlg = 0.716) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](HDL > 76.454 -> Pt_SHFlg = 0.843) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](HbA1c > 8.033 & Pt_SHFlg = 0.242) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](diabDur > 46.622 & Pt_SHFlg = 0.386) [Discrimination Score: 46.622; Robustness + : 0.000; Robustness - : -46.622; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](age < 56.269 -> Pt_SHFlg = 0.580) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BldPrDia > 60.736) U[0,2] (Pt_SHFlg = 0.543)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Pt_CGMUseNumDays <= 23.253 -> Pt_SHFlg = 0.270) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((Pt_DKAFlg <= 0.980) U[0,1] (Pt_SHFlg = 0.586)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Pt_GrandparentT1D >= 0.171) U[1,2] (Pt_SHFlg = 0.938)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](NumPumpBolusOrShortAct > 1.284 & Pt_SHFlg = 0.063) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](Pt_FatherT1D > 0.143 -> Pt_SHFlg = 0.739) [Discrimination Score: -0.143; Robustness + : 0.000; Robustness - : 0.143; Percent Class + : 1.000; Percent Class - : 0.000]
((Pt_A1cGoalLev < 3.660) U[1,1] (Pt_SHFlg = 0.057)) [Discrimination Score: -3.660; Robustness + : 0.000; Robustness - : 3.660; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BldPrSys <= 112.469 & Pt_SHFlg = 0.558) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Triglyc >= 37.941 -> Pt_SHFlg = 0.919) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Pt_MotherT1D <= 0.000) U[0,2] (Pt_SHFlg = 0.005)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Pt_SiblingT1D < 0.000) U[0,2] (Pt_SHFlg = 0.873)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Pt_ChildT1D > 0.000) U[0,2] (Pt_SHFlg = 0.427)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Pt_GrandchildT1D <= 0.000 -> Pt_SHFlg = 0.071) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](WeightKg > 0.000 & Pt_SHFlg = 0.217) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((HeightCm > 0.000) U[0,2] (Pt_SHFlg = 0.499)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](DirectLDL >= 0.000 -> Pt_SHFlg = 0.099) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](TotalDailyInsPerKg < 0.000 & Pt_SHFlg = 0.855) [Discrimination Score: 45.000; Robustness + : 0.000; Robustness - : -45.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](TotChol < 0.000 & Pt_SHFlg = 0.479) [Discrimination Score: 77.000; Robustness + : 0.000; Robustness - : -77.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](UnitsInsBasalOrLongAct < 0.000 & Pt_SHFlg = 0.112) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((AutonomicNeuroCl < 0.000) U[0,0] (Pt_SHFlg = 0.938)) [Discrimination Score: 3.494; Robustness + : 0.000; Robustness - : -3.494; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](Pt_InsGov > 0.000 & Pt_SHFlg = 0.848) [Discrimination Score: 0.848; Robustness + : 0.000; Robustness - : -0.848; Percent Class + : 1.000; Percent Class - : 0.000]
((bmi < 0.000) U[0,1] (Pt_SHFlg = 0.968)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((bmiPerc > 0.000) U[0,1] (Pt_SHFlg = 0.532)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((bmiZscore < 0.000) U[2,2] (Pt_SHFlg = 0.325)) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](GFR <= 0.000 -> Pt_SHFlg = 0.023) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((diagAgeCombo > 9.000) U[1,2] (Pt_SHFlg = 0.143)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Pt_A1cGoalLevelDsYr5 <= 0.000) U[0,2] (Pt_SHFlg = 0.943)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Pt_A1cGoalLev >= 2.099 -> Pt_A1cGoalLev >= 0.185) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](((AlbCreatRat_mggNew <= 4.201 -> HDL <= 90.622) -> Pt_SHFlg <= 80.310) | BGTestAvgNumMeter <= 86.457) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2]((HbA1cImputeDtMnC >= 4.978 & SMBGperDayPtMeterCombo <= 13.984) -> HDL >= 6.403) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](HbA1c >= 8.152 | SMBGperDayPtMeterCombo >= 7.724) [Discrimination Score: 7.724; Robustness + : 0.000; Robustness - : -7.724; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](age >= 54.099 -> SMBGperDayPtMeterCombo <= 14.579) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](((BGTestAvgNumPtRep <= 12.854 -> HbA1cImputeDtMnC <= 32.605) | HbA1c >= 11.100) & NumPumpBolusOrShortAct <= 25.581) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((HbA1c <= 8.234 -> HbA1cImputeDtMnC >= 3.123) & Pt_InsGov >= 13.161) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((diabDur >= 45.707 | HbA1cImputeDtMnC <= 16.646) | UnitsInsBasalOrLongAct <= 32.751) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((BldPrDia >= 60.121) U[1,2] (Pt_FatherT1D >= 0.003)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((BldPrDia <= 63.914 & Pt_A1cGoalLev >= 0.187) & Pt_FatherT1D <= 6.861) | TotChol >= 1.539) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((BldPrDia >= 61.642 | Pt_CGMUseNumDays <= 29.536) -> SMBGperDayPtMeterCombo >= 0.405) & HbA1c <= 24.467) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((BUN <= 16.101 & LDL <= 80.250) & BGTestAvgNumPtRep >= 62.087) -> bmiZscore <= 81.940) [Discrimination Score: 81.940; Robustness + : 0.000; Robustness - : -81.940; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((BGTestAvgNumPtRep >= 6.037 -> SMBGperDayPtMeterCombo <= 18.353) -> Pt_InsGov >= 5.462) -> AutonomicNeuroCl >= 5.897) [Discrimination Score: 5.462; Robustness + : 0.000; Robustness - : -5.462; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1]((LDL >= 65.180 | TSH >= 0.202) | Pt_InsGov >= 0.102) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0]((LDL <= 76.488 -> Pt_SHFlg <= 0.855) -> HbA1c >= 0.569) [Discrimination Score: -0.569; Robustness + : 0.000; Robustness - : 0.569; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumPtRep <= 16.187) U[0,1] (BUN >= 11.085)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((BldPrSys >= 100.981 | NumPumpBolusOrShortAct <= 2.617) & BldPrDia >= 0.484) -> bmiZscore >= 1.157) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2]((BGTestAvgNumPtRep >= 2.876 -> HbA1c <= 8.201) -> AlbCreatRat_mggNew <= 8.177) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](BGTestAvgNumPtRep >= 0.664 -> diabDur >= 46.481) [Discrimination Score: 7.519; Robustness + : 0.000; Robustness - : -7.519; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](((BldPrDia >= 59.977 | HDL >= 75.173) | AlbCreatRat_mggNew >= 77.826) & Pt_InsGov >= 68.276) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](AlbCreatRat_mggNew <= 4.812 & BldPrDia >= 60.357) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((BUN <= 17.480 | HbA1cImputeDtMnC >= 9.244) & HbA1cImputeDtMnC <= 19.668) | Pt_SHFlg >= 15.555) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](((BGTestAvgNumMeter >= 0.467 -> BUN <= 17.237) | bmi >= 13.913) -> Pt_ChildT1D >= 10.197) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((BGTestAvgNumPtRep >= 1.021) U[0,2] (LDL <= 77.070)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0]((BUN <= 17.772 & SMBGperDayPtMeterCombo <= 17.513) -> DirectLDL >= 5.157) [Discrimination Score: -5.157; Robustness + : 0.000; Robustness - : 5.157; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0]((age <= 56.569 -> NumPumpBolusOrShortAct <= 1.977) | BGTestAvgNumPtRep <= 2.488) [Discrimination Score: -2.488; Robustness + : 0.000; Robustness - : 2.488; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((HbA1c <= 8.228 | NumPumpBolusOrShortAct >= 1.040) -> bmiPerc <= 1.839) -> AlbCreatRat_mggNew <= 3.785) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Pt_DKAFlg >= 0.063) U[1,1] (Triglyc >= 48.981)) [Discrimination Score: 0.063; Robustness + : 0.000; Robustness - : -0.063; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2]((Pt_A1cGoalLev >= 0.716 & Triglyc <= 57.192) | Pt_CGMUseNumDays >= 39.328) [Discrimination Score: 0.716; Robustness + : 0.000; Robustness - : -0.716; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((HDL <= 84.201 & Pt_A1cGoalLev <= 6.561) -> BldPrSys <= 3.675) [Discrimination Score: 6.561; Robustness + : 0.000; Robustness - : -6.561; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((HDL >= 68.814 | Pt_GrandparentT1D <= 0.341) -> bmiZscore >= 0.213) | BUN <= 0.637) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1]((BUN >= 12.036 & HbA1c <= 8.206) | BUN >= 8.161) [Discrimination Score: 8.161; Robustness + : 0.000; Robustness - : -8.161; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((age >= 55.007 & BUN <= 22.911) & AlbCreatRat_mggNew >= 14.372) -> TotChol <= 21.275) [Discrimination Score: -55.007; Robustness + : 0.000; Robustness - : 55.007; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((AlbCreatRat_mggNew >= 0.109 & Pt_FatherT1D <= 0.557) & UnitsInsBasalOrLongAct <= 0.908) -> TotalDailyInsPerKg <= 0.987) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((HbA1cImputeDtMnC <= 19.689 -> LDL <= 80.959) | Pt_A1cGoalLev >= 58.259) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](((HbA1cImputeDtMnC >= 8.509 | NumPumpBolusOrShortAct >= 0.660) & TotChol >= 0.450) -> Pt_SiblingT1D >= 1.136) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
