G[0,0](SMBGperDayPtMeterCombo >= 1.777 & BGTestAvgNumPtRep >= 0.616) [Discrimination Score: -1.000; Robustness + : 1.884; Robustness - : 2.384; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](HbA1c >= 9.098 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](GFR <= 0.000 -> BUN >= 0.047) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2]((WeightKg >= 51.587 | bmi >= 20.900) -> UnitsInsBasalOrLongAct <= 15.312) [Discrimination Score: 0.000; Robustness + : -15.312; Robustness - : -15.312; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 2.397) U[0,2] (BGTestAvgNumPtRep <= 3.439)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](SMBGperDayPtMeterCombo >= 1.992 & BGTestAvgNumPtRep >= 0.568) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](HbA1c >= 9.341 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](GFR <= 0.000 -> BUN >= 1.195) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0]((WeightKg >= 55.161 | bmi >= 21.252) -> UnitsInsBasalOrLongAct <= 37.461) [Discrimination Score: -10.000; Robustness + : -37.461; Robustness - : -27.461; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 1.158) U[0,1] (BGTestAvgNumPtRep <= 4.628)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](SMBGperDayPtMeterCombo >= 1.070 & BGTestAvgNumPtRep >= 0.281) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](HbA1c >= 9.140 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](GFR <= 0.000 -> BUN >= 0.964) [Discrimination Score: -0.971; Robustness + : -21.145; Robustness - : 0.115; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1]((WeightKg >= 48.669 | bmi >= 20.426) -> UnitsInsBasalOrLongAct <= 15.196) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 1.910) U[1,2] (BGTestAvgNumPtRep <= 2.959)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](SMBGperDayPtMeterCombo >= 1.974 & BGTestAvgNumPtRep >= 0.194) [Discrimination Score: -1.000; Robustness + : 2.306; Robustness - : 2.806; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](HbA1c >= 9.519 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](GFR <= 0.000 -> BUN >= 2.288) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2]((WeightKg >= 55.979 | bmi >= 20.651) -> UnitsInsBasalOrLongAct <= 39.494) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 2.455) U[0,2] (BGTestAvgNumPtRep <= 4.589)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](SMBGperDayPtMeterCombo >= 1.770 & BGTestAvgNumPtRep >= 0.878) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](HbA1c >= 9.085 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](GFR <= 0.000 -> BUN >= 1.795) [Discrimination Score: -0.971; Robustness + : -20.730; Robustness - : 0.115; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0]((WeightKg >= 55.652 | bmi >= 20.956) -> UnitsInsBasalOrLongAct <= 28.951) [Discrimination Score: -10.000; Robustness + : -28.951; Robustness - : -18.951; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 2.404) U[1,2] (BGTestAvgNumPtRep <= 2.690)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](SMBGperDayPtMeterCombo >= 1.895 & BGTestAvgNumPtRep >= 1.308) [Discrimination Score: 0.000; Robustness + : -1.895; Robustness - : -1.895; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](HbA1c >= 8.924 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](GFR <= 0.000 -> BUN >= 1.968) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1]((WeightKg >= 48.421 | bmi >= 21.876) -> UnitsInsBasalOrLongAct <= 29.757) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 1.245) U[0,0] (BGTestAvgNumPtRep <= 4.062)) [Discrimination Score: -32.385; Robustness + : 1.562; Robustness - : 17.755; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](SMBGperDayPtMeterCombo >= 1.130 & BGTestAvgNumPtRep >= 1.561) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](HbA1c >= 9.263 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](GFR <= 0.000 -> BUN >= 2.080) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2]((WeightKg >= 52.344 | bmi >= 20.115) -> UnitsInsBasalOrLongAct <= 22.608) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 1.005) U[1,1] (BGTestAvgNumPtRep <= 2.564)) [Discrimination Score: 0.000; Robustness + : 2.564; Robustness - : 2.564; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](bmiPerc <= 0.832 & Pt_SHFlg = 0.165) [Discrimination Score: 2.665; Robustness + : -36.509; Robustness - : -83.320; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](bmiZscore > 0.497 & Pt_SHFlg = 0.598) [Discrimination Score: 0.000; Robustness + : -0.598; Robustness - : -0.598; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](TotalDailyInsPerKg <= 1.453 & Pt_SHFlg = 0.663) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](Pt_A1cGoalLev < 2.483 -> Pt_SHFlg = 0.706) [Discrimination Score: 0.000; Robustness + : -2.483; Robustness - : -2.483; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BldPrSys >= 103.121 -> Pt_SHFlg = 0.833) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((Triglyc >= 8.667) U[0,2] (Pt_SHFlg = 0.587)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](bmi > 20.536 & Pt_SHFlg = 0.411) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](SMBGperDayPtMeterCombo >= 1.502 -> Pt_SHFlg = 0.114) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((BGTestAvgNumMeter >= 2.272) U[2,2] (Pt_SHFlg = 0.241)) [Discrimination Score: 0.000; Robustness + : -0.241; Robustness - : -0.241; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](NumPumpBolusOrShortAct < 1.977 -> Pt_SHFlg = 0.080) [Discrimination Score: 0.000; Robustness + : -1.977; Robustness - : -1.977; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Pt_InsGov < 0.479 & Pt_SHFlg = 0.621) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((BUN <= 4.020) U[0,1] (Pt_SHFlg = 0.555)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](AlbCreatRat_mggNew >= 1.347 -> Pt_SHFlg = 0.955) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](WeightKg >= 50.631 & Pt_SHFlg = 0.291) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](BldPrDia > 70.266 -> Pt_SHFlg = 0.033) [Discrimination Score: -1.000; Robustness + : -36.234; Robustness - : -33.734; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](UnitsInsBasalOrLongAct < 31.906 & Pt_SHFlg = 0.483) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](HbA1cImputeDtMnC > 12.178 & Pt_SHFlg = 0.422) [Discrimination Score: 2.405; Robustness + : -32.998; Robustness - : -83.063; Percent Class + : 1.000; Percent Class - : 0.000]
((diabDur <= 14.742) U[1,2] (Pt_SHFlg = 0.184)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((age >= 15.249) U[0,1] (Pt_SHFlg = 0.010)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](HDL >= 1.052 -> Pt_SHFlg = 0.924) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((HeightCm >= 157.634) U[1,1] (Pt_SHFlg = 0.227)) [Discrimination Score: 0.000; Robustness + : -0.227; Robustness - : -0.227; Percent Class + : 0.000; Percent Class - : 1.000]
((TSH < 1.499) U[2,2] (Pt_SHFlg = 0.387)) [Discrimination Score: 0.000; Robustness + : 1.499; Robustness - : 1.499; Percent Class + : 0.000; Percent Class - : 1.000]
((BGTestAvgNumPtRep > 1.795) U[2,2] (Pt_SHFlg = 0.662)) [Discrimination Score: 0.000; Robustness + : -0.662; Robustness - : -0.662; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](HbA1c >= 9.360 & Pt_SHFlg = 0.442) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((TotChol <= 185.213) U[1,1] (Pt_SHFlg = 0.575)) [Discrimination Score: 0.000; Robustness + : 185.213; Robustness - : 185.213; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](LDL > 30.488 & Pt_SHFlg = 0.586) [Discrimination Score: 3.358; Robustness + : -41.253; Robustness - : -82.899; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](Pt_CGMUseNumDays > 0.000 -> Pt_SHFlg = 0.092) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](Pt_FatherT1D >= 0.000 & Pt_SHFlg = 0.469) [Discrimination Score: 0.000; Robustness + : -0.469; Robustness - : -0.469; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](Pt_MotherT1D > 0.000 -> Pt_SHFlg = 0.463) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Pt_SiblingT1D < 0.000) U[2,2] (Pt_SHFlg = 0.698)) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Pt_ChildT1D >= 0.000 & Pt_SHFlg = 0.369) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((Pt_GrandchildT1D < 0.000) U[0,2] (Pt_SHFlg = 0.564)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Pt_GrandparentT1D >= 0.000 -> Pt_SHFlg = 0.545) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](DirectLDL <= 0.000 & Pt_SHFlg = 0.004) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](AutonomicNeuroCl < 0.000 -> Pt_SHFlg = 0.379) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Pt_DKAFlg >= 0.000 -> Pt_SHFlg = 0.983) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](GFR > 0.000 -> Pt_SHFlg = 0.933) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](diagAgeCombo > 2.000 & Pt_SHFlg = 0.968) [Discrimination Score: 0.000; Robustness + : -2.000; Robustness - : -2.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Pt_A1cGoalLevelDsYr5 < 0.000) U[1,2] (Pt_SHFlg = 0.265)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](((age <= 15.821 | HbA1cImputeDtMnC >= 34.357) -> diagAgeCombo >= 25.240) & TotChol >= 35.701) [Discrimination Score: -1.000; Robustness + : -25.761; Robustness - : -15.821; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](bmiPerc >= 0.675 | bmiZscore <= 0.781) [Discrimination Score: -0.093; Robustness + : 21.062; Robustness - : 21.244; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((bmi <= 23.756 -> WeightKg >= 48.804) & Pt_InsGov <= 57.730) -> bmi <= 60.635) [Discrimination Score: 0.000; Robustness + : -60.635; Robustness - : -60.635; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((BUN >= 0.209 -> Triglyc >= 71.224) | Pt_A1cGoalLev >= 5.325) & age <= 395.996) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((NumPumpBolusOrShortAct <= 0.864 & Triglyc <= 308.208) -> diabDur >= 63.460) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((diabDur <= 16.199 | HeightCm <= 160.679) | LDL >= 155.364) -> AutonomicNeuroCl <= 159.407) [Discrimination Score: 0.000; Robustness + : -160.679; Robustness - : -160.679; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](HbA1cImputeDtMnC <= 40.000 & HeightCm >= 155.496) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((TSH >= 0.511 | UnitsInsBasalOrLongAct <= 20.120) -> bmi <= 30.086) & HbA1c <= 36.455) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0]((BldPrDia <= 71.867 & Pt_InsGov >= 0.126) -> LDL >= 0.090) [Discrimination Score: -1.691; Robustness + : -1.303; Robustness - : -0.891; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1]((HbA1c <= 12.275 -> LDL <= 64.120) -> Pt_A1cGoalLev >= 44.350) [Discrimination Score: 0.000; Robustness + : 44.350; Robustness - : 44.350; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((BGTestAvgNumPtRep <= 2.105 & Pt_InsGov >= 0.083) | NumPumpBolusOrShortAct <= 0.819) | Pt_A1cGoalLevelDsYr5 <= 0.772) [Discrimination Score: -1.000; Robustness + : 0.796; Robustness - : 0.819; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((HeightCm <= 159.489 & WeightKg <= 60.281) & Pt_SiblingT1D >= 50.753) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((AlbCreatRat_mggNew <= 6.404 -> TSH >= 0.304) -> Triglyc >= 0.059) | DirectLDL <= 0.631) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((BGTestAvgNumMeter <= 3.315 | LDL >= 8.177) & UnitsInsBasalOrLongAct >= 0.210) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1]((BGTestAvgNumPtRep <= 4.407 & BldPrDia >= 62.325) & GFR >= 62.427) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((BldPrDia >= 64.371 & HeightCm >= 158.621) & bmiPerc >= 158.422) -> bmiZscore >= 158.065) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((BGTestAvgNumPtRep >= 0.489 & WeightKg <= 56.123) & HbA1cImputeDtMnC >= 56.089) & Pt_InsGov <= 57.315) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((Triglyc >= 2.791) U[0,2] (UnitsInsBasalOrLongAct >= 7.287)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((HeightCm >= 156.535) U[0,1] (Pt_InsGov >= 0.018)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BGTestAvgNumPtRep <= 3.684 & HeightCm <= 161.297) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((AlbCreatRat_mggNew >= 1.166) U[0,1] (HbA1cImputeDtMnC >= 5.195)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2]((BGTestAvgNumPtRep <= 3.564 | bmi <= 22.677) & NumPumpBolusOrShortAct <= 22.851) [Discrimination Score: 0.000; Robustness + : 22.677; Robustness - : 22.677; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Pt_InsGov <= 0.622 -> TotalDailyInsPerKg >= 1.002) & HbA1c >= 1.030) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Pt_InsGov <= 0.627 -> WeightKg >= 51.513) & WeightKg >= 52.698) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BldPrDia <= 74.629 & TotalDailyInsPerKg <= 1.253) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((HbA1c <= 11.237) U[0,2] (SMBGperDayPtMeterCombo <= 3.337)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((AlbCreatRat_mggNew <= 4.592 -> diabDur <= 15.855) | AlbCreatRat_mggNew <= 16.143) | Pt_ChildT1D >= 13.269) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((age >= 13.859) U[0,1] (WeightKg <= 57.139)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1]((bmiZscore <= 0.941 | Triglyc <= 271.879) -> Pt_MotherT1D >= 55.709) [Discrimination Score: 0.000; Robustness + : -271.879; Robustness - : -271.879; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](bmi >= 20.955 -> HeightCm <= 160.076) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](BldPrDia <= 73.898 & WeightKg >= 52.688) [Discrimination Score: 0.000; Robustness + : -52.688; Robustness - : -52.688; Percent Class + : 0.000; Percent Class - : 1.000]
((BGTestAvgNumPtRep >= 1.345) U[1,1] (BldPrSys <= 106.143)) [Discrimination Score: 0.000; Robustness + : 106.143; Robustness - : 106.143; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](((BldPrDia >= 61.350 | TSH <= 1.395) & Pt_A1cGoalLevelDsYr5 >= 0.160) -> age >= 0.428) [Discrimination Score: 0.000; Robustness + : 0.160; Robustness - : 0.160; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1]((AlbCreatRat_mggNew >= 3.154 -> HeightCm >= 157.268) & HDL >= 157.571) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((BGTestAvgNumMeter >= 2.158 | Pt_A1cGoalLev >= 0.162) | bmi <= 1.735) -> Pt_GrandchildT1D >= 0.948) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](((bmiPerc >= 0.616 & Pt_SHFlg <= 0.747) -> AlbCreatRat_mggNew >= 0.131) & age >= 0.294) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](NumPumpBolusOrShortAct >= 0.384 | UnitsInsBasalOrLongAct <= 24.471) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](((bmi >= 20.781 -> Pt_InsGov <= 0.199) & BldPrDia <= 0.796) | SMBGperDayPtMeterCombo <= 0.356) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
