G[0,0](SMBGperDayPtMeterCombo >= 2.444 & BGTestAvgNumPtRep >= 1.164) [Discrimination Score: -0.000; Robustness + : 1.836; Robustness - : 1.836; Percent Class + : 1.000; Percent Class - : 0.000]
((diabDur <= 5.898) U[0,0] (Pt_SHFlg = 0.534)) [Discrimination Score: 1.000; Robustness + : -7.102; Robustness - : -8.102; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](LDL > 24.143 -> Pt_SHFlg = 0.591) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](BldPrDia > 61.079 & Pt_SHFlg = 0.661) [Discrimination Score: 0.786; Robustness + : -48.086; Robustness - : -60.783; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](UnitsInsBasalOrLongAct >= 14.187 -> Pt_SHFlg = 0.030) [Discrimination Score: 0.000; Robustness + : 0.030; Robustness - : 0.030; Percent Class + : 1.000; Percent Class - : 0.000]
((BUN > 0.706) U[2,2] (Pt_SHFlg = 0.168)) [Discrimination Score: 0.000; Robustness + : -0.168; Robustness - : -0.168; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](NumPumpBolusOrShortAct >= 0.059 & Pt_SHFlg = 0.920) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BldPrSys >= 108.106) U[0,0] (Pt_SHFlg = 0.088)) [Discrimination Score: 0.786; Robustness + : -48.659; Robustness - : -61.356; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](HDL > 14.367 -> Pt_SHFlg = 0.857) [Discrimination Score: 0.000; Robustness + : 0.857; Robustness - : 0.857; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](TotalDailyInsPerKg <= 0.805 & Pt_SHFlg = 0.121) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((Triglyc >= 10.647) U[0,1] (Pt_SHFlg = 0.631)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](bmiZscore <= -0.427 & Pt_SHFlg = 0.526) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](bmiPerc > 0.262 & Pt_SHFlg = 0.947) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](BGTestAvgNumMeter < 2.217 & Pt_SHFlg = 0.511) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](HbA1c > 8.767 & Pt_SHFlg = 0.499) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Pt_CGMUseNumDays < 0.000 & Pt_SHFlg = 0.660) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Pt_FatherT1D > 0.000) U[0,1] (Pt_SHFlg = 0.777)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Pt_MotherT1D >= 0.000) U[0,0] (Pt_SHFlg = 0.400)) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Pt_SiblingT1D > 0.000 -> Pt_SHFlg = 0.286) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Pt_ChildT1D <= 0.000 -> Pt_SHFlg = 0.801) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Pt_GrandchildT1D >= 0.000) U[0,1] (Pt_SHFlg = 0.421)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](DirectLDL >= 0.000 -> Pt_SHFlg = 0.339) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](TotChol < 0.000 & Pt_SHFlg = 0.510) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](AlbCreatRat_mggNew > 4.000 -> Pt_SHFlg = 0.611) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](AutonomicNeuroCl >= 0.000 & Pt_SHFlg = 0.716) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](GFR > 0.000 & Pt_SHFlg = 0.527) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](diagAgeCombo > 8.000 -> Pt_SHFlg = 0.528) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Pt_A1cGoalLev >= 0.000 -> Pt_SHFlg = 0.580) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Pt_A1cGoalLevelDsYr5 >= 0.000) U[0,1] (Pt_SHFlg = 0.536)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](bmiPerc <= 0.362 -> bmiZscore >= -0.446) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](age <= 12.768 | HeightCm <= 149.297) [Discrimination Score: 0.000; Robustness + : 149.297; Robustness - : 149.297; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2]((HeightCm <= 151.686 & WeightKg >= 28.684) & Pt_GrandchildT1D >= 29.513) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2]((HDL <= 17.571 | LDL >= 0.272) & Pt_SiblingT1D >= 25.543) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((HDL >= 2.064 & UnitsInsBasalOrLongAct >= 3.148) & bmiPerc >= 4.667) | Pt_InsGov <= 17.582) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](((HDL >= 4.438 -> Triglyc >= 18.128) & Pt_GrandchildT1D <= 46.076) | bmi >= 7.588) [Discrimination Score: 0.000; Robustness + : 4.438; Robustness - : 4.438; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](((age <= 13.597 -> WeightKg <= 40.684) | bmiZscore <= 42.309) -> DirectLDL <= 40.354) [Discrimination Score: 1.144; Robustness + : -41.926; Robustness - : -42.007; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((diabDur <= 4.890 & HbA1cImputeDtMnC <= 46.613) -> BGTestAvgNumMeter >= 36.247) | BldPrDia >= 2.987) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1]((age <= 12.819 -> HbA1cImputeDtMnC >= 0.938) | Pt_CGMUseNumDays <= 47.633) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](((Triglyc <= 28.372 -> UnitsInsBasalOrLongAct <= 25.748) | HbA1c <= 20.471) | UnitsInsBasalOrLongAct <= 20.617) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((diabDur <= 4.683) U[1,1] (WeightKg <= 39.923)) [Discrimination Score: 0.000; Robustness + : 39.923; Robustness - : 39.923; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((LDL <= 33.263 | UnitsInsBasalOrLongAct >= 6.065) | BUN <= 24.181) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((HbA1cImputeDtMnC <= 44.731 | WeightKg <= 39.200) -> Pt_CGMUseNumDays <= 43.389) | TSH <= 39.534) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((HbA1cImputeDtMnC >= 13.627 | HeightCm >= 141.430) | Pt_A1cGoalLev <= 152.446) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1]((diabDur <= 4.837 & HeightCm >= 134.179) -> TotChol <= 152.423) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((age >= 9.629 & diabDur >= 3.195) -> Pt_ChildT1D <= 4.895) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](((LDL <= 51.822 & Triglyc <= 67.526) | SMBGperDayPtMeterCombo <= 69.696) | AutonomicNeuroCl >= 10.919) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((bmi <= 17.766 | WeightKg <= 41.465) -> DirectLDL >= 33.697) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((bmi >= 16.857) U[1,2] (diabDur >= 2.128)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((BGTestAvgNumPtRep >= 0.741 | Pt_SHFlg <= 0.847) -> BldPrSys >= 0.246) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1]((HeightCm >= 138.388 | Pt_GrandparentT1D >= 0.064) & Pt_DKAFlg <= 0.793) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((Pt_InsGov >= 0.063) U[0,1] (WeightKg <= 40.226)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((bmi <= 17.998 -> HeightCm >= 144.710) -> BGTestAvgNumMeter >= 145.741) [Discrimination Score: 0.000; Robustness + : 17.998; Robustness - : 17.998; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](bmiPerc >= 0.323 & HbA1c <= 11.795) [Discrimination Score: 0.000; Robustness + : -0.323; Robustness - : -0.323; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](((bmiZscore >= -0.473 | HbA1c <= 12.316) -> Pt_GrandchildT1D >= 10.008) & HbA1cImputeDtMnC >= 9.806) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](bmi >= 16.835 -> Pt_InsGov <= 0.886) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((age >= 11.133) U[1,2] (bmi <= 17.622)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0]((age >= 9.471 -> Pt_InsGov <= 0.645) -> diabDur <= 0.955) [Discrimination Score: 0.000; Robustness + : 0.645; Robustness - : 0.645; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](((bmi >= 17.286 -> HbA1cImputeDtMnC >= 15.037) & bmiZscore >= 1.810) | Pt_GrandparentT1D <= 45.303) [Discrimination Score: 0.000; Robustness + : 45.303; Robustness - : 45.303; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BGTestAvgNumPtRep >= 2.542 & TSH >= 0.333) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((diabDur <= 5.469 | Pt_GrandparentT1D >= 0.088) -> WeightKg >= 0.015) & WeightKg >= 0.126) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](((age <= 13.665 -> SMBGperDayPtMeterCombo >= 1.109) & Pt_DKAFlg >= 0.789) -> bmi <= 2.852) [Discrimination Score: -1.000; Robustness + : -2.852; Robustness - : -1.852; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](HbA1cImputeDtMnC <= 51.898 & Pt_InsGov >= 0.024) [Discrimination Score: 0.000; Robustness + : -0.024; Robustness - : -0.024; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](((HeightCm >= 137.963 -> SMBGperDayPtMeterCombo >= 2.568) -> HbA1cImputeDtMnC >= 0.960) & Pt_A1cGoalLev >= 2.269) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((HbA1cImputeDtMnC >= 40.193 -> SMBGperDayPtMeterCombo >= 1.176) & HbA1c >= 0.173) [Discrimination Score: 0.000; Robustness + : -0.173; Robustness - : -0.173; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1]((BldPrSys >= 105.811 | HbA1c >= 10.307) | BGTestAvgNumPtRep <= 10.784) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](bmiZscore <= -0.204 | SMBGperDayPtMeterCombo >= 1.876) [Discrimination Score: 0.000; Robustness + : -0.204; Robustness - : -0.204; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](((bmiPerc <= 0.446 -> SMBGperDayPtMeterCombo >= 2.203) -> Pt_A1cGoalLev <= 4.152) | Pt_A1cGoalLev <= 3.868) [Discrimination Score: 0.000; Robustness + : 3.848; Robustness - : 3.848; Percent Class + : 1.000; Percent Class - : 0.000]
