,Missed Client Rules
31,"((CALCIUM <= 0.000) U[0,0] (death >= 0.000))"
32,"((CALCIUM <= 0.000) U[0,0] (tte <= 0.000))"
33,"((CALCIUM <= 0.000) U[0,0] (y >= 0.000))"
34,"((CALCIUM >= 0.000) U[0,0] (n_edrk <= 0.000))"
35,"((CHLORIDE <= 0.000) U[0,0] (ICU_Pt_Days >= 0.000))"
36,"((CHLORIDE <= 0.000) U[0,0] (Mort >= 0.000))"
37,"((CHLORIDE <= 0.000) U[0,0] (death >= 0.000))"
38,"((CHLORIDE <= 0.000) U[0,0] (direct >= 0.000))"
39,"((CHLORIDE <= 0.000) U[0,0] (n_evts >= 0.000))"
40,"((CHLORIDE <= 0.000) U[0,0] (tte <= 0.000))"
41,"((CHLORIDE >= 0.000) U[0,0] (n_edrk <= 0.000))"
42,"((CO2 <= 0.000) U[0,0] (tte <= 0.000))"
43,"((CREATININE <= 0.000) U[0,0] (ICU_Pt_Days >= 0.000))"
44,"((CREATININE <= 0.000) U[0,0] (death >= 0.000))"
45,"((CREATININE <= 0.000) U[0,0] (n_edrk <= 0.000))"
46,"((CREATININE <= 0.000) U[0,0] (y >= 0.000))"
47,"((CREATININE >= 0.000) U[0,0] (Glasgow_Coma_Scale_Total <= 0.000))"
48,"((CREATININE >= 0.000) U[0,0] (Mort >= 0.000))"
49,"((CREATININE >= 0.000) U[0,0] (direct >= 0.000))"
50,"((CREATININE >= 0.000) U[0,0] (n_evts >= 0.000))"
51,"((CREATININE >= 0.000) U[0,0] (tte <= 0.000))"
52,"((CREATININE >= 0.000) U[0,0] (y >= 0.000))"
53,"((GLUCOSE <= 0.000) U[0,0] (O2_Flow >= 0.000))"
54,"((GLUCOSE <= 0.000) U[0,0] (n_edrk <= 0.000))"
55,"((GLUCOSE <= 0.000) U[0,0] (tte <= 0.000))"
56,"((GLUCOSE <= 0.000) U[0,0] (y >= 0.000))"
57,"((GLUCOSE >= 0.000) U[0,0] (ICU_Pt_Days >= 0.000))"
58,"((GLUCOSE >= 0.000) U[0,0] (Mort >= 0.000))"
59,"((GLUCOSE >= 0.000) U[0,0] (n_evts >= 0.000))"
60,"((GLUCOSE >= 0.000) U[0,0] (y >= 0.000))"
61,"((Glasgow_Coma_Scale_Total <= 0.000) U[0,0] (WHITE_BLOOD_CELL_COUNT <= 0.000))"
62,"((Glasgow_Coma_Scale_Total <= 0.000) U[0,0] (hr >= 0.000))"
63,"((Glasgow_Coma_Scale_Total <= 0.000) U[0,0] (n_edrk <= 0.000))"
64,"((Glasgow_Coma_Scale_Total <= 0.000) U[0,0] (s24_edrk <= 0.000))"
65,"((Glasgow_Coma_Scale_Total <= 0.000) U[0,0] (s2_edrk <= 0.000))"
66,"((Glasgow_Coma_Scale_Total <= 0.000) U[0,0] (s8_edrk >= 0.000))"
67,"((Glasgow_Coma_Scale_Total <= 0.000) U[0,0] (s8_hr <= 0.000))"
68,"((HEMOGLOBIN <= 0.000) U[0,0] (ICU_Pt_Days >= 0.000))"
69,"((HEMOGLOBIN <= 0.000) U[0,0] (O2_Flow >= 0.000))"
70,"((HEMOGLOBIN <= 0.000) U[0,0] (hr >= 0.000))"
71,"((HEMOGLOBIN >= 0.000) U[0,0] (ICU_Pt_Days >= 0.000))"
72,"((HEMOGLOBIN >= 0.000) U[0,0] (MET >= 0.000))"
73,"((HEMOGLOBIN >= 0.000) U[0,0] (Mort >= 0.000))"
74,"((HEMOGLOBIN >= 0.000) U[0,0] (O2_Flow >= 0.000))"
75,"((HEMOGLOBIN >= 0.000) U[0,0] (n_evts >= 0.000))"
76,"((HEMOGLOBIN >= 0.000) U[0,0] (tte <= 0.000))"
77,"((ICU_Pt_Days >= 0.000) U[0,0] (PLATELET_COUNT <= 0.000))"
78,"((ICU_Pt_Days >= 0.000) U[0,0] (PLATELET_COUNT >= 0.000))"
79,"((ICU_Pt_Days >= 0.000) U[0,0] (n_edrk <= 0.000))"
80,"((ICU_Pt_Days >= 0.000) U[0,0] (n_edrk >= 0.000))"
81,"((ICU_Pt_Days >= 0.000) U[0,0] (s24_edrk <= 0.000))"
82,"((ICU_Pt_Days >= 0.000) U[0,0] (s24_hr <= 0.000))"
83,"((ICU_Pt_Days >= 0.000) U[0,0] (s24_hr >= 0.000))"
84,"((ICU_Pt_Days >= 0.000) U[0,0] (s2_edrk <= 0.000))"
85,"((ICU_Pt_Days >= 0.000) U[0,0] (srr >= 0.000))"
86,"((LOS <= 0.000) U[0,0] (n_edrk <= 0.000))"
87,"((LOS >= 0.000) U[0,0] (n_edrk <= 0.000))"
88,"((MAGNESIUM <= 0.000) U[0,0] (Mort >= 0.000))"
89,"((MAGNESIUM <= 0.000) U[0,0] (n_edrk <= 0.000))"
90,"((MAGNESIUM <= 0.000) U[0,0] (n_evts >= 0.000))"
91,"((MAGNESIUM >= 0.000) U[0,0] (n_evts >= 0.000))"
92,"((MAGNESIUM >= 0.000) U[0,0] (y >= 0.000))"
93,"((MET <= 0.000) U[0,0] (TROPONIN_I >= 0.000))"
94,"((MET <= 0.000) U[0,0] (n_edrk <= 0.000))"
95,"((MET >= 0.000) U[0,0] (n_edrk >= 0.000))"
96,"((MET >= 0.000) U[0,0] (s24_edrk <= 0.000))"
97,"((MET >= 0.000) U[0,0] (s24_edrk >= 0.000))"
98,"((MET >= 0.000) U[0,0] (s24_hr <= 0.000))"
99,"((MET >= 0.000) U[0,0] (s2_edrk <= 0.000))"
100,"((MET >= 0.000) U[0,0] (s8_edrk <= 0.000))"
101,"((MET >= 0.000) U[0,0] (s8_edrk >= 0.000))"
102,"((Mort <= 0.000) U[0,0] (n_edrk <= 0.000))"
103,"((Mort >= 0.000) U[0,0] (PLATELET_COUNT <= 0.000))"
104,"((Mort >= 0.000) U[0,0] (SODIUM >= 0.000))"
105,"((Mort >= 0.000) U[0,0] (n_edrk <= 0.000))"
106,"((Mort >= 0.000) U[0,0] (s24_edrk <= 0.000))"
107,"((Mort >= 0.000) U[0,0] (s24_edrk >= 0.000))"
108,"((Mort >= 0.000) U[0,0] (srr <= 0.000))"
109,"((O2_Flow <= 0.000) U[0,0] (PLATELET_COUNT >= 0.000))"
110,"((O2_Flow >= 0.000) U[0,0] (s8_hr <= 0.000))"
111,"((PARTIAL_THROMBOPLASTIN_TIME >= 0.000) U[0,0] (y >= 0.000))"
112,"((PHOSPHORUS >= 0.000) U[0,0] (tte <= 0.000))"
113,"((PLATELET_COUNT <= 0.000) U[0,0] (y >= 0.000))"
114,"((PLATELET_COUNT >= 0.000) U[0,0] (y >= 0.000))"
115,"((POTASSIUM <= 0.000) U[0,0] (tte <= 0.000))"
116,"((POTASSIUM <= 0.000) U[0,0] (y >= 0.000))"
117,"((PROTIME_INR <= 0.000) U[0,0] (tte <= 0.000))"
118,"((PROTIME_INR <= 0.000) U[0,0] (y >= 0.000))"
119,"((SODIUM <= 0.000) U[0,0] (tte <= 0.000))"
120,"((SODIUM >= 0.000) U[0,0] (tte <= 0.000))"
121,"((WHITE_BLOOD_CELL_COUNT <= 0.000) U[0,0] (y >= 0.000))"
122,"((af <= 0.000) U[0,0] (ICU_Pt_Days >= 0.000))"
123,"((af <= 0.000) U[0,0] (direct >= 0.000))"
124,"((af <= 0.000) U[0,0] (n_evts >= 0.000))"
125,"((af >= 0.000) U[0,0] (AF >= 0.000))"
126,"((af >= 0.000) U[0,0] (Glasgow_Coma_Scale_Total <= 0.000))"
127,"((af >= 0.000) U[0,0] (ICU_Pt_Days <= 0.000))"
128,"((af >= 0.000) U[0,0] (ICU_Pt_Days >= 0.000))"
129,"((af >= 0.000) U[0,0] (Mort >= 0.000))"
130,"((af >= 0.000) U[0,0] (direct >= 0.000))"
131,"((af >= 0.000) U[0,0] (n_evts >= 0.000))"
132,"((af >= 0.000) U[0,0] (tte <= 0.000))"
133,"((af >= 0.000) U[0,0] (y >= 0.000))"
134,"((cosen <= 0.000) U[0,0] (Glasgow_Coma_Scale_Total <= 0.000))"
135,"((cosen <= 0.000) U[0,0] (ICU_Pt_Days >= 0.000))"
136,"((cosen <= 0.000) U[0,0] (MET >= 0.000))"
137,"((cosen <= 0.000) U[0,0] (death >= 0.000))"
138,"((cosen <= 0.000) U[0,0] (direct >= 0.000))"
139,"((cosen <= 0.000) U[0,0] (n_edrk <= 0.000))"
140,"((cosen <= 0.000) U[0,0] (n_evts >= 0.000))"
141,"((cosen <= 0.000) U[0,0] (tte <= 0.000))"
142,"((cosen <= 0.000) U[0,0] (y >= 0.000))"
143,"((cosen >= 0.000) U[0,0] (Mort >= 0.000))"
144,"((cosen >= 0.000) U[0,0] (direct >= 0.000))"
145,"((cosen >= 0.000) U[0,0] (n_edrk <= 0.000))"
146,"((cosen >= 0.000) U[0,0] (n_evts >= 0.000))"
147,"((cosen >= 0.000) U[0,0] (y >= 0.000))"
148,"((death <= 0.000) U[0,0] (n_edrk <= 0.000))"
149,"((death >= 0.000) U[0,0] (WHITE_BLOOD_CELL_COUNT <= 0.000))"
150,"((death >= 0.000) U[0,0] (hr <= 0.000))"
151,"((death >= 0.000) U[0,0] (n_edrk <= 0.000))"
152,"((death >= 0.000) U[0,0] (s8_edrk <= 0.000))"
153,"((death >= 0.000) U[0,0] (s8_edrk >= 0.000))"
154,"((dfa <= 0.000) U[0,0] (Glasgow_Coma_Scale_Total <= 0.000))"
155,"((dfa <= 0.000) U[0,0] (ICU_Pt_Days >= 0.000))"
156,"((dfa <= 0.000) U[0,0] (MET >= 0.000))"
157,"((dfa <= 0.000) U[0,0] (O2_Flow >= 0.000))"
158,"((dfa <= 0.000) U[0,0] (direct >= 0.000))"
159,"((dfa <= 0.000) U[0,0] (n_edrk <= 0.000))"
160,"((dfa <= 0.000) U[0,0] (y >= 0.000))"
161,"((dfa >= 0.000) U[0,0] (Glasgow_Coma_Scale_Total <= 0.000))"
162,"((dfa >= 0.000) U[0,0] (n_evts >= 0.000))"
163,"((dfa >= 0.000) U[0,0] (tte <= 0.000))"
164,"((dfa >= 0.000) U[0,0] (y >= 0.000))"
165,"((direct >= 0.000) U[0,0] (edrk >= 0.000))"
166,"((direct >= 0.000) U[0,0] (hr <= 0.000))"
167,"((direct >= 0.000) U[0,0] (n_edrk <= 0.000))"
168,"((direct >= 0.000) U[0,0] (n_edrk >= 0.000))"
169,"((direct >= 0.000) U[0,0] (s24_hr <= 0.000))"
170,"((edrk <= 0.000) U[0,0] (LOS >= 0.000))"
171,"((edrk <= 0.000) U[0,0] (MET >= 0.000))"
172,"((edrk <= 0.000) U[0,0] (tte <= 0.000))"
173,"((edrk >= 0.000) U[0,0] (Glasgow_Coma_Scale_Total <= 0.000))"
174,"((edrk >= 0.000) U[0,0] (ICU_Pt_Days >= 0.000))"
175,"((edrk >= 0.000) U[0,0] (LOS >= 0.000))"
176,"((edrk >= 0.000) U[0,0] (Mort >= 0.000))"
177,"((edrk >= 0.000) U[0,0] (O2_Flow >= 0.000))"
178,"((hr <= 0.000) U[0,0] (ICU_Pt_Days >= 0.000))"
179,"((hr <= 0.000) U[0,0] (LOS <= 0.000))"
180,"((hr <= 0.000) U[0,0] (Mort >= 0.000))"
181,"((hr <= 0.000) U[0,0] (O2_Flow >= 0.000))"
182,"((hr <= 0.000) U[0,0] (n_edrk <= 0.000))"
183,"((hr <= 0.000) U[0,0] (n_evts >= 0.000))"
184,"((hr <= 0.000) U[0,0] (tte <= 0.000))"
185,"((hr <= 0.000) U[0,0] (y >= 0.000))"
186,"((hr >= 0.000) U[0,0] (ICU_Pt_Days >= 0.000))"
187,"((hr >= 0.000) U[0,0] (LOS >= 0.000))"
188,"((hr >= 0.000) U[0,0] (MET >= 0.000))"
189,"((hr >= 0.000) U[0,0] (Mort >= 0.000))"
190,"((hr >= 0.000) U[0,0] (lds <= 0.000))"
191,"((hr >= 0.000) U[0,0] (n_edrk <= 0.000))"
192,"((hr >= 0.000) U[0,0] (n_evts >= 0.000))"
193,"((hr >= 0.000) U[0,0] (tte <= 0.000))"
194,"((hr >= 0.000) U[0,0] (y >= 0.000))"
195,"((lds <= 0.000) U[0,0] (LOS >= 0.000))"
196,"((lds <= 0.000) U[0,0] (Mort >= 0.000))"
197,"((lds <= 0.000) U[0,0] (n_edrk <= 0.000))"
198,"((lds <= 0.000) U[0,0] (y >= 0.000))"
199,"((n_edrk <= 0.000) U[0,0] (O2_Flow <= 0.000))"
200,"((n_edrk <= 0.000) U[0,0] (Resp >= 0.000))"
201,"((n_edrk <= 0.000) U[0,0] (n_evts >= 0.000))"
202,"((n_edrk <= 0.000) U[0,0] (s24_hr >= 0.000))"
203,"((n_edrk <= 0.000) U[0,0] (tte <= 0.000))"
204,"((n_edrk <= 0.000) U[0,0] (tte >= 0.000))"
205,"((n_edrk <= 0.000) U[0,0] (y >= 0.000))"
206,"((n_edrk >= 0.000) U[0,0] (tte <= 0.000))"
207,"((n_edrk >= 0.000) U[0,0] (y >= 0.000))"
208,"((n_evts >= 0.000) U[0,0] (PARTIAL_THROMBOPLASTIN_TIME <= 0.000))"
209,"((n_evts >= 0.000) U[0,0] (s24_edrk <= 0.000))"
210,"((n_evts >= 0.000) U[0,0] (srr >= 0.000))"
211,"((s24_edrk <= 0.000) U[0,0] (y >= 0.000))"
212,"((s24_edrk >= 0.000) U[0,0] (tte <= 0.000))"
213,"((s24_hr <= 0.000) U[0,0] (y >= 0.000))"
214,"((s24_hr >= 0.000) U[0,0] (tte <= 0.000))"
215,"((s24_hr >= 0.000) U[0,0] (y >= 0.000))"
216,"((s2_edrk <= 0.000) U[0,0] (tte <= 0.000))"
217,"((s8_edrk <= 0.000) U[0,0] (tte <= 0.000))"
218,"((s8_edrk <= 0.000) U[0,0] (y >= 0.000))"
219,"((s8_edrk >= 0.000) U[0,0] (y >= 0.000))"
220,"((s8_hr <= 0.000) U[0,0] (y >= 0.000))"
221,"((s8_hr >= 0.000) U[0,0] (y >= 0.000))"
222,"((srr <= 0.000) U[0,0] (tte <= 0.000))"
223,"((srr <= 0.000) U[0,0] (y >= 0.000))"
224,"F[0,0](((af <= 0.000 | AF <= 0.000) & cosen >= 0.000))"
225,"F[0,0]((AF <= 0.000 & ICU_Pt_Days >= 0.000))"
226,"F[0,0]((AF <= 0.000 -> Glasgow_Coma_Scale_Total <= 0.000))"
227,"F[0,0]((AF <= 0.000 -> hr >= 0.000))"
228,"F[0,0]((AF <= 0.000 -> y >= 0.000))"
229,"F[0,0]((AF >= 0.000 & direct >= 0.000))"
230,"F[0,0]((AF >= 0.000 & n_evts >= 0.000))"
231,"F[0,0]((AF >= 0.000 | Glasgow_Coma_Scale_Total <= 0.000))"
232,"F[0,0]((AF >= 0.000 | ICU_Pt_Days >= 0.000))"
233,"F[0,0]((AF >= 0.000 | O2_Flow >= 0.000))"
234,"F[0,0]((BLOOD_UREA_NITROGEN <= 0.000 & CREATININE >= 0.000))"
235,"F[0,0]((BLOOD_UREA_NITROGEN <= 0.000 -> death >= 0.000))"
236,"F[0,0]((BLOOD_UREA_NITROGEN >= 0.000 & HEMOGLOBIN <= 0.000))"
237,"F[0,0]((CALCIUM <= 0.000 & n_evts >= 0.000))"
238,"F[0,0]((CALCIUM >= 0.000 -> direct >= 0.000))"
239,"F[0,0]((CALCIUM >= 0.000 -> n_edrk <= 0.000))"
240,"F[0,0]((CREATININE >= 0.000 & direct >= 0.000))"
241,"F[0,0]((CREATININE >= 0.000 -> ICU_Pt_Days >= 0.000))"
242,"F[0,0]((Glasgow_Coma_Scale_Total <= 0.000 & Pulse <= 0.000))"
243,"F[0,0]((Glasgow_Coma_Scale_Total <= 0.000 & n_edrk >= 0.000))"
244,"F[0,0]((Glasgow_Coma_Scale_Total <= 0.000 & n_evts >= 0.000))"
245,"F[0,0]((Glasgow_Coma_Scale_Total <= 0.000 & s2_edrk <= 0.000))"
246,"F[0,0]((Glasgow_Coma_Scale_Total <= 0.000 & s8_edrk <= 0.000))"
247,"F[0,0]((Glasgow_Coma_Scale_Total <= 0.000 | Mort >= 0.000))"
248,"F[0,0]((Glasgow_Coma_Scale_Total <= 0.000 | O2_Flow >= 0.000))"
249,"F[0,0]((Glasgow_Coma_Scale_Total >= 0.000 -> Mort >= 0.000))"
250,"F[0,0]((Glasgow_Coma_Scale_Total >= 0.000 -> O2_Flow >= 0.000))"
251,"F[0,0]((Glasgow_Coma_Scale_Total >= 0.000 -> n_edrk <= 0.000))"
252,"F[0,0]((HEMOGLOBIN <= 0.000 & ICU_Pt_Days >= 0.000))"
253,"F[0,0]((HEMOGLOBIN <= 0.000 & n_evts >= 0.000))"
254,"F[0,0]((HEMOGLOBIN >= 0.000 & Mort >= 0.000))"
255,"F[0,0]((ICU_Pt_Days <= 0.000 & y >= 0.000))"
256,"F[0,0]((ICU_Pt_Days <= 0.000 -> n_evts >= 0.000))"
257,"F[0,0]((ICU_Pt_Days <= 0.000 -> y >= 0.000))"
258,"F[0,0]((ICU_Pt_Days >= 0.000 & Mort >= 0.000))"
259,"F[0,0]((ICU_Pt_Days >= 0.000 & O2_Flow <= 0.000))"
260,"F[0,0]((ICU_Pt_Days >= 0.000 & n_edrk <= 0.000))"
261,"F[0,0]((ICU_Pt_Days >= 0.000 & n_evts <= 0.000))"
262,"F[0,0]((ICU_Pt_Days >= 0.000 & s8_hr >= 0.000))"
263,"F[0,0]((ICU_Pt_Days >= 0.000 & tte <= 0.000))"
264,"F[0,0]((ICU_Pt_Days >= 0.000 | n_evts >= 0.000))"
265,"F[0,0]((LOS <= 0.000 & O2_Flow >= 0.000))"
266,"F[0,0]((LOS <= 0.000 & n_edrk <= 0.000))"
267,"F[0,0]((LOS <= 0.000 -> TROPONIN_I >= 0.000))"
268,"F[0,0]((LOS >= 0.000 & s8_edrk >= 0.000))"
269,"F[0,0]((LOS >= 0.000 | O2_Flow >= 0.000))"
270,"F[0,0]((MET <= 0.000 & Mort >= 0.000))"
271,"F[0,0]((MET <= 0.000 -> y >= 0.000))"
272,"F[0,0]((MET >= 0.000 & Resp <= 0.000))"
273,"F[0,0]((MET >= 0.000 & Temp >= 0.000))"
274,"F[0,0]((MET >= 0.000 & s24_edrk >= 0.000))"
275,"F[0,0]((MET >= 0.000 & s2_edrk <= 0.000))"
276,"F[0,0]((MET >= 0.000 & s2_edrk >= 0.000))"
277,"F[0,0]((Mort >= 0.000 & Resp <= 0.000))"
278,"F[0,0]((Mort >= 0.000 & SBP <= 0.000))"
279,"F[0,0]((Mort >= 0.000 & WHITE_BLOOD_CELL_COUNT >= 0.000))"
280,"F[0,0]((Mort >= 0.000 & n_edrk >= 0.000))"
281,"F[0,0]((Mort >= 0.000 & tte <= 0.000))"
282,"F[0,0]((Mort >= 0.000 & tte >= 0.000))"
283,"F[0,0]((Mort >= 0.000 | n_edrk <= 0.000))"
284,"F[0,0]((Mort >= 0.000 | n_evts >= 0.000))"
285,"F[0,0]((Mort >= 0.000 | tte <= 0.000))"
286,"F[0,0]((Mort >= 0.000 | y >= 0.000))"
287,"F[0,0]((O2_Flow >= 0.000 & Pulse >= 0.000))"
288,"F[0,0]((O2_Flow >= 0.000 & SpO2 <= 0.000))"
289,"F[0,0]((O2_Flow >= 0.000 & WHITE_BLOOD_CELL_COUNT <= 0.000))"
290,"F[0,0]((PHOSPHORUS <= 0.000 & PLATELET_COUNT >= 0.000))"
291,"F[0,0]((POTASSIUM <= 0.000 & tte <= 0.000))"
292,"F[0,0]((Resp <= 0.000 & s2_edrk <= 0.000))"
293,"F[0,0]((SBP <= 0.000 -> y >= 0.000))"
294,"F[0,0]((SODIUM >= 0.000 & y >= 0.000))"
295,"F[0,0]((Temp >= 0.000 -> y >= 0.000))"
296,"F[0,0]((WHITE_BLOOD_CELL_COUNT <= 0.000 & y >= 0.000))"
297,"F[0,0]((WHITE_BLOOD_CELL_COUNT >= 0.000 & y >= 0.000))"
298,"F[0,0]((af <= 0.000 & cosen >= 0.000))"
299,"F[0,0]((af <= 0.000 & y >= 0.000))"
300,"F[0,0]((af <= 0.000 -> y >= 0.000))"
301,"F[0,0]((af >= 0.000 & ICU_Pt_Days >= 0.000))"
302,"F[0,0]((af >= 0.000 | y >= 0.000))"
303,"F[0,0]((cosen <= 0.000 -> Mort >= 0.000))"
304,"F[0,0]((cosen >= 0.000 & direct >= 0.000))"
305,"F[0,0]((cosen >= 0.000 & n_edrk <= 0.000))"
306,"F[0,0]((cosen >= 0.000 & n_evts >= 0.000))"
307,"F[0,0]((death <= 0.000 & n_evts >= 0.000))"
308,"F[0,0]((death <= 0.000 -> tte <= 0.000))"
309,"F[0,0]((death <= 0.000 -> y >= 0.000))"
310,"F[0,0]((death >= 0.000 & HEMOGLOBIN <= 0.000))"
311,"F[0,0]((death >= 0.000 & MET <= 0.000))"
312,"F[0,0]((death >= 0.000 & SBP >= 0.000))"
313,"F[0,0]((death >= 0.000 & n_evts <= 0.000))"
314,"F[0,0]((death >= 0.000 & n_evts >= 0.000))"
315,"F[0,0]((death >= 0.000 & s24_edrk >= 0.000))"
316,"F[0,0]((death >= 0.000 | Glasgow_Coma_Scale_Total <= 0.000))"
317,"F[0,0]((death >= 0.000 | Mort >= 0.000))"
318,"F[0,0]((death >= 0.000 | n_evts >= 0.000))"
319,"F[0,0]((death >= 0.000 | tte <= 0.000))"
320,"F[0,0]((dfa <= 0.000 & tte <= 0.000))"
321,"F[0,0]((direct <= 0.000 & n_evts >= 0.000))"
322,"F[0,0]((direct <= 0.000 -> LOS >= 0.000))"
323,"F[0,0]((direct <= 0.000 -> n_evts >= 0.000))"
324,"F[0,0]((direct <= 0.000 -> y >= 0.000))"
325,"F[0,0]((direct >= 0.000 & PLATELET_COUNT >= 0.000))"
326,"F[0,0]((direct >= 0.000 & Pulse >= 0.000))"
327,"F[0,0]((direct >= 0.000 & SODIUM >= 0.000))"
328,"F[0,0]((direct >= 0.000 & WHITE_BLOOD_CELL_COUNT <= 0.000))"
329,"F[0,0]((direct >= 0.000 & WHITE_BLOOD_CELL_COUNT >= 0.000))"
330,"F[0,0]((direct >= 0.000 & edrk <= 0.000))"
331,"F[0,0]((direct >= 0.000 & s24_hr <= 0.000))"
332,"F[0,0]((direct >= 0.000 & s24_hr >= 0.000))"
333,"F[0,0]((direct >= 0.000 & s8_hr >= 0.000))"
334,"F[0,0]((direct >= 0.000 & tte <= 0.000))"
335,"F[0,0]((direct >= 0.000 & y >= 0.000))"
336,"F[0,0]((direct >= 0.000 | GLUCOSE <= 0.000))"
337,"F[0,0]((direct >= 0.000 | ICU_Pt_Days >= 0.000))"
338,"F[0,0]((direct >= 0.000 | n_edrk <= 0.000))"
339,"F[0,0]((direct >= 0.000 | n_evts >= 0.000))"
340,"F[0,0]((direct >= 0.000 | y >= 0.000))"
341,"F[0,0]((edrk <= 0.000 & n_evts >= 0.000))"
342,"F[0,0]((edrk <= 0.000 & tte <= 0.000))"
343,"F[0,0]((edrk <= 0.000 -> tte <= 0.000))"
344,"F[0,0]((edrk <= 0.000 -> y >= 0.000))"
345,"F[0,0]((hr <= 0.000 & Mort >= 0.000))"
346,"F[0,0]((hr <= 0.000 -> MET >= 0.000))"
347,"F[0,0]((hr <= 0.000 -> y >= 0.000))"
348,"F[0,0]((hr >= 0.000 & Mort >= 0.000))"
349,"F[0,0]((hr >= 0.000 & PARTIAL_THROMBOPLASTIN_TIME <= 0.000))"
350,"F[0,0]((hr >= 0.000 & Pulse >= 0.000))"
351,"F[0,0]((hr >= 0.000 & tte <= 0.000))"
352,"F[0,0]((hr >= 0.000 & y >= 0.000))"
353,"F[0,0]((lds <= 0.000 & Mort >= 0.000))"
354,"F[0,0]((lds <= 0.000 & n_evts >= 0.000))"
355,"F[0,0]((lds <= 0.000 -> Mort >= 0.000))"
356,"F[0,0]((lds >= 0.000 & n_evts >= 0.000))"
357,"F[0,0]((lds >= 0.000 -> n_evts >= 0.000))"
358,"F[0,0]((n_edrk <= 0.000 & SBP <= 0.000))"
359,"F[0,0]((n_edrk <= 0.000 & tte >= 0.000))"
360,"F[0,0]((n_edrk <= 0.000 & y >= 0.000))"
361,"F[0,0]((n_edrk >= 0.000 & n_evts >= 0.000))"
362,"F[0,0]((n_edrk >= 0.000 -> n_evts >= 0.000))"
363,"F[0,0]((n_edrk >= 0.000 -> tte <= 0.000))"
364,"F[0,0]((n_evts <= 0.000 -> O2_Flow >= 0.000))"
365,"F[0,0]((n_evts <= 0.000 -> tte <= 0.000))"
366,"F[0,0]((n_evts >= 0.000 & PHOSPHORUS >= 0.000))"
367,"F[0,0]((n_evts >= 0.000 & PLATELET_COUNT <= 0.000))"
368,"F[0,0]((n_evts >= 0.000 & Resp >= 0.000))"
369,"F[0,0]((n_evts >= 0.000 & srr >= 0.000))"
370,"F[0,0]((n_evts >= 0.000 & y >= 0.000))"
371,"F[0,0]((n_evts >= 0.000 | y >= 0.000))"
372,"F[0,0]((s24_edrk <= 0.000 & y >= 0.000))"
373,"F[0,0]((s24_edrk >= 0.000 -> tte <= 0.000))"
374,"F[0,0]((s24_hr <= 0.000 & y >= 0.000))"
375,"F[0,0]((s2_edrk <= 0.000 -> y >= 0.000))"
376,"F[0,0]((s2_edrk >= 0.000 & tte <= 0.000))"
377,"F[0,0]((s8_hr <= 0.000 -> y >= 0.000))"
378,"F[0,0]((tte <= 0.000 & WHITE_BLOOD_CELL_COUNT >= 0.000))"
379,"G[0,0]((AF <= 0.000 & Glasgow_Coma_Scale_Total >= 0.000))"
380,"G[0,0]((AF <= 0.000 & cosen <= 0.000))"
