,Non Rules
68,"(G[0,0](LOS < 0.000) & tte = 0.000)"
69,"((ICU_Pt_Days = 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
70,"((Mort < 0.000) U[0,0] (LOS > 0.000))"
71,"(G[0,0](ALBUMIN = 0.000) & tte = 0.000)"
72,MET != 0.000
73,"((ICU_Pt_Days > 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
74,"(F[0,0](ALBUMIN > 0.000) & HEMOGLOBIN < 0.000)"
75,"(G[0,0](lds > 0.000) & F[0,0](CREATININE > 0.000))"
76,"(G[0,0](TOTAL_PROTEIN != 0.000) & HEMOGLOBIN < 0.000)"
77,"((MET != 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
78,"((LOS < 0.000) U[0,0] (LOS != 0.000))"
79,"(G[0,0](TOTAL_PROTEIN != 0.000) & Glasgow_Coma_Scale_Total != 0.000)"
80,"((ALBUMIN < 0.000) U[0,0] (O2_Flow = 0.000))"
81,"((ALBUMIN < 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
82,"F[0,0](ICU_Pt_Days = 0.000)"
83,"F[0,0](Mort = 0.000)"
84,"((LOS != 0.000) U[0,0] (O2_Flow = 0.000))"
85,"((n_evts < 0.000) U[0,0] (LOS < 0.000))"
86,"((LOS < 0.000) U[0,0] (PROTIME_INR != 0.000))"
87,"((POTASSIUM = 0.000) U[0,0] (PROTIME_INR != 0.000))"
88,"(F[0,0](ICU_Pt_Days < 0.000) & srr > 0.000)"
89,"(G[0,0](LOS = 0.000) & F[0,0](ALT_GPT = 0.000))"
90,"F[0,0](LOS > 0.000)"
91,"((y < 0.000) U[0,0] (LOS = 0.000))"
92,"G[0,0](LOS > 0.000)"
93,"((LOS = 0.000) U[0,0] (LOS > 0.000))"
94,"((Mort < 0.000) U[0,0] (LOS = 0.000))"
95,LOS > 0.000
96,"(F[0,0](tte = 0.000) | F[0,0](ALBUMIN = 0.000))"
97,"((ICU_Pt_Days = 0.000) U[0,0] (AST_GOT > 0.000))"
98,"((POTASSIUM = 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
99,"((POTASSIUM = 0.000) U[0,0] (Mort = 0.000))"
100,"((ALBUMIN < 0.000) U[0,0] (n_evts = 0.000))"
101,"(G[0,0](LOS != 0.000) & F[0,0](ALT_GPT = 0.000))"
102,"(F[0,0](BLOOD_UREA_NITROGEN != 0.000) & F[0,0](death < 0.000))"
103,"((ICU_Pt_Days > 0.000) U[0,0] (LOS = 0.000))"
104,"((ICU_Pt_Days < 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
105,"F[0,0](y < 0.000)"
106,"((tte < 0.000) U[0,0] (AST_GOT > 0.000))"
107,"(G[0,0](LOS = 0.000) & tte = 0.000)"
108,"((n_evts = 0.000) U[0,0] (LOS < 0.000))"
109,"(F[0,0](direct < 0.000) & srr > 0.000)"
110,"(F[0,0](LACTIC_ACID = 0.000) & tte = 0.000)"
111,"((MET != 0.000) U[0,0] (LOS = 0.000))"
112,"(F[0,0](GLUCOSE < 0.000) | F[0,0](ALBUMIN = 0.000))"
113,"((y < 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
114,"((LOS = 0.000) U[0,0] (LOS < 0.000))"
115,"(G[0,0](LOS < 0.000) & F[0,0](CREATININE > 0.000))"
116,"((ALBUMIN < 0.000) U[0,0] (LOS < 0.000))"
117,"F[0,0](Sgy = 0.000)"
118,"((Mort > 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
119,"((LOS > 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
120,"((Mort < 0.000) U[0,0] (LOS != 0.000))"
121,"(G[0,0](lds > 0.000) & F[0,0](ALT_GPT = 0.000))"
122,"((tte = 0.000) U[0,0] (LOS > 0.000))"
123,"(F[0,0](tte = 0.000) | F[0,0](O2_Flow < 0.000))"
124,(s8_hr > 0.000 & LOS < 0.000)
125,"(F[0,0](ICU_Pt_Days != 0.000) & F[0,0](death < 0.000))"
126,"(G[0,0](LOS = 0.000) & G[0,0](LOS > 0.000))"
127,"G[0,0](y > 0.000)"
128,"((ICU_Pt_Days < 0.000) U[0,0] (O2_Flow = 0.000))"
129,"((y < 0.000) U[0,0] (Mort = 0.000))"
130,"(F[0,0](ICU_Pt_Days != 0.000) & F[0,0](ALT_GPT = 0.000))"
131,"(G[0,0](LOS != 0.000) & tte = 0.000)"
132,"((ICU_Pt_Days < 0.000) U[0,0] (LOS > 0.000))"
133,"((tte = 0.000) U[0,0] (LOS < 0.000))"
134,"(G[0,0](lds > 0.000) & Glasgow_Coma_Scale_Total != 0.000)"
135,"(G[0,0](ALBUMIN = 0.000) & F[0,0](CREATININE > 0.000))"
136,"(F[0,0](LACTIC_ACID = 0.000) & F[0,0](ALT_GPT = 0.000))"
137,"(F[0,0](LOS < 0.000) & G[0,0](LOS > 0.000))"
138,"(F[0,0](LOS < 0.000) & tte = 0.000)"
139,"((y < 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
140,"((Mort = 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
141,srr > 0.000
142,"((tte = 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
143,"((Mort > 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
144,"((Mort > 0.000) U[0,0] (PROTIME_INR != 0.000))"
145,"((tte < 0.000) U[0,0] (Mort < 0.000))"
146,"(G[0,0](death < 0.000) & F[0,0](death < 0.000))"
147,"(F[0,0](LOS != 0.000) & LOS < 0.000)"
148,"((LOS != 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
149,"((MET != 0.000) U[0,0] (LOS < 0.000))"
150,"((POTASSIUM = 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
151,"((ICU_Pt_Days != 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
152,"(F[0,0](ICU_Pt_Days < 0.000) & Glasgow_Coma_Scale_Total != 0.000)"
153,"((tte < 0.000) U[0,0] (LOS != 0.000))"
154,"(F[0,0](ALBUMIN > 0.000) & Glasgow_Coma_Scale_Total != 0.000)"
155,"((POTASSIUM = 0.000) U[0,0] (AST_GOT > 0.000))"
156,"((tte = 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
157,"((LOS = 0.000) U[0,0] (AST_GOT > 0.000))"
158,"G[0,0](Mort != 0.000)"
159,"(F[0,0](BLOOD_UREA_NITROGEN != 0.000) & srr > 0.000)"
160,"(G[0,0](TOTAL_PROTEIN != 0.000) & F[0,0](CREATININE > 0.000))"
161,"(F[0,0](BLOOD_UREA_NITROGEN != 0.000) & F[0,0](ALT_GPT = 0.000))"
162,"((ICU_Pt_Days > 0.000) U[0,0] (LOS < 0.000))"
163,"((n_evts = 0.000) U[0,0] (n_evts = 0.000))"
164,"((cosen = 0.000) U[0,0] (LOS != 0.000))"
165,ICU_Pt_Days = 0.000
166,"(G[0,0](death < 0.000) & HEMOGLOBIN < 0.000)"
167,"G[0,0](n_evts = 0.000)"
168,"((tte < 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
169,"((LOS = 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
170,"((ICU_Pt_Days < 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
171,"((ICU_Pt_Days = 0.000) U[0,0] (n_evts = 0.000))"
172,"((ICU_Pt_Days < 0.000) U[0,0] (Mort < 0.000))"
173,"((LOS = 0.000) U[0,0] (Mort = 0.000))"
174,"(G[0,0](lds > 0.000) & G[0,0](LOS > 0.000))"
175,"((n_evts = 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
176,"((ICU_Pt_Days != 0.000) U[0,0] (n_evts = 0.000))"
177,"(F[0,0](LACTIC_ACID = 0.000) & F[0,0](death < 0.000))"
178,"((ICU_Pt_Days != 0.000) U[0,0] (Mort = 0.000))"
179,"((LOS < 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
180,"(G[0,0](death < 0.000) & srr > 0.000)"
181,ALBUMIN = 0.000
182,"(G[0,0](TOTAL_PROTEIN != 0.000) & G[0,0](LOS > 0.000))"
183,"(G[0,0](TOTAL_PROTEIN != 0.000) & tte = 0.000)"
184,"((ICU_Pt_Days > 0.000) U[0,0] (PROTIME_INR != 0.000))"
185,"G[0,0](Mort > 0.000)"
186,"((y = 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
187,"(F[0,0](ICU_Pt_Days < 0.000) & G[0,0](LOS > 0.000))"
188,"(F[0,0](ICU_Pt_Days < 0.000) & F[0,0](death < 0.000))"
189,"(F[0,0](direct < 0.000) & tte = 0.000)"
190,"((Mort < 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
191,"G[0,0](ICU_Pt_Days > 0.000)"
192,"F[0,0](tte > 0.000)"
193,"F[0,0](ALT_GPT > 0.000)"
194,"((n_evts = 0.000) U[0,0] (AST_GOT > 0.000))"
195,"(s8_hr > 0.000 & F[0,0](ALT_GPT = 0.000))"
196,"(G[0,0](LOS < 0.000) & G[0,0](LOS > 0.000))"
197,"F[0,0](Mort < 0.000)"
198,"F[0,0](n_evts < 0.000)"
199,"((POTASSIUM = 0.000) U[0,0] (LOS = 0.000))"
200,"F[0,0](ICU_Pt_Days > 0.000)"
201,"(G[0,0](death < 0.000) & F[0,0](ALT_GPT = 0.000))"
202,"(G[0,0](death < 0.000) & Glasgow_Coma_Scale_Total != 0.000)"
203,"((ALBUMIN < 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
204,"((n_evts = 0.000) U[0,0] (LOS != 0.000))"
205,(s8_hr > 0.000 & srr > 0.000)
206,"((n_evts < 0.000) U[0,0] (n_evts = 0.000))"
207,"(F[0,0](ICU_Pt_Days < 0.000) & tte = 0.000)"
208,"(G[0,0](LOS != 0.000) & LOS < 0.000)"
209,"(F[0,0](ICU_Pt_Days < 0.000) & LOS < 0.000)"
210,"((LOS != 0.000) U[0,0] (n_evts = 0.000))"
211,"G[0,0](n_evts > 0.000)"
212,"((tte < 0.000) U[0,0] (PROTIME_INR != 0.000))"
213,"((LOS != 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
214,"G[0,0](LOS = 0.000)"
215,"((y < 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
216,"G[0,0](LOS != 0.000)"
217,"(F[0,0](LOS != 0.000) & Glasgow_Coma_Scale_Total != 0.000)"
218,"(G[0,0](lds > 0.000) & LOS < 0.000)"
219,"((LOS < 0.000) U[0,0] (n_evts = 0.000))"
220,"((n_evts < 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
221,"((n_evts < 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
222,y = 0.000
223,"((Mort > 0.000) U[0,0] (O2_Flow = 0.000))"
224,"(F[0,0](ALBUMIN > 0.000) & tte = 0.000)"
225,"((ICU_Pt_Days > 0.000) U[0,0] (n_evts = 0.000))"
226,"((MET != 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
227,"((POTASSIUM = 0.000) U[0,0] (Mort < 0.000))"
228,"((LOS < 0.000) U[0,0] (LOS = 0.000))"
229,"((Mort > 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
230,"((tte = 0.000) U[0,0] (PROTIME_INR != 0.000))"
231,LOS < 0.000
232,"((ICU_Pt_Days < 0.000) U[0,0] (n_evts = 0.000))"
233,"F[0,0](LOS != 0.000)"
234,"((Mort = 0.000) U[0,0] (LOS = 0.000))"
235,"((Mort = 0.000) U[0,0] (Mort < 0.000))"
236,"((POTASSIUM = 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
237,"((n_evts = 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
238,"((ALBUMIN < 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
239,"(G[0,0](TOTAL_PROTEIN != 0.000) & F[0,0](ALT_GPT = 0.000))"
240,"(s8_hr > 0.000 & G[0,0](LOS > 0.000))"
241,"(F[0,0](LOS != 0.000) & tte = 0.000)"
242,"(F[0,0](LOS = 0.000) | F[0,0](LOS < 0.000))"
243,"((tte = 0.000) U[0,0] (LOS = 0.000))"
244,"F[0,0](Mort != 0.000)"
245,"F[0,0](tte != 0.000)"
246,ICU_Pt_Days < 0.000
247,"(F[0,0](ICU_Pt_Days < 0.000) & F[0,0](CREATININE > 0.000))"
248,"F[0,0](ICU_Pt_Days < 0.000)"
249,"((y < 0.000) U[0,0] (AST_GOT > 0.000))"
250,"(F[0,0](LOS = 0.000) | F[0,0](O2_Flow < 0.000))"
251,"((tte < 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
252,"((y < 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
253,"((cosen = 0.000) U[0,0] (LOS = 0.000))"
254,"(G[0,0](TOTAL_PROTEIN != 0.000) & LOS < 0.000)"
255,"((tte < 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
256,"((n_evts < 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
257,"(F[0,0](LACTIC_ACID = 0.000) & Glasgow_Coma_Scale_Total != 0.000)"
258,"(G[0,0](ALBUMIN = 0.000) & G[0,0](LOS > 0.000))"
259,"(F[0,0](ICU_Pt_Days < 0.000) & HEMOGLOBIN < 0.000)"
260,"F[0,0](death > 0.000)"
261,"((ICU_Pt_Days != 0.000) U[0,0] (LOS = 0.000))"
262,"((cosen = 0.000) U[0,0] (AST_GOT > 0.000))"
263,"((LOS > 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
264,"((ICU_Pt_Days > 0.000) U[0,0] (LOS != 0.000))"
265,"((LOS != 0.000) U[0,0] (LOS > 0.000))"
266,"((LOS > 0.000) U[0,0] (Mort = 0.000))"
267,"((ICU_Pt_Days != 0.000) U[0,0] (AST_GOT > 0.000))"
268,"(G[0,0](LOS != 0.000) & srr > 0.000)"
269,"((Mort < 0.000) U[0,0] (Mort = 0.000))"
270,"(F[0,0](ICU_Pt_Days != 0.000) & srr > 0.000)"
271,"G[0,0](y = 0.000)"
272,"(F[0,0](BLOOD_UREA_NITROGEN != 0.000) & F[0,0](CREATININE > 0.000))"
273,"((LOS = 0.000) U[0,0] (Mort < 0.000))"
274,"(G[0,0](lds > 0.000) & F[0,0](death < 0.000))"
275,"(F[0,0](LOS != 0.000) & G[0,0](LOS > 0.000))"
276,"G[0,0](Mort = 0.000)"
277,"((LOS < 0.000) U[0,0] (LOS < 0.000))"
278,"((MET != 0.000) U[0,0] (AST_GOT > 0.000))"
279,"((ALBUMIN < 0.000) U[0,0] (PROTIME_INR != 0.000))"
280,"((ICU_Pt_Days = 0.000) U[0,0] (PROTIME_INR != 0.000))"
281,"((LOS = 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
282,"(F[0,0](ALBUMIN > 0.000) & G[0,0](LOS > 0.000))"
283,"((LOS < 0.000) U[0,0] (Mort < 0.000))"
284,"((Mort > 0.000) U[0,0] (LOS < 0.000))"
285,"((y < 0.000) U[0,0] (LOS > 0.000))"
286,"(F[0,0](srr > 0.000) | F[0,0](death > 0.000))"
287,"G[0,0](LOS < 0.000)"
288,"((ICU_Pt_Days = 0.000) U[0,0] (LOS > 0.000))"
289,"(G[0,0](LOS < 0.000) & srr > 0.000)"
290,"(F[0,0](direct < 0.000) & Glasgow_Coma_Scale_Total != 0.000)"
291,"((y < 0.000) U[0,0] (O2_Flow = 0.000))"
292,"((ALBUMIN < 0.000) U[0,0] (AST_GOT > 0.000))"
293,"((Mort = 0.000) U[0,0] (PROTIME_INR != 0.000))"
294,"((Mort > 0.000) U[0,0] (LOS = 0.000))"
295,"((Mort > 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
296,"((ALBUMIN < 0.000) U[0,0] (LOS > 0.000))"
297,"((cosen = 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
298,"((tte = 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
299,"(G[0,0](LOS != 0.000) & HEMOGLOBIN < 0.000)"
300,"((LOS < 0.000) U[0,0] (O2_Flow = 0.000))"
301,"(F[0,0](LOS < 0.000) & HEMOGLOBIN < 0.000)"
302,"((LOS > 0.000) U[0,0] (LOS > 0.000))"
303,"((Mort > 0.000) U[0,0] (Mort < 0.000))"
304,"G[0,0](tte < 0.000)"
305,"(G[0,0](ALBUMIN = 0.000) & Glasgow_Coma_Scale_Total != 0.000)"
306,"(F[0,0](LOS < 0.000) & Glasgow_Coma_Scale_Total != 0.000)"
307,"((LOS != 0.000) U[0,0] (AST_GOT > 0.000))"
308,"((y = 0.000) U[0,0] (PROTIME_INR != 0.000))"
309,"(G[0,0](ALBUMIN = 0.000) & HEMOGLOBIN < 0.000)"
310,"((ICU_Pt_Days > 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
311,(s8_hr > 0.000 & Glasgow_Coma_Scale_Total != 0.000)
312,"((y = 0.000) U[0,0] (LOS < 0.000))"
313,"F[0,0](direct > 0.000)"
314,"((POTASSIUM = 0.000) U[0,0] (LOS != 0.000))"
315,"((n_evts < 0.000) U[0,0] (LOS = 0.000))"
316,"((LOS != 0.000) U[0,0] (Mort < 0.000))"
317,Mort = 0.000
318,"((Mort < 0.000) U[0,0] (LOS < 0.000))"
319,Mort > 0.000
320,"((Mort > 0.000) U[0,0] (Mort = 0.000))"
321,"((ICU_Pt_Days < 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
322,"((y < 0.000) U[0,0] (LOS != 0.000))"
323,"((cosen = 0.000) U[0,0] (LOS < 0.000))"
324,"((LOS > 0.000) U[0,0] (AST_GOT > 0.000))"
325,"((Mort < 0.000) U[0,0] (PROTIME_INR != 0.000))"
326,"(F[0,0](LACTIC_ACID = 0.000) & HEMOGLOBIN < 0.000)"
327,"(G[0,0](lds > 0.000) & srr > 0.000)"
328,"F[0,0](n_evts > 0.000)"
329,"((ALBUMIN < 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
330,"((MET != 0.000) U[0,0] (PROTIME_INR != 0.000))"
331,"F[0,0](death != 0.000)"
332,"((ICU_Pt_Days < 0.000) U[0,0] (AST_GOT > 0.000))"
333,"((ICU_Pt_Days > 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
334,"(G[0,0](LOS < 0.000) & F[0,0](death < 0.000))"
335,n_evts = 0.000
336,"((ICU_Pt_Days > 0.000) U[0,0] (AST_GOT > 0.000))"
337,"G[0,0](y < 0.000)"
338,"((MET != 0.000) U[0,0] (O2_Flow = 0.000))"
339,"((LOS < 0.000) U[0,0] (LOS > 0.000))"
340,(s8_hr > 0.000 & HEMOGLOBIN < 0.000)
341,"((ICU_Pt_Days < 0.000) U[0,0] (PROTIME_INR != 0.000))"
342,"((LOS != 0.000) U[0,0] (LOS < 0.000))"
343,"((n_evts = 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
344,"(F[0,0](BLOOD_UREA_NITROGEN != 0.000) & tte = 0.000)"
345,"(G[0,0](LOS < 0.000) & HEMOGLOBIN < 0.000)"
346,"((LOS != 0.000) U[0,0] (Mort = 0.000))"
347,"G[0,0](CHLORIDE > 0.000)"
348,"(s8_hr > 0.000 & F[0,0](CREATININE > 0.000))"
349,"(F[0,0](ALBUMIN > 0.000) & F[0,0](death < 0.000))"
350,"((tte = 0.000) U[0,0] (Mort < 0.000))"
351,"(F[0,0](LOS < 0.000) & srr > 0.000)"
352,"((Mort > 0.000) U[0,0] (LOS > 0.000))"
353,"((MET != 0.000) U[0,0] (n_evts = 0.000))"
354,"((y < 0.000) U[0,0] (Mort < 0.000))"
355,"((MET != 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
356,"((tte < 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
357,"(G[0,0](LOS = 0.000) & F[0,0](death < 0.000))"
358,"(G[0,0](ALBUMIN = 0.000) & srr > 0.000)"
359,"((tte = 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
360,"((POTASSIUM = 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
361,"(F[0,0](ICU_Pt_Days != 0.000) & HEMOGLOBIN < 0.000)"
362,ICU_Pt_Days > 0.000
363,"((cosen = 0.000) U[0,0] (Mort < 0.000))"
364,"((Mort = 0.000) U[0,0] (LOS > 0.000))"
365,"G[0,0](ICU_Pt_Days < 0.000)"
366,"(MET != 0.000 -> F[0,0](PROTIME_INR > 0.000))"
367,"((y = 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
368,"((tte < 0.000) U[0,0] (LOS = 0.000))"
369,"F[0,0](y != 0.000)"
370,"((POTASSIUM = 0.000) U[0,0] (n_evts = 0.000))"
371,"((ICU_Pt_Days != 0.000) U[0,0] (LOS < 0.000))"
372,"G[0,0](direct > 0.000)"
373,"((ICU_Pt_Days != 0.000) U[0,0] (PROTIME_INR != 0.000))"
374,LOS = 0.000
375,"((LOS != 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
376,"((LOS > 0.000) U[0,0] (Mort < 0.000))"
377,"((ICU_Pt_Days < 0.000) U[0,0] (LOS != 0.000))"
378,"((Mort = 0.000) U[0,0] (AST_GOT > 0.000))"
379,"((ICU_Pt_Days = 0.000) U[0,0] (LOS != 0.000))"
380,"(G[0,0](LOS = 0.000) & LOS < 0.000)"
381,"((y = 0.000) U[0,0] (n_evts = 0.000))"
382,"((Mort = 0.000) U[0,0] (O2_Flow = 0.000))"
383,"(F[0,0](LACTIC_ACID = 0.000) & F[0,0](CREATININE > 0.000))"
384,"((ICU_Pt_Days != 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
385,"((ICU_Pt_Days < 0.000) U[0,0] (Mort = 0.000))"
386,"((cosen = 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
387,"(F[0,0](BLOOD_UREA_NITROGEN != 0.000) & LOS < 0.000)"
388,(s8_hr > 0.000 & tte = 0.000)
389,"((n_evts < 0.000) U[0,0] (LOS != 0.000))"
390,"G[0,0](CO2 != 0.000)"
391,"(F[0,0](direct < 0.000) & G[0,0](LOS > 0.000))"
392,"(F[0,0](LACTIC_ACID = 0.000) & LOS < 0.000)"
393,"(G[0,0](LOS < 0.000) & Glasgow_Coma_Scale_Total != 0.000)"
394,"(F[0,0](GLUCOSE < 0.000) | F[0,0](O2_Flow < 0.000))"
395,"(F[0,0](LOS != 0.000) & srr > 0.000)"
396,"G[0,0](ICU_Pt_Days != 0.000)"
397,"((LOS != 0.000) U[0,0] (PROTIME_INR != 0.000))"
398,"F[0,0](s8_edrk < 0.000)"
399,"((ALBUMIN < 0.000) U[0,0] (LOS != 0.000))"
400,"((cosen = 0.000) U[0,0] (O2_Flow = 0.000))"
401,"(F[0,0](direct < 0.000) & F[0,0](CREATININE > 0.000))"
402,"(WHITE_BLOOD_CELL_COUNT > 0.000 -> F[0,0](PROTIME_INR > 0.000))"
403,"(F[0,0](ICU_Pt_Days < 0.000) & F[0,0](ALT_GPT = 0.000))"
404,"((ALBUMIN < 0.000) U[0,0] (LOS = 0.000))"
405,"((cosen = 0.000) U[0,0] (Mort = 0.000))"
406,"(G[0,0](ALBUMIN = 0.000) & F[0,0](ALT_GPT = 0.000))"
407,"(F[0,0](srr > 0.000) | F[0,0](LOS < 0.000))"
408,"(F[0,0](ICU_Pt_Days != 0.000) & Glasgow_Coma_Scale_Total != 0.000)"
409,"(F[0,0](LOS != 0.000) & F[0,0](CREATININE > 0.000))"
410,"((ICU_Pt_Days = 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
