,Non Rules
50,"((TOTAL_BILIRUBIN = 0.000) U[0,0] (tte > 0.000))"
51,"((CALCIUM < 0.000) U[0,0] (n_evts < 0.000))"
52,"((s8_edrk = 0.000) U[0,0] (LOS < 0.000))"
53,"((ALBUMIN > 0.000) U[0,0] (Mort = 0.000))"
54,"((CALCIUM > 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
55,"((PLATELET_COUNT > 0.000) U[0,0] (n_evts > 0.000))"
56,"((s2_hr = 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
57,"((direct = 0.000) U[0,0] (y < 0.000))"
58,"((SpO2 > 0.000) U[0,0] (LOS > 0.000))"
59,"((SBP = 0.000) U[0,0] (SpO2 > 0.000))"
60,"((s8_hr > 0.000) U[0,0] (LOS = 0.000))"
61,"((dfa = 0.000) U[0,0] (death > 0.000))"
62,"((PCO2 = 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
63,"((ALBUMIN > 0.000) U[0,0] (Resp > 0.000))"
64,"((GLUCOSE < 0.000) U[0,0] (y < 0.000))"
65,"((TROPONIN_I = 0.000) U[0,0] (y < 0.000))"
66,"((OXYGEN_SATURATION = 0.000) U[0,0] (PLATELET_COUNT < 0.000))"
67,"((TROPONIN_I = 0.000) U[0,0] (direct > 0.000))"
68,"((s2_hr > 0.000) U[0,0] (death > 0.000))"
69,"((SBP = 0.000) U[0,0] (LOS > 0.000))"
70,"((s2_edrk = 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
71,"((MAGNESIUM > 0.000) U[0,0] (death > 0.000))"
72,"((CO2 < 0.000) U[0,0] (LOS > 0.000))"
73,"((af = 0.000) U[0,0] (MET > 0.000))"
74,"((lds = 0.000) U[0,0] (Sgy > 0.000))"
75,"((ICU_Pt_Days < 0.000) U[0,0] (direct > 0.000))"
76,"((OXYGEN_SATURATION > 0.000) U[0,0] (Mort > 0.000))"
77,"((HEMOGLOBIN = 0.000) U[0,0] (Mort > 0.000))"
78,"((HEMOGLOBIN > 0.000) U[0,0] (Mort < 0.000))"
79,"((Resp < 0.000) U[0,0] (tte > 0.000))"
80,"((CHLORIDE > 0.000) U[0,0] (Mort < 0.000))"
81,"((CALCIUM < 0.000) U[0,0] (LOS = 0.000))"
82,"((s24_edrk = 0.000) U[0,0] (n_evts = 0.000))"
83,"((SODIUM > 0.000) U[0,0] (LOS = 0.000))"
84,"((y = 0.000) U[0,0] (y > 0.000))"
85,"((SpO2 < 0.000) U[0,0] (Mort > 0.000))"
86,"((death > 0.000) U[0,0] (PLATELET_COUNT < 0.000))"
87,"((HEMOGLOBIN != 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
88,"((GLUCOSE = 0.000) U[0,0] (tte > 0.000))"
89,"((ALBUMIN < 0.000) U[0,0] (SpO2 > 0.000))"
90,"((POTASSIUM = 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
91,"((Glasgow_Coma_Scale_Total > 0.000) U[0,0] (Mort > 0.000))"
92,"((HEMOGLOBIN < 0.000) U[0,0] (O2_Flow > 0.000))"
93,"((TOTAL_PROTEIN = 0.000) U[0,0] (y = 0.000))"
94,"((cosen > 0.000) U[0,0] (Sgy > 0.000))"
95,"((CO2 > 0.000) U[0,0] (MET > 0.000))"
96,"((ALT_GPT > 0.000) U[0,0] (SpO2 > 0.000))"
97,"((HEMOGLOBIN != 0.000) U[0,0] (y < 0.000))"
98,"((AF = 0.000) U[0,0] (Resp > 0.000))"
99,"((ALT_GPT > 0.000) U[0,0] (y < 0.000))"
100,"((srr > 0.000) U[0,0] (Mort = 0.000))"
101,"((Pulse = 0.000) U[0,0] (direct > 0.000))"
102,"((MAGNESIUM > 0.000) U[0,0] (n_evts = 0.000))"
103,"((edrk = 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
104,"((MET = 0.000) U[0,0] (n_evts < 0.000))"
105,"((Resp = 0.000) U[0,0] (LOS > 0.000))"
106,"((Mort < 0.000) U[0,0] (LOS > 0.000))"
107,"((s8_hr > 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
108,"((Temp > 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
109,"((s2_edrk = 0.000) U[0,0] (death > 0.000))"
110,"((edrk = 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
111,"((O2_Flow < 0.000) U[0,0] (death > 0.000))"
112,"((GLUCOSE > 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
113,"((OXYGEN_SATURATION = 0.000) U[0,0] (n_evts > 0.000))"
114,"((SpO2 = 0.000) U[0,0] (Mort = 0.000))"
115,"((Sgy > 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
116,"((n_evts > 0.000) U[0,0] (death > 0.000))"
117,"((Mort = 0.000) U[0,0] (LOS > 0.000))"
118,"((cosen = 0.000) U[0,0] (O2_Flow > 0.000))"
119,"((srr = 0.000) U[0,0] (O2_Flow > 0.000))"
120,"((direct = 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
121,"((ICU_Pt_Days = 0.000) U[0,0] (LOS > 0.000))"
122,"((GLUCOSE > 0.000) U[0,0] (Mort < 0.000))"
123,"((s2_hr > 0.000) U[0,0] (n_evts < 0.000))"
124,"((srr > 0.000) U[0,0] (LOS > 0.000))"
125,"((Resp > 0.000) U[0,0] (n_evts = 0.000))"
126,"((s8_hr = 0.000) U[0,0] (direct > 0.000))"
127,"((edrk > 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
128,"((SBP < 0.000) U[0,0] (n_evts > 0.000))"
129,"((MET = 0.000) U[0,0] (LOS > 0.000))"
130,"((s2_edrk > 0.000) U[0,0] (LOS > 0.000))"
131,"((GLUCOSE = 0.000) U[0,0] (direct > 0.000))"
132,"((TROPONIN_I = 0.000) U[0,0] (LOS = 0.000))"
133,"((TROPONIN_I = 0.000) U[0,0] (death > 0.000))"
134,"((s8_edrk > 0.000) U[0,0] (direct > 0.000))"
135,"((CHLORIDE < 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
136,"((n_evts < 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
137,"((Sgy = 0.000) U[0,0] (Mort > 0.000))"
138,"((BLOOD_UREA_NITROGEN < 0.000) U[0,0] (y > 0.000))"
139,"((LOS < 0.000) U[0,0] (n_evts = 0.000))"
140,"((Glasgow_Coma_Scale_Total > 0.000) U[0,0] (Mort = 0.000))"
141,"((PCO2 > 0.000) U[0,0] (Mort > 0.000))"
142,"((edrk = 0.000) U[0,0] (Mort = 0.000))"
143,"((Resp < 0.000) U[0,0] (death > 0.000))"
144,"((TOTAL_BILIRUBIN > 0.000) U[0,0] (y > 0.000))"
145,"((death < 0.000) U[0,0] (y < 0.000))"
146,"((lds = 0.000) U[0,0] (Mort < 0.000))"
147,"((TOTAL_BILIRUBIN > 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
148,"((s2_edrk > 0.000) U[0,0] (tte > 0.000))"
149,"((Temp > 0.000) U[0,0] (n_evts > 0.000))"
150,"((SpO2 > 0.000) U[0,0] (SpO2 > 0.000))"
151,"((CHLORIDE = 0.000) U[0,0] (LOS = 0.000))"
152,"((cosen = 0.000) U[0,0] (tte > 0.000))"
153,"((SODIUM > 0.000) U[0,0] (O2_Flow > 0.000))"
154,"((ALKALINE_PHOSPHATASE > 0.000) U[0,0] (Mort > 0.000))"
155,"((cosen = 0.000) U[0,0] (LOS > 0.000))"
156,"((n_edrk > 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
157,"((Temp > 0.000) U[0,0] (LOS < 0.000))"
158,"((O2_Flow < 0.000) U[0,0] (direct > 0.000))"
159,"((s8_edrk > 0.000) U[0,0] (tte > 0.000))"
160,"((edrk = 0.000) U[0,0] (O2_Flow > 0.000))"
161,"((SBP > 0.000) U[0,0] (SBP > 0.000))"
162,"((CALCIUM > 0.000) U[0,0] (LOS > 0.000))"
163,"((TOTAL_PROTEIN = 0.000) U[0,0] (LOS = 0.000))"
164,"((PLATELET_COUNT > 0.000) U[0,0] (LOS = 0.000))"
165,"((AST_GOT = 0.000) U[0,0] (y > 0.000))"
166,"((CO2 = 0.000) U[0,0] (direct > 0.000))"
167,"((death > 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
168,"((CALCIUM < 0.000) U[0,0] (SpO2 > 0.000))"
169,"((ALT_GPT > 0.000) U[0,0] (LOS < 0.000))"
170,"((Pulse = 0.000) U[0,0] (y < 0.000))"
171,"((s8_edrk > 0.000) U[0,0] (Sgy > 0.000))"
172,"((Glasgow_Coma_Scale_Total = 0.000) U[0,0] (y > 0.000))"
173,"((ALKALINE_PHOSPHATASE = 0.000) U[0,0] (direct > 0.000))"
174,"((tte < 0.000) U[0,0] (LOS < 0.000))"
175,"((hr > 0.000) U[0,0] (n_evts = 0.000))"
176,"((death < 0.000) U[0,0] (LOS = 0.000))"
177,"((dfa > 0.000) U[0,0] (Mort > 0.000))"
178,"((ALKALINE_PHOSPHATASE > 0.000) U[0,0] (direct > 0.000))"
179,"((SBP < 0.000) U[0,0] (SBP > 0.000))"
180,"((Pulse > 0.000) U[0,0] (Mort > 0.000))"
181,"((POTASSIUM > 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
182,"((MET = 0.000) U[0,0] (n_evts > 0.000))"
183,"((MET > 0.000) U[0,0] (y > 0.000))"
184,"((Resp < 0.000) U[0,0] (Mort > 0.000))"
185,"((tte < 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
186,"((AST_GOT < 0.000) U[0,0] (LOS = 0.000))"
187,"((PROTIME_INR > 0.000) U[0,0] (y < 0.000))"
188,"((n_evts > 0.000) U[0,0] (PLATELET_COUNT < 0.000))"
189,"((edrk > 0.000) U[0,0] (tte > 0.000))"
190,"((ALT_GPT < 0.000) U[0,0] (SpO2 > 0.000))"
191,"((CO2 = 0.000) U[0,0] (Sgy > 0.000))"
192,"((s8_hr > 0.000) U[0,0] (y > 0.000))"
193,"((PROTIME_INR > 0.000) U[0,0] (tte > 0.000))"
194,"((AF > 0.000) U[0,0] (y > 0.000))"
195,"((y > 0.000) U[0,0] (y = 0.000))"
196,"((AF > 0.000) U[0,0] (Mort < 0.000))"
197,"((n_edrk > 0.000) U[0,0] (death > 0.000))"
198,"((TOTAL_PROTEIN = 0.000) U[0,0] (Resp > 0.000))"
199,"((srr > 0.000) U[0,0] (death > 0.000))"
200,"((death > 0.000) U[0,0] (Mort > 0.000))"
201,"((SBP = 0.000) U[0,0] (Resp > 0.000))"
202,"((O2_Flow < 0.000) U[0,0] (Mort > 0.000))"
203,"((OXYGEN_SATURATION < 0.000) U[0,0] (LOS < 0.000))"
204,"((s24_edrk > 0.000) U[0,0] (tte > 0.000))"
205,"((CO2 > 0.000) U[0,0] (tte > 0.000))"
206,"((Sgy < 0.000) U[0,0] (n_evts < 0.000))"
207,"((BLOOD_UREA_NITROGEN > 0.000) U[0,0] (SBP > 0.000))"
208,"((SBP < 0.000) U[0,0] (n_evts > 0.000))"
209,"((s2_edrk > 0.000) U[0,0] (LOS = 0.000))"
210,"((LACTIC_ACID = 0.000) U[0,0] (Glasgow_Coma_Scale_Total = 0.000))"
211,"((dfa > 0.000) U[0,0] (y < 0.000))"
212,"((Glasgow_Coma_Scale_Total > 0.000) U[0,0] (n_evts > 0.000))"
213,"((Mort < 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
214,"((lds > 0.000) U[0,0] (y > 0.000))"
215,"((n_edrk > 0.000) U[0,0] (death > 0.000))"
216,"((Resp < 0.000) U[0,0] (n_evts > 0.000))"
217,"((lds > 0.000) U[0,0] (Mort > 0.000))"
218,"((s2_hr > 0.000) U[0,0] (n_evts = 0.000))"
219,"((POTASSIUM > 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
220,"((CREATININE = 0.000) U[0,0] (SBP > 0.000))"
221,"((s2_edrk > 0.000) U[0,0] (death > 0.000))"
222,"((s8_hr = 0.000) U[0,0] (Resp > 0.000))"
223,"((PCO2 = 0.000) U[0,0] (SpO2 > 0.000))"
224,"((Resp = 0.000) U[0,0] (tte > 0.000))"
225,"((TOTAL_BILIRUBIN = 0.000) U[0,0] (Mort > 0.000))"
226,"((ALKALINE_PHOSPHATASE < 0.000) U[0,0] (direct > 0.000))"
227,"((GLUCOSE > 0.000) U[0,0] (tte > 0.000))"
228,"((Resp < 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
229,"((lds > 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
230,"((n_edrk = 0.000) U[0,0] (y > 0.000))"
231,"((direct < 0.000) U[0,0] (tte > 0.000))"
232,"((Temp < 0.000) U[0,0] (Glasgow_Coma_Scale_Total = 0.000))"
233,"((y > 0.000) U[0,0] (O2_Flow > 0.000))"
234,"((ALBUMIN > 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
235,"((ALT_GPT < 0.000) U[0,0] (Glasgow_Coma_Scale_Total > 0.000))"
236,"((TROPONIN_I > 0.000) U[0,0] (Resp > 0.000))"
237,"((MET < 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
238,"((Resp < 0.000) U[0,0] (Sgy > 0.000))"
239,"((Mort < 0.000) U[0,0] (LOS = 0.000))"
240,"((CHLORIDE = 0.000) U[0,0] (LOS < 0.000))"
241,"((s2_hr = 0.000) U[0,0] (SBP > 0.000))"
242,"((Pulse > 0.000) U[0,0] (Glasgow_Coma_Scale_Total > 0.000))"
243,"((HEMOGLOBIN = 0.000) U[0,0] (death > 0.000))"
244,"((CHLORIDE < 0.000) U[0,0] (death > 0.000))"
245,"((cosen = 0.000) U[0,0] (Sgy > 0.000))"
246,"((SODIUM > 0.000) U[0,0] (Mort < 0.000))"
247,"((hr = 0.000) U[0,0] (tte > 0.000))"
248,"((AST_GOT > 0.000) U[0,0] (O2_Flow > 0.000))"
249,"((tte = 0.000) U[0,0] (LOS > 0.000))"
250,"((s8_edrk = 0.000) U[0,0] (Glasgow_Coma_Scale_Total > 0.000))"
251,"((n_edrk > 0.000) U[0,0] (y < 0.000))"
252,"((CREATININE < 0.000) U[0,0] (Resp > 0.000))"
253,"((MET < 0.000) U[0,0] (MET > 0.000))"
254,"((O2_Flow > 0.000) U[0,0] (Mort > 0.000))"
255,"((srr = 0.000) U[0,0] (Mort > 0.000))"
256,"((Pulse > 0.000) U[0,0] (PLATELET_COUNT < 0.000))"
257,"((CREATININE < 0.000) U[0,0] (LOS = 0.000))"
258,"((ICU_Pt_Days < 0.000) U[0,0] (direct > 0.000))"
259,"((af > 0.000) U[0,0] (Glasgow_Coma_Scale_Total > 0.000))"
260,"((death > 0.000) U[0,0] (O2_Flow > 0.000))"
261,"((tte < 0.000) U[0,0] (LOS > 0.000))"
262,"((ALT_GPT = 0.000) U[0,0] (y < 0.000))"
263,"((GLUCOSE = 0.000) U[0,0] (direct > 0.000))"
264,"((OXYGEN_SATURATION > 0.000) U[0,0] (tte > 0.000))"
265,"((CO2 = 0.000) U[0,0] (death > 0.000))"
266,"((PROTIME_INR > 0.000) U[0,0] (death > 0.000))"
267,"((ALKALINE_PHOSPHATASE > 0.000) U[0,0] (Glasgow_Coma_Scale_Total = 0.000))"
268,"((Mort < 0.000) U[0,0] (tte > 0.000))"
269,"((MAGNESIUM > 0.000) U[0,0] (Glasgow_Coma_Scale_Total = 0.000))"
270,"((PARTIAL_THROMBOPLASTIN_TIME > 0.000) U[0,0] (PLATELET_COUNT < 0.000))"
271,"((lds > 0.000) U[0,0] (death > 0.000))"
272,"((death < 0.000) U[0,0] (O2_Flow > 0.000))"
273,"((CO2 = 0.000) U[0,0] (O2_Flow > 0.000))"
274,"((Mort > 0.000) U[0,0] (y > 0.000))"
275,"((TOTAL_BILIRUBIN > 0.000) U[0,0] (Mort > 0.000))"
276,"((s24_edrk > 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
277,"((s2_edrk > 0.000) U[0,0] (y > 0.000))"
278,"((PLATELET_COUNT > 0.000) U[0,0] (LOS < 0.000))"
279,"((PARTIAL_THROMBOPLASTIN_TIME = 0.000) U[0,0] (tte > 0.000))"
280,"((PARTIAL_THROMBOPLASTIN_TIME = 0.000) U[0,0] (y = 0.000))"
281,"((CHLORIDE > 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
282,"((AST_GOT < 0.000) U[0,0] (death > 0.000))"
283,"((PCO2 > 0.000) U[0,0] (Glasgow_Coma_Scale_Total = 0.000))"
284,"((OXYGEN_SATURATION < 0.000) U[0,0] (y > 0.000))"
285,"((GLUCOSE > 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
286,"((WHITE_BLOOD_CELL_COUNT > 0.000) U[0,0] (LOS > 0.000))"
287,"((Resp < 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
288,"((cosen > 0.000) U[0,0] (Mort > 0.000))"
289,"((Pulse > 0.000) U[0,0] (MET > 0.000))"
290,"((MET < 0.000) U[0,0] (LOS = 0.000))"
291,"((s8_hr > 0.000) U[0,0] (Mort < 0.000))"
292,"((Temp < 0.000) U[0,0] (tte > 0.000))"
293,"((death > 0.000) U[0,0] (Mort > 0.000))"
294,"((CO2 = 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
295,"((CALCIUM < 0.000) U[0,0] (LOS < 0.000))"
296,"((MAGNESIUM = 0.000) U[0,0] (death > 0.000))"
297,"((MET < 0.000) U[0,0] (n_evts > 0.000))"
298,"((af > 0.000) U[0,0] (n_evts < 0.000))"
299,"((s8_edrk = 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
300,"((AF = 0.000) U[0,0] (Mort > 0.000))"
301,"((AST_GOT < 0.000) U[0,0] (LOS > 0.000))"
302,"((PHOSPHORUS = 0.000) U[0,0] (n_evts > 0.000))"
303,"((ICU_Pt_Days > 0.000) U[0,0] (y = 0.000))"
304,"((tte > 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
305,"((s8_edrk = 0.000) U[0,0] (tte > 0.000))"
306,"((Sgy < 0.000) U[0,0] (Resp > 0.000))"
307,"((SpO2 < 0.000) U[0,0] (Mort > 0.000))"
308,"((ALBUMIN = 0.000) U[0,0] (death > 0.000))"
309,"((PLATELET_COUNT > 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
310,"((Resp = 0.000) U[0,0] (Resp > 0.000))"
311,"((Sgy = 0.000) U[0,0] (y > 0.000))"
312,"((WHITE_BLOOD_CELL_COUNT > 0.000) U[0,0] (death > 0.000))"
313,"((O2_Flow = 0.000) U[0,0] (Mort = 0.000))"
314,"((AST_GOT = 0.000) U[0,0] (LOS > 0.000))"
315,"((ICU_Pt_Days < 0.000) U[0,0] (death > 0.000))"
316,"((s2_edrk = 0.000) U[0,0] (direct > 0.000))"
317,"((Sgy < 0.000) U[0,0] (LOS < 0.000))"
318,"((BLOOD_UREA_NITROGEN > 0.000) U[0,0] (Mort > 0.000))"
319,"((s24_edrk > 0.000) U[0,0] (death > 0.000))"
320,"((PCO2 = 0.000) U[0,0] (tte > 0.000))"
321,"((LOS > 0.000) U[0,0] (y < 0.000))"
322,"((HEMOGLOBIN != 0.000) U[0,0] (MET > 0.000))"
323,"((PCO2 > 0.000) U[0,0] (Glasgow_Coma_Scale_Total > 0.000))"
324,"((ICU_Pt_Days < 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
325,"((MAGNESIUM > 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
326,"((LOS = 0.000) U[0,0] (tte > 0.000))"
327,"((y > 0.000) U[0,0] (direct > 0.000))"
328,"((MET < 0.000) U[0,0] (death > 0.000))"
329,"((WHITE_BLOOD_CELL_COUNT > 0.000) U[0,0] (LOS < 0.000))"
330,"((AF > 0.000) U[0,0] (LOS = 0.000))"
331,"((s2_edrk > 0.000) U[0,0] (LOS > 0.000))"
332,"((Temp = 0.000) U[0,0] (Mort > 0.000))"
333,"((PHOSPHORUS > 0.000) U[0,0] (tte > 0.000))"
334,"((s2_hr > 0.000) U[0,0] (Sgy > 0.000))"
335,"((n_evts < 0.000) U[0,0] (SpO2 > 0.000))"
336,"((SpO2 = 0.000) U[0,0] (y = 0.000))"
337,"((ICU_Pt_Days < 0.000) U[0,0] (Glasgow_Coma_Scale_Total = 0.000))"
338,"((af > 0.000) U[0,0] (SBP > 0.000))"
339,"((Sgy < 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
340,"((ALKALINE_PHOSPHATASE = 0.000) U[0,0] (Glasgow_Coma_Scale_Total = 0.000))"
341,"((TOTAL_BILIRUBIN > 0.000) U[0,0] (LOS > 0.000))"
342,"((SpO2 > 0.000) U[0,0] (y < 0.000))"
343,"((PCO2 > 0.000) U[0,0] (Sgy > 0.000))"
344,"((srr > 0.000) U[0,0] (LOS < 0.000))"
345,"((OXYGEN_SATURATION > 0.000) U[0,0] (y = 0.000))"
346,"((hr = 0.000) U[0,0] (direct > 0.000))"
347,"((SODIUM > 0.000) U[0,0] (death > 0.000))"
348,"((cosen > 0.000) U[0,0] (Glasgow_Coma_Scale_Total = 0.000))"
349,"((n_evts < 0.000) U[0,0] (Glasgow_Coma_Scale_Total = 0.000))"
350,"((CO2 < 0.000) U[0,0] (tte > 0.000))"
351,"((TOTAL_BILIRUBIN = 0.000) U[0,0] (Resp > 0.000))"
352,"((srr = 0.000) U[0,0] (Resp > 0.000))"
353,"((O2_Flow = 0.000) U[0,0] (death > 0.000))"
354,"((PLATELET_COUNT = 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
355,"((Resp > 0.000) U[0,0] (SBP > 0.000))"
356,"((Pulse < 0.000) U[0,0] (y < 0.000))"
357,"((s24_hr = 0.000) U[0,0] (Glasgow_Coma_Scale_Total > 0.000))"
358,"((ALKALINE_PHOSPHATASE = 0.000) U[0,0] (LOS = 0.000))"
359,"((s24_edrk > 0.000) U[0,0] (PLATELET_COUNT < 0.000))"
360,"((direct < 0.000) U[0,0] (direct > 0.000))"
361,"((ALKALINE_PHOSPHATASE > 0.000) U[0,0] (n_evts > 0.000))"
362,"((death < 0.000) U[0,0] (tte > 0.000))"
363,"((HEMOGLOBIN = 0.000) U[0,0] (SBP > 0.000))"
364,"((CHLORIDE > 0.000) U[0,0] (LOS > 0.000))"
365,"((cosen > 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
366,"((CO2 < 0.000) U[0,0] (y = 0.000))"
367,"((s24_edrk > 0.000) U[0,0] (y = 0.000))"
368,"((Mort > 0.000) U[0,0] (n_evts > 0.000))"
369,"((ALKALINE_PHOSPHATASE > 0.000) U[0,0] (y > 0.000))"
370,"((n_evts = 0.000) U[0,0] (SpO2 > 0.000))"
371,"((POTASSIUM = 0.000) U[0,0] (n_evts = 0.000))"
372,"((edrk > 0.000) U[0,0] (y < 0.000))"
373,"((Resp = 0.000) U[0,0] (SpO2 > 0.000))"
374,"((srr > 0.000) U[0,0] (y < 0.000))"
375,"((Glasgow_Coma_Scale_Total > 0.000) U[0,0] (SBP > 0.000))"
376,"((ALKALINE_PHOSPHATASE < 0.000) U[0,0] (LOS = 0.000))"
377,"((ALT_GPT = 0.000) U[0,0] (tte > 0.000))"
378,"((Mort < 0.000) U[0,0] (direct > 0.000))"
379,"((n_evts = 0.000) U[0,0] (Resp > 0.000))"
380,"((TROPONIN_I = 0.000) U[0,0] (y = 0.000))"
381,"((s24_hr > 0.000) U[0,0] (Glasgow_Coma_Scale_Total = 0.000))"
382,"((HEMOGLOBIN != 0.000) U[0,0] (LOS = 0.000))"
383,"((CHLORIDE < 0.000) U[0,0] (y < 0.000))"
384,"((PHOSPHORUS = 0.000) U[0,0] (Glasgow_Coma_Scale_Total = 0.000))"
385,"((n_evts < 0.000) U[0,0] (n_evts > 0.000))"
386,"((ALBUMIN > 0.000) U[0,0] (Mort > 0.000))"
387,"((TROPONIN_I = 0.000) U[0,0] (Sgy > 0.000))"
388,"((SpO2 = 0.000) U[0,0] (LOS > 0.000))"
389,"((AST_GOT < 0.000) U[0,0] (Mort = 0.000))"
390,"((CREATININE = 0.000) U[0,0] (tte > 0.000))"
391,"((tte < 0.000) U[0,0] (Glasgow_Coma_Scale_Total > 0.000))"
