,Non Rules
161,"(G[0,0](PHOSPHORUS = 0.000) -> Glasgow_Coma_Scale_Total < 0.000)"
162,"(F[0,0](HEMOGLOBIN = 0.000) & F[0,0](LOS = 0.000))"
163,"(G[0,0](OXYGEN_SATURATION < 0.000) & F[0,0](ICU_Pt_Days < 0.000))"
164,"(G[0,0](s2_hr = 0.000) | F[0,0](HEMOGLOBIN != 0.000))"
165,"(F[0,0](s24_edrk < 0.000) | F[0,0](AF = 0.000))"
166,"(ALBUMIN < 0.000 | F[0,0](cosen < 0.000))"
167,"(lds = 0.000 -> F[0,0](ALT_GPT > 0.000))"
168,"(G[0,0](tte != 0.000) -> F[0,0](n_evts = 0.000))"
169,(Temp < 0.000 -> Glasgow_Coma_Scale_Total < 0.000)
170,(CREATININE > 0.000 | CO2 = 0.000)
171,"((ICU_Pt_Days > 0.000) U[0,0] (LOS < 0.000))"
172,"(G[0,0](tte != 0.000) -> F[0,0](BLOOD_UREA_NITROGEN < 0.000))"
173,(Temp < 0.000 -> MET != 0.000)
174,"(G[0,0](PHOSPHORUS = 0.000) -> F[0,0](n_evts = 0.000))"
175,"((LOS != 0.000) U[0,0] (MET != 0.000))"
176,ICU_Pt_Days = 0.000
177,"(F[0,0](HEMOGLOBIN = 0.000) & F[0,0](SODIUM > 0.000))"
178,"(G[0,0](PHOSPHORUS = 0.000) -> F[0,0](BLOOD_UREA_NITROGEN < 0.000))"
179,"(CHLORIDE = 0.000 & F[0,0](LOS = 0.000))"
180,"((ICU_Pt_Days != 0.000) U[0,0] (MET != 0.000))"
181,"G[0,0](n_evts = 0.000)"
182,(ALBUMIN < 0.000 | WHITE_BLOOD_CELL_COUNT != 0.000)
183,"((LOS = 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
184,"(F[0,0](Resp > 0.000) | F[0,0](s2_hr > 0.000))"
185,"((SBP < 0.000) U[0,0] (O2_Flow = 0.000))"
186,(ALBUMIN < 0.000 | TOTAL_PROTEIN < 0.000)
187,"(lds = 0.000 -> G[0,0](SODIUM < 0.000))"
188,"(Temp < 0.000 -> F[0,0](n_evts = 0.000))"
189,"(G[0,0](ICU_Pt_Days > 0.000) -> G[0,0](SODIUM < 0.000))"
190,"(SBP > 0.000 & G[0,0](Mort > 0.000))"
191,"(F[0,0](s24_edrk < 0.000) | CHLORIDE > 0.000)"
192,"(F[0,0](CHLORIDE < 0.000) & G[0,0](cosen < 0.000))"
193,"(G[0,0](WHITE_BLOOD_CELL_COUNT > 0.000) & F[0,0](SODIUM > 0.000))"
194,"(G[0,0](OXYGEN_SATURATION < 0.000) & s8_hr < 0.000)"
195,"((LOS < 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
196,"(G[0,0](s24_edrk < 0.000) -> Sgy > 0.000)"
197,(y > 0.000 -> MET != 0.000)
198,(BLOOD_UREA_NITROGEN != 0.000 -> Glasgow_Coma_Scale_Total < 0.000)
199,"(F[0,0](SpO2 < 0.000) -> F[0,0](ALT_GPT > 0.000))"
200,"G[0,0](Mort > 0.000)"
201,"((SBP < 0.000) U[0,0] (LOS < 0.000))"
202,(CREATININE = 0.000 | CO2 = 0.000)
203,"((LOS < 0.000) U[0,0] (MET != 0.000))"
204,"(G[0,0](LOS < 0.000) | TOTAL_PROTEIN < 0.000)"
205,"(CHLORIDE = 0.000 & G[0,0](cosen < 0.000))"
206,"(G[0,0](LOS < 0.000) | CO2 = 0.000)"
207,"(Temp < 0.000 -> G[0,0](WHITE_BLOOD_CELL_COUNT = 0.000))"
208,(ALBUMIN < 0.000 | CO2 = 0.000)
209,"G[0,0](ICU_Pt_Days > 0.000)"
210,"(F[0,0](tte = 0.000) -> F[0,0](ALT_GPT > 0.000))"
211,"(y > 0.000 -> G[0,0](death > 0.000))"
212,"(lds = 0.000 -> F[0,0](n_evts = 0.000))"
213,"F[0,0](tte > 0.000)"
214,"(SBP > 0.000 & G[0,0](cosen < 0.000))"
215,"(G[0,0](PHOSPHORUS = 0.000) -> s24_hr = 0.000)"
216,"(CREATININE = 0.000 | F[0,0](cosen < 0.000))"
217,"F[0,0](Mort < 0.000)"
218,"((CHLORIDE = 0.000) U[0,0] (LOS < 0.000))"
219,"(F[0,0](CHLORIDE < 0.000) & F[0,0](CREATININE != 0.000))"
220,"((ICU_Pt_Days = 0.000) U[0,0] (ALBUMIN > 0.000))"
221,"F[0,0](n_evts < 0.000)"
222,"(G[0,0](dfa = 0.000) & F[0,0](CREATININE != 0.000))"
223,"(G[0,0](s24_edrk < 0.000) -> F[0,0](n_evts = 0.000))"
224,"F[0,0](ICU_Pt_Days > 0.000)"
225,"(F[0,0](hr > 0.000) -> Glasgow_Coma_Scale_Total < 0.000)"
226,"(Temp < 0.000 -> G[0,0](SODIUM < 0.000))"
227,"(SBP > 0.000 & G[0,0](SODIUM = 0.000))"
228,"(F[0,0](SpO2 < 0.000) -> G[0,0](death > 0.000))"
229,"(SBP > 0.000 & F[0,0](CREATININE != 0.000))"
230,"(Temp < 0.000 -> G[0,0](death > 0.000))"
231,"((LOS < 0.000) U[0,0] (PARTIAL_THROMBOPLASTIN_TIME < 0.000))"
232,(CREATININE > 0.000 | CHLORIDE > 0.000)
233,"(F[0,0](SpO2 < 0.000) -> G[0,0](TROPONIN_I != 0.000))"
234,"G[0,0](n_evts > 0.000)"
235,"(CREATININE = 0.000 | G[0,0](n_edrk < 0.000))"
236,"G[0,0](LOS = 0.000)"
237,"G[0,0](LOS != 0.000)"
238,"(G[0,0](LOS < 0.000) | F[0,0](s2_hr > 0.000))"
239,"(G[0,0](tte != 0.000) -> G[0,0](TROPONIN_I != 0.000))"
240,"((CHLORIDE = 0.000) U[0,0] (LOS > 0.000))"
241,"G[0,0](death < 0.000)"
242,"(F[0,0](Resp > 0.000) | G[0,0](ALBUMIN > 0.000))"
243,"(G[0,0](LOS < 0.000) | G[0,0](ALBUMIN > 0.000))"
244,"(F[0,0](s24_edrk < 0.000) | G[0,0](ALBUMIN > 0.000))"
245,"((LOS < 0.000) U[0,0] (LOS = 0.000))"
246,LOS < 0.000
247,"(y > 0.000 -> G[0,0](SODIUM < 0.000))"
248,"(BLOOD_UREA_NITROGEN != 0.000 -> F[0,0](ALT_GPT > 0.000))"
249,"(G[0,0](s2_hr = 0.000) | WHITE_BLOOD_CELL_COUNT != 0.000)"
250,"F[0,0](LOS != 0.000)"
251,"((srr > 0.000) U[0,0] (LOS > 0.000))"
252,"(SBP > 0.000 & F[0,0](LOS = 0.000))"
253,"(F[0,0](s24_edrk < 0.000) | F[0,0](s2_hr > 0.000))"
254,"(G[0,0](s2_hr = 0.000) | F[0,0](s2_hr > 0.000))"
255,"(F[0,0](s24_edrk = 0.000) | F[0,0](s2_hr > 0.000))"
256,"(F[0,0](Resp > 0.000) | CHLORIDE > 0.000)"
257,"(F[0,0](SpO2 < 0.000) -> s24_hr = 0.000)"
258,"(BLOOD_UREA_NITROGEN != 0.000 -> G[0,0](SODIUM < 0.000))"
259,"(SBP > 0.000 & G[0,0](O2_Flow != 0.000))"
260,"(F[0,0](s24_edrk = 0.000) | WHITE_BLOOD_CELL_COUNT != 0.000)"
261,"(F[0,0](s24_edrk < 0.000) | WHITE_BLOOD_CELL_COUNT != 0.000)"
262,"(Glasgow_Coma_Scale_Total < 0.000 & F[0,0](CREATININE = 0.000))"
263,"(ALBUMIN < 0.000 | F[0,0](s2_hr > 0.000))"
264,"F[0,0](Mort != 0.000)"
265,"F[0,0](tte != 0.000)"
266,"(F[0,0](death > 0.000) & F[0,0](ICU_Pt_Days < 0.000))"
267,ICU_Pt_Days < 0.000
268,"F[0,0](ICU_Pt_Days < 0.000)"
269,"((HEMOGLOBIN != 0.000) U[0,0] (LOS != 0.000))"
270,"(G[0,0](OXYGEN_SATURATION < 0.000) & HEMOGLOBIN > 0.000)"
271,"(G[0,0](ICU_Pt_Days > 0.000) -> Glasgow_Coma_Scale_Total < 0.000)"
272,"((CHLORIDE = 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
273,"((ICU_Pt_Days > 0.000) U[0,0] (PARTIAL_THROMBOPLASTIN_TIME < 0.000))"
274,"(F[0,0](CHLORIDE < 0.000) & s8_hr < 0.000)"
275,"((ICU_Pt_Days < 0.000) U[0,0] (ALBUMIN > 0.000))"
276,"((ICU_Pt_Days != 0.000) U[0,0] (LOS = 0.000))"
277,"(G[0,0](POTASSIUM > 0.000) | G[0,0](ALBUMIN > 0.000))"
278,"((ICU_Pt_Days > 0.000) U[0,0] (LOS != 0.000))"
279,"((LOS != 0.000) U[0,0] (LOS > 0.000))"
280,"(CHLORIDE = 0.000 & F[0,0](ICU_Pt_Days < 0.000))"
281,(lds = 0.000 -> s24_hr = 0.000)
282,"(F[0,0](death > 0.000) & G[0,0](O2_Flow != 0.000))"
283,"G[0,0](y = 0.000)"
284,"(G[0,0](WHITE_BLOOD_CELL_COUNT > 0.000) & F[0,0](CREATININE = 0.000))"
285,"(Glasgow_Coma_Scale_Total < 0.000 & G[0,0](Mort > 0.000))"
286,"G[0,0](Mort = 0.000)"
287,"((LOS < 0.000) U[0,0] (LOS < 0.000))"
288,"(G[0,0](ICU_Pt_Days > 0.000) -> F[0,0](ALT_GPT > 0.000))"
289,"(Temp < 0.000 -> F[0,0](ALT_GPT > 0.000))"
290,"((LOS = 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
291,"((ICU_Pt_Days != 0.000) U[0,0] (ALBUMIN > 0.000))"
292,"((srr > 0.000) U[0,0] (LOS = 0.000))"
293,"F[0,0](TROPONIN_I = 0.000)"
294,"G[0,0](LOS < 0.000)"
295,"(Glasgow_Coma_Scale_Total < 0.000 & F[0,0](CREATININE != 0.000))"
296,"G[0,0](PLATELET_COUNT = 0.000)"
297,"(G[0,0](PHOSPHORUS = 0.000) -> F[0,0](ALT_GPT > 0.000))"
298,"(G[0,0](POTASSIUM > 0.000) | F[0,0](HEMOGLOBIN != 0.000))"
299,"((ICU_Pt_Days = 0.000) U[0,0] (LOS > 0.000))"
300,"(G[0,0](dfa = 0.000) & G[0,0](O2_Flow != 0.000))"
301,"((SBP < 0.000) U[0,0] (MET != 0.000))"
302,"(F[0,0](s24_edrk = 0.000) | F[0,0](HEMOGLOBIN != 0.000))"
303,af != 0.000
304,"(y > 0.000 -> G[0,0](TROPONIN_I != 0.000))"
305,"(BLOOD_UREA_NITROGEN != 0.000 -> F[0,0](BLOOD_UREA_NITROGEN < 0.000))"
306,"((LOS < 0.000) U[0,0] (O2_Flow = 0.000))"
307,"(SBP > 0.000 & F[0,0](SODIUM > 0.000))"
308,"(G[0,0](POTASSIUM > 0.000) | G[0,0](n_edrk < 0.000))"
309,"((LOS != 0.000) U[0,0] (PARTIAL_THROMBOPLASTIN_TIME < 0.000))"
310,"((LOS > 0.000) U[0,0] (LOS > 0.000))"
311,"(F[0,0](hr > 0.000) -> F[0,0](ALT_GPT > 0.000))"
312,"G[0,0](tte < 0.000)"
313,"(F[0,0](death > 0.000) & G[0,0](cosen < 0.000))"
314,"(G[0,0](s24_edrk < 0.000) -> G[0,0](SODIUM < 0.000))"
315,"(F[0,0](s24_edrk = 0.000) | G[0,0](n_edrk < 0.000))"
316,"((ICU_Pt_Days > 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
317,"(CHLORIDE = 0.000 & F[0,0](CREATININE != 0.000))"
318,"((srr > 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
319,(CREATININE = 0.000 | CHLORIDE > 0.000)
320,Mort = 0.000
321,"(G[0,0](LOS < 0.000) | F[0,0](HEMOGLOBIN != 0.000))"
322,Mort > 0.000
323,"(lds = 0.000 -> F[0,0](BLOOD_UREA_NITROGEN < 0.000))"
324,"(G[0,0](WHITE_BLOOD_CELL_COUNT > 0.000) & s8_hr < 0.000)"
325,"((LOS = 0.000) U[0,0] (ALBUMIN > 0.000))"
326,"((ICU_Pt_Days < 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
327,"(G[0,0](ICU_Pt_Days > 0.000) -> F[0,0](BLOOD_UREA_NITROGEN < 0.000))"
328,"(SBP > 0.000 & F[0,0](ICU_Pt_Days < 0.000))"
329,"(F[0,0](Resp > 0.000) | G[0,0](n_edrk < 0.000))"
330,"((CHLORIDE = 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
331,"(F[0,0](death > 0.000) & F[0,0](CREATININE = 0.000))"
332,"F[0,0](n_evts > 0.000)"
333,"(Glasgow_Coma_Scale_Total < 0.000 & G[0,0](O2_Flow != 0.000))"
334,"(G[0,0](POTASSIUM > 0.000) | F[0,0](s2_hr > 0.000))"
335,"(F[0,0](tte = 0.000) -> Sgy > 0.000)"
336,"((ICU_Pt_Days > 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
337,n_evts = 0.000
338,"G[0,0](y < 0.000)"
339,"(BLOOD_UREA_NITROGEN != 0.000 -> G[0,0](TROPONIN_I != 0.000))"
340,"(G[0,0](OXYGEN_SATURATION < 0.000) & F[0,0](CREATININE = 0.000))"
341,"(F[0,0](s24_edrk < 0.000) | F[0,0](HEMOGLOBIN != 0.000))"
342,"((HEMOGLOBIN != 0.000) U[0,0] (LOS = 0.000))"
343,"(CHLORIDE = 0.000 & F[0,0](CREATININE = 0.000))"
344,"((LOS > 0.000) U[0,0] (ALBUMIN > 0.000))"
345,"((LOS < 0.000) U[0,0] (LOS > 0.000))"
346,"(G[0,0](s2_hr = 0.000) | F[0,0](AF = 0.000))"
347,"(F[0,0](hr > 0.000) -> F[0,0](n_evts = 0.000))"
348,"(G[0,0](tte != 0.000) -> s24_hr = 0.000)"
349,"((LOS != 0.000) U[0,0] (LOS < 0.000))"
350,(BLOOD_UREA_NITROGEN != 0.000 -> s24_hr = 0.000)
351,"(G[0,0](s2_hr = 0.000) | F[0,0](cosen < 0.000))"
352,"(G[0,0](dfa = 0.000) & G[0,0](cosen < 0.000))"
353,"(F[0,0](Resp > 0.000) | CO2 = 0.000)"
354,"(CREATININE = 0.000 | F[0,0](s2_hr > 0.000))"
355,"(G[0,0](dfa = 0.000) & G[0,0](Mort > 0.000))"
356,"(G[0,0](WHITE_BLOOD_CELL_COUNT > 0.000) & F[0,0](CREATININE != 0.000))"
357,"(G[0,0](WHITE_BLOOD_CELL_COUNT > 0.000) & G[0,0](Mort > 0.000))"
358,"(Glasgow_Coma_Scale_Total < 0.000 & G[0,0](SODIUM = 0.000))"
359,"((CHLORIDE = 0.000) U[0,0] (ALBUMIN > 0.000))"
360,"(ALBUMIN < 0.000 | F[0,0](AF = 0.000))"
361,"(G[0,0](PHOSPHORUS = 0.000) -> G[0,0](death > 0.000))"
362,"((HEMOGLOBIN != 0.000) U[0,0] (LOS < 0.000))"
363,"((CHLORIDE = 0.000) U[0,0] (O2_Flow = 0.000))"
364,"(F[0,0](HEMOGLOBIN = 0.000) & F[0,0](CREATININE != 0.000))"
365,"(G[0,0](dfa = 0.000) & F[0,0](CREATININE = 0.000))"
366,"(G[0,0](OXYGEN_SATURATION < 0.000) & G[0,0](cosen < 0.000))"
367,"(G[0,0](LOS < 0.000) | CHLORIDE > 0.000)"
368,"(ALBUMIN < 0.000 | F[0,0](HEMOGLOBIN != 0.000))"
369,"(G[0,0](dfa = 0.000) & HEMOGLOBIN > 0.000)"
370,(Glasgow_Coma_Scale_Total < 0.000 & s8_hr < 0.000)
371,ICU_Pt_Days > 0.000
372,"(BLOOD_UREA_NITROGEN != 0.000 -> G[0,0](death > 0.000))"
373,"(G[0,0](s24_edrk < 0.000) -> F[0,0](BLOOD_UREA_NITROGEN < 0.000))"
374,"((SBP < 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
375,"(F[0,0](death > 0.000) & G[0,0](SODIUM = 0.000))"
376,"G[0,0](ICU_Pt_Days < 0.000)"
377,"(G[0,0](s2_hr = 0.000) | CHLORIDE > 0.000)"
378,"(G[0,0](tte != 0.000) -> G[0,0](SODIUM < 0.000))"
379,"(Glasgow_Coma_Scale_Total < 0.000 & F[0,0](ICU_Pt_Days < 0.000))"
