,Non Rules
69,"((PROTIME_INR = 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
70,"G[0,0](Mort < 0.000)"
71,"F[0,0](n_evts = 0.000)"
72,"(G[0,0](tte = 0.000) & F[0,0](Mort > 0.000))"
73,"((ICU_Pt_Days = 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
74,"((n_evts != 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
75,"(death = 0.000 | G[0,0](AST_GOT != 0.000))"
76,"((ICU_Pt_Days > 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
77,"((s2_edrk > 0.000) U[0,0] (LOS < 0.000))"
78,"(G[0,0](AF < 0.000) | G[0,0](hr < 0.000))"
79,"(CREATININE > 0.000 | G[0,0](AST_GOT != 0.000))"
80,"((LOS < 0.000) U[0,0] (LOS != 0.000))"
81,"(G[0,0](AF < 0.000) | O2_Flow < 0.000)"
82,"(G[0,0](y > 0.000) & F[0,0](SBP < 0.000))"
83,"(G[0,0](s24_edrk > 0.000) | G[0,0](WHITE_BLOOD_CELL_COUNT = 0.000))"
84,"F[0,0](ICU_Pt_Days = 0.000)"
85,"F[0,0](Mort = 0.000)"
86,"(F[0,0](cosen = 0.000) -> F[0,0](SpO2 = 0.000))"
87,"(F[0,0](PARTIAL_THROMBOPLASTIN_TIME < 0.000) | F[0,0](Mort < 0.000))"
88,"(F[0,0](MET < 0.000) & PHOSPHORUS = 0.000)"
89,"F[0,0](LOS > 0.000)"
90,"(GLUCOSE > 0.000 -> G[0,0](n_edrk < 0.000))"
91,"G[0,0](LOS > 0.000)"
92,"((SODIUM < 0.000) U[0,0] (LOS < 0.000))"
93,"((LOS > 0.000) U[0,0] (s8_hr > 0.000))"
94,"((LOS = 0.000) U[0,0] (LOS > 0.000))"
95,"((LOS < 0.000) U[0,0] (s8_hr < 0.000))"
96,LOS > 0.000
97,"(F[0,0](SBP = 0.000) | G[0,0](hr < 0.000))"
98,"((LOS < 0.000) U[0,0] (PARTIAL_THROMBOPLASTIN_TIME = 0.000))"
99,"((ICU_Pt_Days > 0.000) U[0,0] (LOS = 0.000))"
100,"G[0,0](LACTIC_ACID > 0.000)"
101,"(F[0,0](SBP = 0.000) | O2_Flow < 0.000)"
102,"((ICU_Pt_Days < 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
103,"F[0,0](y < 0.000)"
104,"(F[0,0](MET < 0.000) & G[0,0](s2_edrk != 0.000))"
105,"(F[0,0](SpO2 > 0.000) -> F[0,0](Temp != 0.000))"
106,"((MAGNESIUM != 0.000) U[0,0] (PARTIAL_THROMBOPLASTIN_TIME = 0.000))"
107,"((n_evts != 0.000) U[0,0] (s8_hr > 0.000))"
108,"((LOS = 0.000) U[0,0] (Mort != 0.000))"
109,"((LOS = 0.000) U[0,0] (LOS < 0.000))"
110,"(F[0,0](LOS > 0.000) | F[0,0](edrk = 0.000))"
111,"((s2_edrk > 0.000) U[0,0] (LOS != 0.000))"
112,"((ICU_Pt_Days != 0.000) U[0,0] (O2_Flow != 0.000))"
113,"(F[0,0](LOS > 0.000) | F[0,0](Mort < 0.000))"
114,"((LOS > 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
115,"((Mort != 0.000) U[0,0] (O2_Flow != 0.000))"
116,"(ICU_Pt_Days < 0.000 & G[0,0](s2_edrk != 0.000))"
117,"((LOS < 0.000) U[0,0] (O2_Flow != 0.000))"
118,"((PROTIME_INR = 0.000) U[0,0] (LOS != 0.000))"
119,"((n_evts != 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
120,"(F[0,0](CHLORIDE > 0.000) & G[0,0](MAGNESIUM = 0.000))"
121,"G[0,0](y > 0.000)"
122,"((ICU_Pt_Days < 0.000) U[0,0] (LOS > 0.000))"
123,"(F[0,0](LOS > 0.000) | G[0,0](n_evts > 0.000))"
124,"(G[0,0](s24_edrk > 0.000) | F[0,0](edrk = 0.000))"
125,(PROTIME_INR < 0.000 | O2_Flow < 0.000)
126,"((Mort = 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
127,"(F[0,0](CHLORIDE > 0.000) & F[0,0](SBP < 0.000))"
128,"((SODIUM < 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
129,(CREATININE > 0.000 | O2_Flow < 0.000)
130,"(G[0,0](Glasgow_Coma_Scale_Total < 0.000) & F[0,0](edrk = 0.000))"
131,"((MAGNESIUM != 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
132,"(F[0,0](cosen = 0.000) -> F[0,0](LOS = 0.000))"
133,"((LOS != 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
134,"((MAGNESIUM != 0.000) U[0,0] (O2_Flow != 0.000))"
135,"((ICU_Pt_Days != 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
136,"(G[0,0](AF < 0.000) | LOS = 0.000)"
137,"G[0,0](Mort != 0.000)"
138,"((ICU_Pt_Days = 0.000) U[0,0] (Mort != 0.000))"
139,"(G[0,0](y > 0.000) & G[0,0](MAGNESIUM = 0.000))"
140,"(F[0,0](PARTIAL_THROMBOPLASTIN_TIME < 0.000) | G[0,0](hr < 0.000))"
141,"(G[0,0](tte = 0.000) & F[0,0](SBP < 0.000))"
142,"((ICU_Pt_Days > 0.000) U[0,0] (LOS < 0.000))"
143,"(F[0,0](SpO2 > 0.000) -> Resp > 0.000)"
144,ICU_Pt_Days = 0.000
145,"(F[0,0](LOS > 0.000) | F[0,0](s2_hr > 0.000))"
146,"(F[0,0](SpO2 > 0.000) -> F[0,0](SpO2 = 0.000))"
147,"(ICU_Pt_Days < 0.000 & G[0,0](HEMOGLOBIN < 0.000))"
148,"G[0,0](n_evts = 0.000)"
149,"(F[0,0](CHLORIDE > 0.000) & F[0,0](Mort > 0.000))"
150,"((LOS = 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
151,"(F[0,0](MET < 0.000) & F[0,0](SBP < 0.000))"
152,(death = 0.000 | O2_Flow < 0.000)
153,"((ICU_Pt_Days > 0.000) U[0,0] (O2_Flow != 0.000))"
154,"((ICU_Pt_Days < 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
155,"((ICU_Pt_Days < 0.000) U[0,0] (Mort < 0.000))"
156,"(death > 0.000 & F[0,0](edrk = 0.000))"
157,"((ICU_Pt_Days != 0.000) U[0,0] (PARTIAL_THROMBOPLASTIN_TIME = 0.000))"
158,"((SODIUM < 0.000) U[0,0] (s8_hr < 0.000))"
159,(death > 0.000 & PHOSPHORUS = 0.000)
160,"(ICU_Pt_Days < 0.000 & F[0,0](SBP < 0.000))"
161,"((LOS < 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
162,"G[0,0](Mort > 0.000)"
163,"(G[0,0](Glasgow_Coma_Scale_Total < 0.000) & LOS < 0.000)"
164,"(F[0,0](MET < 0.000) & G[0,0](MAGNESIUM = 0.000))"
165,"(G[0,0](tte = 0.000) & G[0,0](HEMOGLOBIN < 0.000))"
166,"(F[0,0](SpO2 > 0.000) -> F[0,0](s8_hr > 0.000))"
167,"(G[0,0](TOTAL_PROTEIN != 0.000) & F[0,0](edrk = 0.000))"
168,"(G[0,0](tte = 0.000) & SBP > 0.000)"
169,"(PROTIME_INR < 0.000 | G[0,0](n_evts > 0.000))"
170,"(F[0,0](cosen = 0.000) -> F[0,0](af < 0.000))"
171,"G[0,0](ICU_Pt_Days > 0.000)"
172,"F[0,0](tte > 0.000)"
173,"(F[0,0](SpO2 > 0.000) -> F[0,0](af < 0.000))"
174,"(F[0,0](LOS > 0.000) | G[0,0](AST_GOT != 0.000))"
175,"(F[0,0](MET < 0.000) & G[0,0](s8_hr > 0.000))"
176,"((ICU_Pt_Days < 0.000) U[0,0] (PARTIAL_THROMBOPLASTIN_TIME = 0.000))"
177,"F[0,0](Mort < 0.000)"
178,"F[0,0](n_evts < 0.000)"
179,(GLUCOSE > 0.000 -> Resp > 0.000)
180,"F[0,0](ICU_Pt_Days > 0.000)"
181,"F[0,0](s2_edrk != 0.000)"
182,"((LOS = 0.000) U[0,0] (s8_hr > 0.000))"
183,"(F[0,0](cosen = 0.000) -> F[0,0](Temp != 0.000))"
184,"(G[0,0](AF < 0.000) | G[0,0](AST_GOT != 0.000))"
185,"(CREATININE > 0.000 | G[0,0](n_evts > 0.000))"
186,"(death = 0.000 | G[0,0](WHITE_BLOOD_CELL_COUNT = 0.000))"
187,"(G[0,0](ALT_GPT > 0.000) -> F[0,0](af < 0.000))"
188,"G[0,0](n_evts > 0.000)"
189,"((Mort = 0.000) U[0,0] (O2_Flow != 0.000))"
190,"((LOS != 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
191,"G[0,0](LOS = 0.000)"
192,"G[0,0](LOS != 0.000)"
193,"(F[0,0](CHLORIDE > 0.000) & PHOSPHORUS = 0.000)"
194,(death > 0.000 & LOS < 0.000)
195,"((Mort != 0.000) U[0,0] (s8_hr > 0.000))"
196,"((Mort != 0.000) U[0,0] (LOS < 0.000))"
197,"(G[0,0](s24_edrk > 0.000) | G[0,0](hr < 0.000))"
198,"((PROTIME_INR = 0.000) U[0,0] (Mort < 0.000))"
199,PHOSPHORUS > 0.000
200,"(F[0,0](LOS > 0.000) | G[0,0](hr < 0.000))"
201,"((LOS > 0.000) U[0,0] (PARTIAL_THROMBOPLASTIN_TIME = 0.000))"
202,"((Mort = 0.000) U[0,0] (s8_hr > 0.000))"
203,"(CREATININE > 0.000 | G[0,0](WHITE_BLOOD_CELL_COUNT = 0.000))"
204,"((SODIUM < 0.000) U[0,0] (LOS > 0.000))"
205,"(G[0,0](AF < 0.000) | G[0,0](n_evts > 0.000))"
206,"((PROTIME_INR = 0.000) U[0,0] (LOS > 0.000))"
207,"(F[0,0](cosen = 0.000) -> G[0,0](LOS > 0.000))"
208,"(F[0,0](SpO2 > 0.000) -> F[0,0](LOS = 0.000))"
209,"(F[0,0](CHLORIDE > 0.000) & G[0,0](s8_hr > 0.000))"
210,"((LOS < 0.000) U[0,0] (LOS = 0.000))"
211,LOS < 0.000
212,"F[0,0](LOS != 0.000)"
213,"(G[0,0](Glasgow_Coma_Scale_Total < 0.000) & G[0,0](MAGNESIUM = 0.000))"
214,"((Mort = 0.000) U[0,0] (LOS = 0.000))"
215,"((Mort = 0.000) U[0,0] (Mort < 0.000))"
216,"(F[0,0](LOS > 0.000) | F[0,0](MAGNESIUM != 0.000))"
217,"(CREATININE > 0.000 | F[0,0](edrk = 0.000))"
218,"(G[0,0](y > 0.000) & F[0,0](edrk = 0.000))"
219,"(PROTIME_INR < 0.000 | F[0,0](Mort < 0.000))"
220,"((ICU_Pt_Days < 0.000) U[0,0] (s8_hr > 0.000))"
221,"((n_evts != 0.000) U[0,0] (Mort < 0.000))"
222,(death = 0.000 | LOS = 0.000)
223,"G[0,0](CHLORIDE < 0.000)"
224,"((LOS != 0.000) U[0,0] (s8_hr < 0.000))"
225,"(G[0,0](s24_edrk > 0.000) | F[0,0](MAGNESIUM != 0.000))"
226,"(death = 0.000 | G[0,0](hr < 0.000))"
227,"((s2_edrk > 0.000) U[0,0] (Mort < 0.000))"
228,"((n_evts != 0.000) U[0,0] (LOS < 0.000))"
229,(PROTIME_INR < 0.000 | CO2 > 0.000)
230,"((ICU_Pt_Days < 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
231,"F[0,0](Mort != 0.000)"
232,"F[0,0](tte != 0.000)"
233,"(G[0,0](TOTAL_PROTEIN != 0.000) & G[0,0](MAGNESIUM = 0.000))"
234,"(G[0,0](y > 0.000) & LOS < 0.000)"
235,ICU_Pt_Days < 0.000
236,"(F[0,0](ALKALINE_PHOSPHATASE < 0.000) -> Resp > 0.000)"
237,"F[0,0](ICU_Pt_Days < 0.000)"
238,"((LOS < 0.000) U[0,0] (s8_hr > 0.000))"
239,"((MAGNESIUM != 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
240,"((ICU_Pt_Days < 0.000) U[0,0] (s8_hr < 0.000))"
241,(ICU_Pt_Days < 0.000 & SBP > 0.000)
242,"(G[0,0](Glasgow_Coma_Scale_Total < 0.000) & PHOSPHORUS = 0.000)"
243,"(G[0,0](TOTAL_PROTEIN != 0.000) & LOS < 0.000)"
244,"(ICU_Pt_Days < 0.000 & F[0,0](edrk = 0.000))"
245,"((Mort = 0.000) U[0,0] (Mort != 0.000))"
246,"F[0,0](HEMOGLOBIN > 0.000)"
247,"((LOS != 0.000) U[0,0] (O2_Flow != 0.000))"
248,"(F[0,0](PARTIAL_THROMBOPLASTIN_TIME < 0.000) | G[0,0](n_evts > 0.000))"
249,"((ICU_Pt_Days != 0.000) U[0,0] (LOS = 0.000))"
250,"((LOS > 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
251,"((ICU_Pt_Days > 0.000) U[0,0] (LOS != 0.000))"
252,"((ICU_Pt_Days = 0.000) U[0,0] (O2_Flow != 0.000))"
253,"((PROTIME_INR = 0.000) U[0,0] (s8_hr < 0.000))"
254,"((LOS != 0.000) U[0,0] (LOS > 0.000))"
255,"((Mort != 0.000) U[0,0] (Mort != 0.000))"
256,"((n_evts != 0.000) U[0,0] (s8_hr < 0.000))"
257,"(F[0,0](PARTIAL_THROMBOPLASTIN_TIME < 0.000) | G[0,0](WHITE_BLOOD_CELL_COUNT = 0.000))"
258,"(G[0,0](AF < 0.000) | CO2 > 0.000)"
259,"((LOS != 0.000) U[0,0] (Mort != 0.000))"
260,"G[0,0](y = 0.000)"
261,"((LOS = 0.000) U[0,0] (Mort < 0.000))"
262,"(G[0,0](s24_edrk > 0.000) | O2_Flow < 0.000)"
263,"(F[0,0](ALKALINE_PHOSPHATASE < 0.000) -> F[0,0](af < 0.000))"
264,"(F[0,0](CHLORIDE > 0.000) & F[0,0](edrk = 0.000))"
265,"G[0,0](Mort = 0.000)"
266,"((LOS < 0.000) U[0,0] (LOS < 0.000))"
267,"((LOS = 0.000) U[0,0] (O2_Flow != 0.000))"
268,"((SODIUM < 0.000) U[0,0] (Mort != 0.000))"
269,(OXYGEN_SATURATION != 0.000 | LOS = 0.000)
270,"((LOS = 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
271,"((s2_edrk > 0.000) U[0,0] (s8_hr > 0.000))"
272,"((LOS < 0.000) U[0,0] (Mort < 0.000))"
273,"((ICU_Pt_Days != 0.000) U[0,0] (s8_hr > 0.000))"
274,"F[0,0](TROPONIN_I = 0.000)"
275,"((LOS > 0.000) U[0,0] (O2_Flow != 0.000))"
276,"G[0,0](LOS < 0.000)"
277,"(G[0,0](Glasgow_Coma_Scale_Total < 0.000) & G[0,0](s2_edrk != 0.000))"
278,"((PROTIME_INR = 0.000) U[0,0] (LOS < 0.000))"
279,"((ICU_Pt_Days = 0.000) U[0,0] (LOS > 0.000))"
280,"(PROTIME_INR < 0.000 | F[0,0](edrk = 0.000))"
281,"((Mort = 0.000) U[0,0] (s8_hr < 0.000))"
282,"((PROTIME_INR = 0.000) U[0,0] (s8_hr > 0.000))"
283,"(F[0,0](SBP = 0.000) | G[0,0](AST_GOT != 0.000))"
284,"((LOS > 0.000) U[0,0] (LOS > 0.000))"
285,"(PROTIME_INR < 0.000 | F[0,0](MAGNESIUM != 0.000))"
286,"((s2_edrk > 0.000) U[0,0] (Mort != 0.000))"
287,"((SODIUM < 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
288,"((ICU_Pt_Days > 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
289,"(F[0,0](cosen = 0.000) -> F[0,0](s8_hr > 0.000))"
290,"((LOS > 0.000) U[0,0] (s8_hr < 0.000))"
291,"((ICU_Pt_Days > 0.000) U[0,0] (PARTIAL_THROMBOPLASTIN_TIME = 0.000))"
292,"((SODIUM < 0.000) U[0,0] (PARTIAL_THROMBOPLASTIN_TIME = 0.000))"
293,"(F[0,0](MET < 0.000) & F[0,0](Mort > 0.000))"
294,(CREATININE > 0.000 | CO2 > 0.000)
295,"(F[0,0](MET < 0.000) & LOS < 0.000)"
296,"((SODIUM < 0.000) U[0,0] (s8_hr > 0.000))"
297,"((LOS != 0.000) U[0,0] (Mort < 0.000))"
298,"(F[0,0](SpO2 > 0.000) -> G[0,0](LOS > 0.000))"
299,"((s2_edrk > 0.000) U[0,0] (LOS = 0.000))"
300,"(F[0,0](CHLORIDE > 0.000) & G[0,0](HEMOGLOBIN < 0.000))"
301,"((PROTIME_INR = 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
302,(ICU_Pt_Days < 0.000 & PHOSPHORUS = 0.000)
303,"((LOS < 0.000) U[0,0] (Mort != 0.000))"
304,"((n_evts != 0.000) U[0,0] (PARTIAL_THROMBOPLASTIN_TIME = 0.000))"
305,"(F[0,0](SBP = 0.000) | LOS = 0.000)"
306,"((ICU_Pt_Days < 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
307,"((PROTIME_INR = 0.000) U[0,0] (LOS = 0.000))"
308,"(G[0,0](y > 0.000) & G[0,0](s2_edrk != 0.000))"
309,"((MAGNESIUM != 0.000) U[0,0] (LOS != 0.000))"
310,"G[0,0](O2_Flow = 0.000)"
311,"((s2_edrk > 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
312,"(death = 0.000 | F[0,0](Mort < 0.000))"
313,"((ICU_Pt_Days > 0.000) U[0,0] (Mort != 0.000))"
314,"F[0,0](n_evts > 0.000)"
315,"((MAGNESIUM != 0.000) U[0,0] (s8_hr > 0.000))"
316,"F[0,0](death != 0.000)"
317,"((ICU_Pt_Days > 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
318,"((Mort != 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
319,"G[0,0](y < 0.000)"
320,"(G[0,0](TOTAL_PROTEIN != 0.000) & G[0,0](s2_edrk != 0.000))"
321,"(G[0,0](tte = 0.000) & F[0,0](edrk = 0.000))"
322,"((s2_edrk > 0.000) U[0,0] (s8_hr < 0.000))"
323,"(death > 0.000 & G[0,0](s8_hr > 0.000))"
324,"((LOS < 0.000) U[0,0] (LOS > 0.000))"
325,"(CREATININE > 0.000 | F[0,0](Mort < 0.000))"
326,"(OXYGEN_SATURATION != 0.000 | G[0,0](n_evts > 0.000))"
327,"((Mort != 0.000) U[0,0] (Mort < 0.000))"
328,"(F[0,0](ALKALINE_PHOSPHATASE < 0.000) -> F[0,0](SpO2 = 0.000))"
329,"((LOS != 0.000) U[0,0] (LOS < 0.000))"
330,"(F[0,0](ALKALINE_PHOSPHATASE < 0.000) -> G[0,0](LOS > 0.000))"
331,(CREATININE > 0.000 | LOS = 0.000)
332,"(G[0,0](Glasgow_Coma_Scale_Total < 0.000) & F[0,0](SBP < 0.000))"
333,"(G[0,0](tte = 0.000) & LOS < 0.000)"
334,"(death > 0.000 & F[0,0](SBP < 0.000))"
335,"(ICU_Pt_Days < 0.000 & F[0,0](Mort > 0.000))"
336,"(PROTIME_INR < 0.000 | G[0,0](WHITE_BLOOD_CELL_COUNT = 0.000))"
337,"((ICU_Pt_Days > 0.000) U[0,0] (s8_hr < 0.000))"
338,"(F[0,0](MET < 0.000) & F[0,0](edrk = 0.000))"
339,"(G[0,0](Glasgow_Coma_Scale_Total < 0.000) & F[0,0](Mort > 0.000))"
340,"(F[0,0](PARTIAL_THROMBOPLASTIN_TIME < 0.000) | LOS = 0.000)"
341,"(death > 0.000 & G[0,0](HEMOGLOBIN < 0.000))"
342,"(F[0,0](ALKALINE_PHOSPHATASE < 0.000) -> F[0,0](Temp != 0.000))"
343,(OXYGEN_SATURATION != 0.000 | CO2 > 0.000)
344,"(death = 0.000 | G[0,0](n_evts > 0.000))"
345,"(G[0,0](y > 0.000) & F[0,0](Mort > 0.000))"
346,ICU_Pt_Days > 0.000
347,"(death > 0.000 & F[0,0](Mort > 0.000))"
348,"((Mort = 0.000) U[0,0] (LOS > 0.000))"
349,"(G[0,0](AF < 0.000) | F[0,0](edrk = 0.000))"
350,"((n_evts != 0.000) U[0,0] (O2_Flow != 0.000))"
351,"(G[0,0](AF < 0.000) | G[0,0](WHITE_BLOOD_CELL_COUNT = 0.000))"
352,"G[0,0](ICU_Pt_Days < 0.000)"
353,"F[0,0](SpO2 < 0.000)"
354,s2_hr = 0.000
355,"F[0,0](y != 0.000)"
356,"(F[0,0](cosen = 0.000) -> G[0,0](n_edrk < 0.000))"
357,"(F[0,0](cosen = 0.000) -> Resp > 0.000)"
358,"(G[0,0](ALT_GPT > 0.000) -> Resp > 0.000)"
359,"((ICU_Pt_Days != 0.000) U[0,0] (LOS < 0.000))"
360,"G[0,0](direct > 0.000)"
361,LOS = 0.000
362,"(F[0,0](PARTIAL_THROMBOPLASTIN_TIME < 0.000) | F[0,0](s2_hr > 0.000))"
363,"((LOS != 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
364,"((LOS != 0.000) U[0,0] (PARTIAL_THROMBOPLASTIN_TIME = 0.000))"
365,"((LOS > 0.000) U[0,0] (Mort < 0.000))"
366,"((ICU_Pt_Days < 0.000) U[0,0] (LOS != 0.000))"
367,"(G[0,0](TOTAL_PROTEIN != 0.000) & PHOSPHORUS = 0.000)"
368,"(OXYGEN_SATURATION != 0.000 | G[0,0](WHITE_BLOOD_CELL_COUNT = 0.000))"
369,"((PROTIME_INR = 0.000) U[0,0] (PARTIAL_THROMBOPLASTIN_TIME = 0.000))"
370,"((ICU_Pt_Days = 0.000) U[0,0] (LOS != 0.000))"
371,"(G[0,0](y > 0.000) & G[0,0](s8_hr > 0.000))"
372,"(G[0,0](y > 0.000) & SBP > 0.000)"
373,"((ICU_Pt_Days != 0.000) U[0,0] (s8_hr < 0.000))"
374,"(G[0,0](ALT_GPT > 0.000) -> F[0,0](LOS = 0.000))"
375,"((ICU_Pt_Days != 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
376,"((MAGNESIUM != 0.000) U[0,0] (Mort < 0.000))"
377,"(CREATININE > 0.000 | F[0,0](s2_hr > 0.000))"
378,"(F[0,0](PARTIAL_THROMBOPLASTIN_TIME < 0.000) | F[0,0](MAGNESIUM != 0.000))"
379,"(G[0,0](TOTAL_PROTEIN != 0.000) & G[0,0](s8_hr > 0.000))"
380,"(death > 0.000 & G[0,0](s2_edrk != 0.000))"
381,"(ICU_Pt_Days < 0.000 & G[0,0](s8_hr > 0.000))"
382,"(OXYGEN_SATURATION != 0.000 | F[0,0](s2_hr > 0.000))"
383,"(F[0,0](SBP = 0.000) | CO2 > 0.000)"
384,(death = 0.000 | CO2 > 0.000)
385,"((n_evts != 0.000) U[0,0] (LOS != 0.000))"
386,"(G[0,0](Glasgow_Coma_Scale_Total < 0.000) & SBP > 0.000)"
387,"((s2_edrk > 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
388,"((PROTIME_INR = 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
389,"(G[0,0](tte = 0.000) & G[0,0](s8_hr > 0.000))"
390,"(G[0,0](TOTAL_PROTEIN != 0.000) & F[0,0](Mort > 0.000))"
391,"(death = 0.000 | F[0,0](s2_hr > 0.000))"
