,Missed Client Rules
31,"((BLOOD_UREA_NITROGEN >= 0.000) U[0,0] (direct >= 0.000))"
32,"((BLOOD_UREA_NITROGEN >= 0.000) U[0,0] (n_evts >= 0.000))"
33,"((BLOOD_UREA_NITROGEN >= 0.000) U[0,0] (y >= 0.000))"
34,"((CALCIUM <= 0.000) U[0,0] (Glasgow_Coma_Scale_Total <= 0.000))"
35,"((CALCIUM <= 0.000) U[0,0] (O2_Flow >= 0.000))"
36,"((CALCIUM <= 0.000) U[0,0] (death >= 0.000))"
37,"((CALCIUM <= 0.000) U[0,0] (tte <= 0.000))"
38,"((CALCIUM <= 0.000) U[0,0] (y >= 0.000))"
39,"((CALCIUM >= 0.000) U[0,0] (death >= 0.000))"
40,"((CALCIUM >= 0.000) U[0,0] (direct >= 0.000))"
41,"((CALCIUM >= 0.000) U[0,0] (n_edrk <= 0.000))"
42,"((CALCIUM >= 0.000) U[0,0] (n_evts >= 0.000))"
43,"((CALCIUM >= 0.000) U[0,0] (y >= 0.000))"
44,"((CHLORIDE <= 0.000) U[0,0] (ICU_Pt_Days >= 0.000))"
45,"((CHLORIDE <= 0.000) U[0,0] (Mort >= 0.000))"
46,"((CHLORIDE <= 0.000) U[0,0] (death >= 0.000))"
47,"((CHLORIDE <= 0.000) U[0,0] (direct >= 0.000))"
48,"((CHLORIDE <= 0.000) U[0,0] (n_evts >= 0.000))"
49,"((CHLORIDE <= 0.000) U[0,0] (tte <= 0.000))"
50,"((CHLORIDE >= 0.000) U[0,0] (n_edrk <= 0.000))"
51,"((CHLORIDE >= 0.000) U[0,0] (n_evts >= 0.000))"
52,"((CHLORIDE >= 0.000) U[0,0] (y >= 0.000))"
53,"((CO2 <= 0.000) U[0,0] (tte <= 0.000))"
54,"((CO2 >= 0.000) U[0,0] (Mort >= 0.000))"
55,"((CO2 >= 0.000) U[0,0] (n_evts >= 0.000))"
56,"((CREATININE <= 0.000) U[0,0] (ICU_Pt_Days >= 0.000))"
57,"((CREATININE <= 0.000) U[0,0] (death >= 0.000))"
58,"((CREATININE <= 0.000) U[0,0] (n_edrk <= 0.000))"
59,"((CREATININE <= 0.000) U[0,0] (y >= 0.000))"
60,"((CREATININE >= 0.000) U[0,0] (Glasgow_Coma_Scale_Total <= 0.000))"
61,"((CREATININE >= 0.000) U[0,0] (Mort >= 0.000))"
62,"((CREATININE >= 0.000) U[0,0] (direct >= 0.000))"
63,"((CREATININE >= 0.000) U[0,0] (n_evts >= 0.000))"
64,"((CREATININE >= 0.000) U[0,0] (tte <= 0.000))"
65,"((CREATININE >= 0.000) U[0,0] (y >= 0.000))"
66,"((GLUCOSE <= 0.000) U[0,0] (O2_Flow >= 0.000))"
67,"((GLUCOSE <= 0.000) U[0,0] (n_edrk <= 0.000))"
68,"((GLUCOSE <= 0.000) U[0,0] (tte <= 0.000))"
69,"((GLUCOSE <= 0.000) U[0,0] (y >= 0.000))"
70,"((GLUCOSE >= 0.000) U[0,0] (ICU_Pt_Days >= 0.000))"
71,"((GLUCOSE >= 0.000) U[0,0] (Mort >= 0.000))"
72,"((GLUCOSE >= 0.000) U[0,0] (n_evts >= 0.000))"
73,"((GLUCOSE >= 0.000) U[0,0] (y >= 0.000))"
74,"((Glasgow_Coma_Scale_Total <= 0.000) U[0,0] (ICU_Pt_Days >= 0.000))"
75,"((Glasgow_Coma_Scale_Total <= 0.000) U[0,0] (LOS <= 0.000))"
76,"((Glasgow_Coma_Scale_Total <= 0.000) U[0,0] (MET >= 0.000))"
77,"((Glasgow_Coma_Scale_Total <= 0.000) U[0,0] (Mort <= 0.000))"
78,"((Glasgow_Coma_Scale_Total <= 0.000) U[0,0] (O2_Flow <= 0.000))"
79,"((Glasgow_Coma_Scale_Total <= 0.000) U[0,0] (O2_Flow >= 0.000))"
80,"((Glasgow_Coma_Scale_Total <= 0.000) U[0,0] (Pulse >= 0.000))"
81,"((Glasgow_Coma_Scale_Total <= 0.000) U[0,0] (Resp <= 0.000))"
82,"((Glasgow_Coma_Scale_Total <= 0.000) U[0,0] (Temp <= 0.000))"
83,"((Glasgow_Coma_Scale_Total <= 0.000) U[0,0] (Temp >= 0.000))"
84,"((Glasgow_Coma_Scale_Total <= 0.000) U[0,0] (WHITE_BLOOD_CELL_COUNT <= 0.000))"
85,"((Glasgow_Coma_Scale_Total <= 0.000) U[0,0] (hr >= 0.000))"
86,"((Glasgow_Coma_Scale_Total <= 0.000) U[0,0] (n_edrk <= 0.000))"
87,"((Glasgow_Coma_Scale_Total <= 0.000) U[0,0] (n_evts >= 0.000))"
88,"((Glasgow_Coma_Scale_Total <= 0.000) U[0,0] (s24_edrk <= 0.000))"
89,"((Glasgow_Coma_Scale_Total <= 0.000) U[0,0] (s2_edrk <= 0.000))"
90,"((Glasgow_Coma_Scale_Total <= 0.000) U[0,0] (s8_edrk >= 0.000))"
91,"((Glasgow_Coma_Scale_Total <= 0.000) U[0,0] (s8_hr <= 0.000))"
92,"((Glasgow_Coma_Scale_Total <= 0.000) U[0,0] (tte <= 0.000))"
93,"((Glasgow_Coma_Scale_Total <= 0.000) U[0,0] (y <= 0.000))"
94,"((Glasgow_Coma_Scale_Total >= 0.000) U[0,0] (ICU_Pt_Days >= 0.000))"
95,"((Glasgow_Coma_Scale_Total >= 0.000) U[0,0] (MET >= 0.000))"
96,"((Glasgow_Coma_Scale_Total >= 0.000) U[0,0] (Mort >= 0.000))"
97,"((Glasgow_Coma_Scale_Total >= 0.000) U[0,0] (n_evts >= 0.000))"
98,"((Glasgow_Coma_Scale_Total >= 0.000) U[0,0] (tte <= 0.000))"
99,"((Glasgow_Coma_Scale_Total >= 0.000) U[0,0] (y >= 0.000))"
100,"((HEMOGLOBIN <= 0.000) U[0,0] (ICU_Pt_Days >= 0.000))"
101,"((HEMOGLOBIN <= 0.000) U[0,0] (O2_Flow >= 0.000))"
102,"((HEMOGLOBIN <= 0.000) U[0,0] (hr >= 0.000))"
103,"((HEMOGLOBIN >= 0.000) U[0,0] (ICU_Pt_Days >= 0.000))"
104,"((HEMOGLOBIN >= 0.000) U[0,0] (MET >= 0.000))"
105,"((HEMOGLOBIN >= 0.000) U[0,0] (Mort >= 0.000))"
106,"((HEMOGLOBIN >= 0.000) U[0,0] (O2_Flow >= 0.000))"
107,"((HEMOGLOBIN >= 0.000) U[0,0] (n_evts >= 0.000))"
108,"((HEMOGLOBIN >= 0.000) U[0,0] (tte <= 0.000))"
109,"((ICU_Pt_Days <= 0.000) U[0,0] (LOS <= 0.000))"
110,"((ICU_Pt_Days <= 0.000) U[0,0] (LOS >= 0.000))"
111,"((ICU_Pt_Days <= 0.000) U[0,0] (Mort >= 0.000))"
112,"((ICU_Pt_Days <= 0.000) U[0,0] (O2_Flow >= 0.000))"
113,"((ICU_Pt_Days <= 0.000) U[0,0] (y >= 0.000))"
114,"((ICU_Pt_Days >= 0.000) U[0,0] (LOS <= 0.000))"
115,"((ICU_Pt_Days >= 0.000) U[0,0] (LOS >= 0.000))"
116,"((ICU_Pt_Days >= 0.000) U[0,0] (MET >= 0.000))"
117,"((ICU_Pt_Days >= 0.000) U[0,0] (Mort <= 0.000))"
118,"((ICU_Pt_Days >= 0.000) U[0,0] (Mort >= 0.000))"
119,"((ICU_Pt_Days >= 0.000) U[0,0] (O2_Flow >= 0.000))"
120,"((ICU_Pt_Days >= 0.000) U[0,0] (PLATELET_COUNT <= 0.000))"
121,"((ICU_Pt_Days >= 0.000) U[0,0] (PLATELET_COUNT >= 0.000))"
122,"((ICU_Pt_Days >= 0.000) U[0,0] (Pulse >= 0.000))"
123,"((ICU_Pt_Days >= 0.000) U[0,0] (SpO2 >= 0.000))"
124,"((ICU_Pt_Days >= 0.000) U[0,0] (n_edrk <= 0.000))"
125,"((ICU_Pt_Days >= 0.000) U[0,0] (n_edrk >= 0.000))"
126,"((ICU_Pt_Days >= 0.000) U[0,0] (n_evts <= 0.000))"
127,"((ICU_Pt_Days >= 0.000) U[0,0] (s24_edrk <= 0.000))"
128,"((ICU_Pt_Days >= 0.000) U[0,0] (s24_hr <= 0.000))"
129,"((ICU_Pt_Days >= 0.000) U[0,0] (s24_hr >= 0.000))"
130,"((ICU_Pt_Days >= 0.000) U[0,0] (s2_edrk <= 0.000))"
131,"((ICU_Pt_Days >= 0.000) U[0,0] (srr >= 0.000))"
132,"((ICU_Pt_Days >= 0.000) U[0,0] (tte <= 0.000))"
133,"((ICU_Pt_Days >= 0.000) U[0,0] (y <= 0.000))"
134,"((ICU_Pt_Days >= 0.000) U[0,0] (y >= 0.000))"
135,"((LOS <= 0.000) U[0,0] (Mort >= 0.000))"
136,"((LOS <= 0.000) U[0,0] (O2_Flow >= 0.000))"
137,"((LOS <= 0.000) U[0,0] (n_edrk <= 0.000))"
138,"((LOS <= 0.000) U[0,0] (n_evts >= 0.000))"
139,"((LOS <= 0.000) U[0,0] (tte <= 0.000))"
140,"((LOS <= 0.000) U[0,0] (y <= 0.000))"
141,"((LOS <= 0.000) U[0,0] (y >= 0.000))"
142,"((LOS >= 0.000) U[0,0] (MET >= 0.000))"
143,"((LOS >= 0.000) U[0,0] (O2_Flow <= 0.000))"
144,"((LOS >= 0.000) U[0,0] (O2_Flow >= 0.000))"
145,"((LOS >= 0.000) U[0,0] (n_edrk <= 0.000))"
146,"((LOS >= 0.000) U[0,0] (n_evts >= 0.000))"
147,"((LOS >= 0.000) U[0,0] (tte >= 0.000))"
148,"((LOS >= 0.000) U[0,0] (y >= 0.000))"
149,"((MAGNESIUM <= 0.000) U[0,0] (Mort >= 0.000))"
150,"((MAGNESIUM <= 0.000) U[0,0] (n_edrk <= 0.000))"
151,"((MAGNESIUM <= 0.000) U[0,0] (n_evts >= 0.000))"
152,"((MAGNESIUM >= 0.000) U[0,0] (n_evts >= 0.000))"
153,"((MAGNESIUM >= 0.000) U[0,0] (y >= 0.000))"
154,"((MET <= 0.000) U[0,0] (TROPONIN_I >= 0.000))"
155,"((MET <= 0.000) U[0,0] (n_edrk <= 0.000))"
156,"((MET <= 0.000) U[0,0] (n_evts >= 0.000))"
157,"((MET <= 0.000) U[0,0] (y >= 0.000))"
158,"((MET >= 0.000) U[0,0] (Mort <= 0.000))"
159,"((MET >= 0.000) U[0,0] (Pulse >= 0.000))"
160,"((MET >= 0.000) U[0,0] (Resp >= 0.000))"
161,"((MET >= 0.000) U[0,0] (Temp <= 0.000))"
162,"((MET >= 0.000) U[0,0] (Temp >= 0.000))"
163,"((MET >= 0.000) U[0,0] (n_edrk >= 0.000))"
164,"((MET >= 0.000) U[0,0] (s24_edrk <= 0.000))"
165,"((MET >= 0.000) U[0,0] (s24_edrk >= 0.000))"
166,"((MET >= 0.000) U[0,0] (s24_hr <= 0.000))"
167,"((MET >= 0.000) U[0,0] (s2_edrk <= 0.000))"
168,"((MET >= 0.000) U[0,0] (s8_edrk <= 0.000))"
169,"((MET >= 0.000) U[0,0] (s8_edrk >= 0.000))"
170,"((MET >= 0.000) U[0,0] (y <= 0.000))"
171,"((MET >= 0.000) U[0,0] (y >= 0.000))"
172,"((Mort <= 0.000) U[0,0] (n_edrk <= 0.000))"
173,"((Mort <= 0.000) U[0,0] (n_evts >= 0.000))"
174,"((Mort <= 0.000) U[0,0] (tte <= 0.000))"
175,"((Mort <= 0.000) U[0,0] (y >= 0.000))"
176,"((Mort >= 0.000) U[0,0] (O2_Flow <= 0.000))"
177,"((Mort >= 0.000) U[0,0] (O2_Flow >= 0.000))"
178,"((Mort >= 0.000) U[0,0] (PLATELET_COUNT <= 0.000))"
179,"((Mort >= 0.000) U[0,0] (Resp <= 0.000))"
180,"((Mort >= 0.000) U[0,0] (SBP <= 0.000))"
181,"((Mort >= 0.000) U[0,0] (SBP >= 0.000))"
182,"((Mort >= 0.000) U[0,0] (SODIUM >= 0.000))"
183,"((Mort >= 0.000) U[0,0] (SpO2 <= 0.000))"
184,"((Mort >= 0.000) U[0,0] (SpO2 >= 0.000))"
185,"((Mort >= 0.000) U[0,0] (n_edrk <= 0.000))"
186,"((Mort >= 0.000) U[0,0] (n_evts <= 0.000))"
187,"((Mort >= 0.000) U[0,0] (s24_edrk <= 0.000))"
188,"((Mort >= 0.000) U[0,0] (s24_edrk >= 0.000))"
189,"((Mort >= 0.000) U[0,0] (srr <= 0.000))"
190,"((Mort >= 0.000) U[0,0] (tte <= 0.000))"
191,"((Mort >= 0.000) U[0,0] (tte >= 0.000))"
192,"((O2_Flow <= 0.000) U[0,0] (PLATELET_COUNT >= 0.000))"
193,"((O2_Flow <= 0.000) U[0,0] (tte <= 0.000))"
194,"((O2_Flow <= 0.000) U[0,0] (y >= 0.000))"
195,"((O2_Flow >= 0.000) U[0,0] (SpO2 >= 0.000))"
196,"((O2_Flow >= 0.000) U[0,0] (s8_hr <= 0.000))"
197,"((PARTIAL_THROMBOPLASTIN_TIME >= 0.000) U[0,0] (y >= 0.000))"
198,"((PHOSPHORUS >= 0.000) U[0,0] (tte <= 0.000))"
199,"((PLATELET_COUNT <= 0.000) U[0,0] (y >= 0.000))"
200,"((PLATELET_COUNT >= 0.000) U[0,0] (y >= 0.000))"
201,"((POTASSIUM <= 0.000) U[0,0] (tte <= 0.000))"
202,"((POTASSIUM <= 0.000) U[0,0] (y >= 0.000))"
203,"((PROTIME_INR <= 0.000) U[0,0] (tte <= 0.000))"
204,"((PROTIME_INR <= 0.000) U[0,0] (y >= 0.000))"
205,"((Pulse <= 0.000) U[0,0] (tte <= 0.000))"
206,"((Pulse <= 0.000) U[0,0] (y >= 0.000))"
207,"((Pulse >= 0.000) U[0,0] (tte <= 0.000))"
208,"((Resp <= 0.000) U[0,0] (tte <= 0.000))"
209,"((Resp >= 0.000) U[0,0] (y >= 0.000))"
210,"((SBP <= 0.000) U[0,0] (tte <= 0.000))"
211,"((SBP <= 0.000) U[0,0] (y >= 0.000))"
212,"((SBP >= 0.000) U[0,0] (tte <= 0.000))"
213,"((SBP >= 0.000) U[0,0] (y >= 0.000))"
214,"((SODIUM <= 0.000) U[0,0] (tte <= 0.000))"
215,"((SODIUM >= 0.000) U[0,0] (tte <= 0.000))"
216,"((SpO2 <= 0.000) U[0,0] (tte <= 0.000))"
217,"((SpO2 <= 0.000) U[0,0] (y >= 0.000))"
218,"((SpO2 >= 0.000) U[0,0] (y >= 0.000))"
219,"((Temp <= 0.000) U[0,0] (tte <= 0.000))"
220,"((Temp <= 0.000) U[0,0] (y >= 0.000))"
221,"((Temp >= 0.000) U[0,0] (y >= 0.000))"
222,"((WHITE_BLOOD_CELL_COUNT <= 0.000) U[0,0] (y >= 0.000))"
223,"((af <= 0.000) U[0,0] (ICU_Pt_Days >= 0.000))"
224,"((af <= 0.000) U[0,0] (direct >= 0.000))"
225,"((af <= 0.000) U[0,0] (n_evts >= 0.000))"
226,"((af >= 0.000) U[0,0] (AF >= 0.000))"
227,"((af >= 0.000) U[0,0] (Glasgow_Coma_Scale_Total <= 0.000))"
228,"((af >= 0.000) U[0,0] (ICU_Pt_Days <= 0.000))"
229,"((af >= 0.000) U[0,0] (ICU_Pt_Days >= 0.000))"
230,"((af >= 0.000) U[0,0] (Mort >= 0.000))"
231,"((af >= 0.000) U[0,0] (direct >= 0.000))"
232,"((af >= 0.000) U[0,0] (n_evts >= 0.000))"
233,"((af >= 0.000) U[0,0] (tte <= 0.000))"
234,"((af >= 0.000) U[0,0] (y >= 0.000))"
235,"((cosen <= 0.000) U[0,0] (Glasgow_Coma_Scale_Total <= 0.000))"
236,"((cosen <= 0.000) U[0,0] (ICU_Pt_Days >= 0.000))"
237,"((cosen <= 0.000) U[0,0] (MET >= 0.000))"
238,"((cosen <= 0.000) U[0,0] (death >= 0.000))"
239,"((cosen <= 0.000) U[0,0] (direct >= 0.000))"
240,"((cosen <= 0.000) U[0,0] (n_edrk <= 0.000))"
241,"((cosen <= 0.000) U[0,0] (n_evts >= 0.000))"
242,"((cosen <= 0.000) U[0,0] (tte <= 0.000))"
243,"((cosen <= 0.000) U[0,0] (y >= 0.000))"
244,"((cosen >= 0.000) U[0,0] (Mort >= 0.000))"
245,"((cosen >= 0.000) U[0,0] (direct >= 0.000))"
246,"((cosen >= 0.000) U[0,0] (n_edrk <= 0.000))"
247,"((cosen >= 0.000) U[0,0] (n_evts >= 0.000))"
248,"((cosen >= 0.000) U[0,0] (y >= 0.000))"
249,"((death <= 0.000) U[0,0] (Glasgow_Coma_Scale_Total <= 0.000))"
250,"((death <= 0.000) U[0,0] (MET >= 0.000))"
251,"((death <= 0.000) U[0,0] (n_edrk <= 0.000))"
252,"((death <= 0.000) U[0,0] (n_evts >= 0.000))"
253,"((death <= 0.000) U[0,0] (tte <= 0.000))"
254,"((death <= 0.000) U[0,0] (y >= 0.000))"
255,"((death >= 0.000) U[0,0] (Glasgow_Coma_Scale_Total <= 0.000))"
256,"((death >= 0.000) U[0,0] (Glasgow_Coma_Scale_Total >= 0.000))"
257,"((death >= 0.000) U[0,0] (LOS <= 0.000))"
258,"((death >= 0.000) U[0,0] (MET <= 0.000))"
259,"((death >= 0.000) U[0,0] (MET >= 0.000))"
260,"((death >= 0.000) U[0,0] (Mort >= 0.000))"
261,"((death >= 0.000) U[0,0] (Pulse >= 0.000))"
262,"((death >= 0.000) U[0,0] (Resp >= 0.000))"
263,"((death >= 0.000) U[0,0] (Temp <= 0.000))"
264,"((death >= 0.000) U[0,0] (Temp >= 0.000))"
265,"((death >= 0.000) U[0,0] (WHITE_BLOOD_CELL_COUNT <= 0.000))"
266,"((death >= 0.000) U[0,0] (direct >= 0.000))"
267,"((death >= 0.000) U[0,0] (hr <= 0.000))"
268,"((death >= 0.000) U[0,0] (n_edrk <= 0.000))"
269,"((death >= 0.000) U[0,0] (n_evts <= 0.000))"
270,"((death >= 0.000) U[0,0] (n_evts >= 0.000))"
271,"((death >= 0.000) U[0,0] (s8_edrk <= 0.000))"
272,"((death >= 0.000) U[0,0] (s8_edrk >= 0.000))"
273,"((death >= 0.000) U[0,0] (tte <= 0.000))"
274,"((death >= 0.000) U[0,0] (y >= 0.000))"
275,"((dfa <= 0.000) U[0,0] (Glasgow_Coma_Scale_Total <= 0.000))"
276,"((dfa <= 0.000) U[0,0] (ICU_Pt_Days >= 0.000))"
277,"((dfa <= 0.000) U[0,0] (MET >= 0.000))"
278,"((dfa <= 0.000) U[0,0] (O2_Flow >= 0.000))"
279,"((dfa <= 0.000) U[0,0] (direct >= 0.000))"
280,"((dfa <= 0.000) U[0,0] (n_edrk <= 0.000))"
281,"((dfa <= 0.000) U[0,0] (y >= 0.000))"
282,"((dfa >= 0.000) U[0,0] (Glasgow_Coma_Scale_Total <= 0.000))"
283,"((dfa >= 0.000) U[0,0] (n_evts >= 0.000))"
284,"((dfa >= 0.000) U[0,0] (tte <= 0.000))"
285,"((dfa >= 0.000) U[0,0] (y >= 0.000))"
286,"((direct <= 0.000) U[0,0] (Glasgow_Coma_Scale_Total <= 0.000))"
287,"((direct <= 0.000) U[0,0] (ICU_Pt_Days <= 0.000))"
288,"((direct <= 0.000) U[0,0] (ICU_Pt_Days >= 0.000))"
289,"((direct <= 0.000) U[0,0] (n_evts >= 0.000))"
290,"((direct <= 0.000) U[0,0] (y >= 0.000))"
291,"((direct >= 0.000) U[0,0] (Glasgow_Coma_Scale_Total <= 0.000))"
292,"((direct >= 0.000) U[0,0] (ICU_Pt_Days <= 0.000))"
293,"((direct >= 0.000) U[0,0] (ICU_Pt_Days >= 0.000))"
294,"((direct >= 0.000) U[0,0] (LOS >= 0.000))"
295,"((direct >= 0.000) U[0,0] (Pulse >= 0.000))"
296,"((direct >= 0.000) U[0,0] (SBP >= 0.000))"
297,"((direct >= 0.000) U[0,0] (SpO2 <= 0.000))"
298,"((direct >= 0.000) U[0,0] (edrk >= 0.000))"
299,"((direct >= 0.000) U[0,0] (hr <= 0.000))"
300,"((direct >= 0.000) U[0,0] (n_edrk <= 0.000))"
301,"((direct >= 0.000) U[0,0] (n_edrk >= 0.000))"
302,"((direct >= 0.000) U[0,0] (n_evts <= 0.000))"
303,"((direct >= 0.000) U[0,0] (s24_hr <= 0.000))"
304,"((direct >= 0.000) U[0,0] (tte >= 0.000))"
305,"((direct >= 0.000) U[0,0] (y <= 0.000))"
306,"((direct >= 0.000) U[0,0] (y >= 0.000))"
307,"((edrk <= 0.000) U[0,0] (LOS >= 0.000))"
308,"((edrk <= 0.000) U[0,0] (MET >= 0.000))"
309,"((edrk <= 0.000) U[0,0] (tte <= 0.000))"
310,"((edrk >= 0.000) U[0,0] (Glasgow_Coma_Scale_Total <= 0.000))"
311,"((edrk >= 0.000) U[0,0] (ICU_Pt_Days >= 0.000))"
312,"((edrk >= 0.000) U[0,0] (LOS >= 0.000))"
313,"((edrk >= 0.000) U[0,0] (Mort >= 0.000))"
314,"((edrk >= 0.000) U[0,0] (O2_Flow >= 0.000))"
315,"((hr <= 0.000) U[0,0] (ICU_Pt_Days >= 0.000))"
316,"((hr <= 0.000) U[0,0] (LOS <= 0.000))"
317,"((hr <= 0.000) U[0,0] (Mort >= 0.000))"
318,"((hr <= 0.000) U[0,0] (O2_Flow >= 0.000))"
319,"((hr <= 0.000) U[0,0] (n_edrk <= 0.000))"
320,"((hr <= 0.000) U[0,0] (n_evts >= 0.000))"
321,"((hr <= 0.000) U[0,0] (tte <= 0.000))"
322,"((hr <= 0.000) U[0,0] (y >= 0.000))"
323,"((hr >= 0.000) U[0,0] (ICU_Pt_Days >= 0.000))"
324,"((hr >= 0.000) U[0,0] (LOS >= 0.000))"
325,"((hr >= 0.000) U[0,0] (MET >= 0.000))"
326,"((hr >= 0.000) U[0,0] (Mort >= 0.000))"
327,"((hr >= 0.000) U[0,0] (lds <= 0.000))"
328,"((hr >= 0.000) U[0,0] (n_edrk <= 0.000))"
329,"((hr >= 0.000) U[0,0] (n_evts >= 0.000))"
330,"((hr >= 0.000) U[0,0] (tte <= 0.000))"
331,"((hr >= 0.000) U[0,0] (y >= 0.000))"
332,"((lds <= 0.000) U[0,0] (LOS >= 0.000))"
333,"((lds <= 0.000) U[0,0] (Mort >= 0.000))"
334,"((lds <= 0.000) U[0,0] (n_edrk <= 0.000))"
335,"((lds <= 0.000) U[0,0] (y >= 0.000))"
336,"((lds >= 0.000) U[0,0] (Mort >= 0.000))"
337,"((lds >= 0.000) U[0,0] (n_evts >= 0.000))"
338,"((lds >= 0.000) U[0,0] (tte <= 0.000))"
339,"((n_edrk <= 0.000) U[0,0] (O2_Flow <= 0.000))"
340,"((n_edrk <= 0.000) U[0,0] (Resp >= 0.000))"
341,"((n_edrk <= 0.000) U[0,0] (n_evts >= 0.000))"
342,"((n_edrk <= 0.000) U[0,0] (s24_hr >= 0.000))"
343,"((n_edrk <= 0.000) U[0,0] (tte <= 0.000))"
344,"((n_edrk <= 0.000) U[0,0] (tte >= 0.000))"
345,"((n_edrk <= 0.000) U[0,0] (y >= 0.000))"
346,"((n_edrk >= 0.000) U[0,0] (tte <= 0.000))"
347,"((n_edrk >= 0.000) U[0,0] (y >= 0.000))"
348,"((n_evts <= 0.000) U[0,0] (tte <= 0.000))"
349,"((n_evts <= 0.000) U[0,0] (y >= 0.000))"
350,"((n_evts >= 0.000) U[0,0] (O2_Flow >= 0.000))"
351,"((n_evts >= 0.000) U[0,0] (PARTIAL_THROMBOPLASTIN_TIME <= 0.000))"
352,"((n_evts >= 0.000) U[0,0] (Resp <= 0.000))"
353,"((n_evts >= 0.000) U[0,0] (SBP >= 0.000))"
354,"((n_evts >= 0.000) U[0,0] (SpO2 >= 0.000))"
355,"((n_evts >= 0.000) U[0,0] (Temp >= 0.000))"
356,"((n_evts >= 0.000) U[0,0] (s24_edrk <= 0.000))"
357,"((n_evts >= 0.000) U[0,0] (srr >= 0.000))"
358,"((n_evts >= 0.000) U[0,0] (tte <= 0.000))"
359,"((n_evts >= 0.000) U[0,0] (tte >= 0.000))"
360,"((n_evts >= 0.000) U[0,0] (y <= 0.000))"
361,"((s24_edrk <= 0.000) U[0,0] (y >= 0.000))"
362,"((s24_edrk >= 0.000) U[0,0] (tte <= 0.000))"
363,"((s24_hr <= 0.000) U[0,0] (y >= 0.000))"
364,"((s24_hr >= 0.000) U[0,0] (tte <= 0.000))"
365,"((s24_hr >= 0.000) U[0,0] (y >= 0.000))"
366,"((s2_edrk <= 0.000) U[0,0] (tte <= 0.000))"
367,"((s8_edrk <= 0.000) U[0,0] (tte <= 0.000))"
368,"((s8_edrk <= 0.000) U[0,0] (y >= 0.000))"
369,"((s8_edrk >= 0.000) U[0,0] (y >= 0.000))"
370,"((s8_hr <= 0.000) U[0,0] (y >= 0.000))"
371,"((s8_hr >= 0.000) U[0,0] (y >= 0.000))"
372,"((srr <= 0.000) U[0,0] (tte <= 0.000))"
373,"((srr <= 0.000) U[0,0] (y >= 0.000))"
374,"((tte <= 0.000) U[0,0] (y <= 0.000))"
375,"((tte <= 0.000) U[0,0] (y >= 0.000))"
376,"((tte >= 0.000) U[0,0] (y >= 0.000))"
377,"F[0,0](((af <= 0.000 | AF <= 0.000) & cosen >= 0.000))"
378,"F[0,0]((AF <= 0.000 & ICU_Pt_Days >= 0.000))"
379,"F[0,0]((AF <= 0.000 -> Glasgow_Coma_Scale_Total <= 0.000))"
380,"F[0,0]((AF <= 0.000 -> hr >= 0.000))"
381,"F[0,0]((AF <= 0.000 -> y >= 0.000))"
382,"F[0,0]((AF >= 0.000 & direct >= 0.000))"
